families,K,lambda,nonidentical,converged,error,loglik_train,bic,aic,test_loglik,pi,test_rmse,test_mae,active_counts,shared_active,symmetric_diff,active_sets,active_features,active_coefficients,component_intercepts,n_iter,min_pi,seconds,dataset,init,task_id
beta+student_t+student_t,3,20.0,True,True,,1054.2705569102275,-1445.9743419814238,-1916.541113820455,878.9969080201879,"[0.5501040141747978, 0.2104114241398426, 0.23948456168535953]",0.13908994142372305,0.09414722177016847,"[22, 33, 31]",19.0,19.0,"[[1, 2, 4, 5, 7, 8, 10, 13, 15, 19, 22, 26, 28, 29, 31, 34, 35, 36, 37, 38, 39, 40], [1, 2, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40], [1, 2, 5, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 35, 36, 37, 38, 39, 40]]","[[""x45"", ""x51"", ""x4"", ""x46"", ""x3"", ""x16"", ""x41"", ""x39"", ""x33"", ""x70"", ""x69"", ""x72"", ""x63"", ""x90"", ""x79"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x42"", ""x39"", ""x29"", ""x33"", ""x78"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x46"", ""x3"", ""x16"", ""x18"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""]]","[{""x45"": -0.10384413671448924, ""x51"": 0.27537445951258177, ""x4"": -0.23163773959394873, ""x46"": -0.005568200108330799, ""x3"": 0.05408745860820098, ""x16"": -0.08211600509379903, ""x41"": 0.1581279926000229, ""x39"": 0.11080609265929908, ""x33"": -0.09788857201550742, ""x70"": 1.953510118516024e-05, ""x69"": 0.27166604425267427, ""x72"": 0.1413474991241849, ""x63"": -0.024716605421720328, ""x90"": 0.1967224699837576, ""x79"": -0.0070888062624192075, ""x21"": 0.002624943074249635, ""x121"": 0.025570983512079787, ""x91"": 0.0791767866644837, ""x38"": 0.018874596959277234, ""x34"": -0.07405361705402115, ""x87"": 0.042075809438309165, ""x73"": -0.04677788096399345}, {""x45"": -0.03378507074803649, ""x51"": 0.04669164486601192, ""x46"": 0.02776266489010963, ""x47"": 0.009571194404138034, ""x3"": -0.004460073461032871, ""x16"": -0.00814654899584846, ""x18"": -0.006499399168734372, ""x42"": 0.01182084111839115, ""x39"": 0.019164239626682282, ""x29"": 0.0024218547826169784, ""x33"": 0.02242926821818391, ""x78"": -0.0007392230687704103, ""x75"": -0.006507352204491563, ""x70"": 0.002779395085865528, ""x50"": 0.09049895585678308, ""x74"": 0.02038756448115415, ""x69"": 0.01412082647915774, ""x28"": -0.02115540044260197, ""x13"": 0.0038842149789182615, ""x72"": 0.004561428723952518, ""x30"": -0.004186594286864002, ""x63"": 0.007041903470030029, ""x90"": -0.002945069961091152, ""x1"": -0.029509465862006205, ""x79"": -0.02682855380725066, ""x11"": 0.014161686235399193, ""x71"": -0.013659840373031432, ""x121"": -0.0028808793360428973, ""x91"": 0.012972480522617779, ""x38"": 0.0034221873428360566, ""x34"": 0.0024806359500647926, ""x87"": 0.010137497570626215, ""x73"": -0.00040726449768865955}, {""x45"": -0.014347906455758595, ""x51"": 0.04477690327564801, ""x46"": -0.00032102658675991374, ""x3"": 0.06787231868659462, ""x16"": -0.07055178003230073, ""x18"": 0.017264154825667184, ""x68"": -0.011949101250333669, ""x39"": 0.052373103360502424, ""x29"": -0.0285003899555758, ""x33"": -0.018573737592424446, ""x78"": -0.007964349950780669, ""x31"": 0.02576549390127414, ""x75"": 0.026613178229126743, ""x70"": -0.014816252831304971, ""x50"": -0.011321459900808723, ""x74"": -0.017891312460605248, ""x69"": 0.008911185416110318, ""x28"": -0.04540053106082279, ""x13"": 0.03169677605340707, ""x72"": 0.036256234766326674, ""x30"": -0.01027203674172217, ""x63"": 0.004868163172361169, ""x90"": 0.007710700901611081, ""x1"": -0.013158998611123558, ""x79"": 0.016394604088570054, ""x121"": 0.0293389251398942, ""x91"": 0.026591086706355814, ""x38"": 0.022985638868107422, ""x34"": -0.04521248305509869, ""x87"": 0.014638002747324, ""x73"": -0.018564031886391198}]","[-1.6260841882251522, 0.1573216270272169, 0.34060071369421846]",14,0.2104114241398426,127.74285459518433,crime_beta,quantile_glm,crime_beta_K3_beta-student_t-student_t_L20.0_quantile_glm
beta+gaussian+student_t,3,20.0,True,True,,1047.330079168133,-1425.191649290578,-1900.6601583362658,893.9708291757631,"[0.5403249273700192, 0.2215697022239443, 0.23810537040603655]",0.1393167171079352,0.0942447788203277,"[21, 34, 33]",15.0,24.0,"[[1, 2, 4, 7, 8, 9, 10, 13, 15, 19, 22, 26, 28, 29, 34, 35, 36, 37, 38, 39, 40], [1, 2, 3, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40], [1, 2, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 35, 36, 37, 38, 39, 40]]","[[""x45"", ""x51"", ""x4"", ""x3"", ""x16"", ""x18"", ""x41"", ""x39"", ""x33"", ""x70"", ""x69"", ""x72"", ""x63"", ""x90"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x44"", ""x46"", ""x47"", ""x16"", ""x18"", ""x42"", ""x68"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x87"", ""x73""], [""x45"", ""x51"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""]]","[{""x45"": -0.22343214269713993, ""x51"": 0.1504381826220523, ""x4"": -0.32736079167820553, ""x3"": 0.024648604484815574, ""x16"": -0.10288100064680121, ""x18"": 0.041380699306257, ""x41"": 0.10404437069952327, ""x39"": 0.10753515928742652, ""x33"": -0.043548846413512185, ""x70"": 0.023129209158632702, ""x69"": 0.12183529648050682, ""x72"": 0.16647278297632037, ""x63"": -0.005848319527511691, ""x90"": 0.18347264711058914, ""x21"": 1.8417712619891475e-05, ""x121"": 0.019521867277753333, ""x91"": 0.11389083132049943, ""x38"": 0.05150126589176758, ""x34"": -0.03317846561328639, ""x87"": 0.03103958735418576, ""x73"": -0.006065454951504678}, {""x45"": -0.017435418996333437, ""x51"": 0.03430678532816168, ""x44"": 0.0007112544510369702, ""x46"": -0.007203953605547547, ""x47"": 0.010173765602379542, ""x16"": -0.007968103521847323, ""x18"": -0.015843932457128694, ""x42"": 0.02670117786305391, ""x68"": 0.004825615042456576, ""x29"": -0.0005756295778053705, ""x33"": 0.01328226063443926, ""x78"": -0.015615340623865175, ""x31"": 0.0004208516512939195, ""x75"": -0.014844070439843867, ""x70"": -6.643431363206815e-05, ""x50"": 0.0792270290281655, ""x74"": 0.00891603324374126, ""x69"": 0.03348968134494533, ""x28"": -0.013058186211764038, ""x13"": 0.015362858685148433, ""x72"": 0.03589278574450297, ""x30"": 0.0007369289237581983, ""x63"": 0.007451513396513182, ""x90"": 0.010301277569303512, ""x1"": -0.06131456185979092, ""x79"": -0.025579616676953312, ""x11"": 3.231051467329901e-05, ""x71"": -0.006752697749847801, ""x21"": -0.0028893558299708387, ""x121"": 0.004976385779240327, ""x91"": 0.016310478460585393, ""x38"": -0.007785209790081766, ""x87"": 0.01006083796599352, ""x73"": -0.010182284665326918}, {""x45"": -0.04155099236872655, ""x51"": 0.022690466255909574, ""x46"": -0.002793808163281386, ""x47"": -0.001912658776076838, ""x3"": 0.06796532739134924, ""x16"": -0.06553587910821423, ""x18"": 0.004838952924206601, ""x41"": -0.0016586707182758825, ""x68"": -0.021871262159153426, ""x39"": 0.0561115216498836, ""x29"": -0.01233992165171424, ""x33"": -0.008936945916623805, ""x78"": -0.0171006320171669, ""x31"": 0.014910176500261565, ""x75"": 0.017177229698234684, ""x70"": -0.011304625663654798, ""x50"": -1.4313834503246404e-05, ""x74"": -0.009228907901295656, ""x69"": 0.020816967450267367, ""x28"": -0.049990087735884994, ""x13"": 0.04165368837203001, ""x72"": 0.017323373279359313, ""x30"": -0.00011565851485190819, ""x63"": 0.004507945540089067, ""x90"": 0.007167653857955763, ""x1"": -0.004702375960201327, ""x79"": 0.015053800363586273, ""x121"": 0.031068872167779916, ""x91"": 0.025710030621952696, ""x38"": 0.01510211644913695, ""x34"": -0.0334091481949202, ""x87"": 0.013391219923069821, ""x73"": -0.014132366548513072}]","[-1.6380921330150735, 0.15827926559056535, 0.34716791861018864]",14,0.2215697022239443,94.4866886138916,crime_beta,quantile_glm,crime_beta_K3_beta-gaussian-student_t_L20.0_quantile_glm
beta+beta+lognormal,3,0.5,True,True,,1140.5990780323314,-1404.6775308192778,-2027.1981560646627,1012.0447705378464,"[0.2965357349654984, 0.35189002007736, 0.35157424495714157]",0.13833427070877533,0.09427569807870233,"[40, 39, 40]",39.0,1.0,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]]","[[""x45"", ""x51"", ""x44"", ""x4"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x42"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x20"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x44"", ""x4"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x42"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x20"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x44"", ""x4"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x42"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x20"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""]]","[{""x45"": -0.900225294104911, ""x51"": 0.18611052578392148, ""x44"": 0.32425503236733527, ""x4"": -0.02826838936456089, ""x46"": -0.03821900579712822, ""x47"": -0.1826334563072021, ""x3"": 0.2476272851188937, ""x16"": -0.25811679514613217, ""x18"": -0.03514579978612896, ""x41"": -0.566263188332662, ""x42"": 0.030992248185938553, ""x68"": 0.22321020040135794, ""x39"": 0.6887763580262052, ""x29"": 0.3308993007857421, ""x33"": 0.029937194260137745, ""x78"": -0.14456770570212046, ""x31"": 0.39036851464473826, ""x75"": 0.15508965995063034, ""x70"": -0.061241327567119225, ""x50"": -0.03912522436137894, ""x74"": 0.16143040215716736, ""x69"": 0.4956279953444703, ""x28"": -0.09320572198952531, ""x20"": 0.058017917549686396, ""x13"": 0.06153974193048208, ""x72"": -0.06090944548833071, ""x30"": -0.2850654275847651, ""x63"": -0.10877589266394162, ""x90"": -0.09295567991031645, ""x1"": -0.3127117567064492, ""x79"": -0.24904514895858113, ""x11"": 0.735071033376707, ""x71"": -0.17154213303196056, ""x21"": 0.08091268267807765, ""x121"": -0.043261632993873644, ""x91"": 0.2867958594343352, ""x38"": 0.15408799372780077, ""x34"": 0.294069019158242, ""x87"": 0.11756496283435543, ""x73"": -0.12679177240526174}, {""x45"": 0.08178169502462186, ""x51"": 0.39056302093042355, ""x44"": 0.057061942428165265, ""x4"": -0.10562311188851482, ""x46"": -0.002841019905773657, ""x47"": -0.0339742416414905, ""x3"": 0.06341196738078587, ""x16"": -0.15964804440018654, ""x18"": 0.07861004409905102, ""x41"": 0.21394340254200153, ""x42"": 0.10541145973024052, ""x39"": 0.005349383900839288, ""x29"": -0.17775073475377468, ""x33"": -0.104518511249154, ""x78"": -0.08666185243788471, ""x31"": -0.24263593115750512, ""x75"": 0.08351811987776919, ""x70"": 0.1300890986584169, ""x50"": -0.0026628118965818922, ""x74"": 0.0057171513527105354, ""x69"": 0.35328232139345167, ""x28"": 0.0795345435967006, ""x20"": 0.1440890659166682, ""x13"": -0.03664251131579596, ""x72"": 0.11499402183159484, ""x30"": 0.14814285644353317, ""x63"": -0.0001475837261882882, ""x90"": 0.21481816341867246, ""x1"": -0.19948466552409228, ""x79"": -0.1361879657308537, ""x11"": -0.04977008447224687, ""x71"": -0.06206491648445615, ""x21"": -0.008859832152683331, ""x121"": 0.06152215487752861, ""x91"": 0.01719943824008029, ""x38"": -0.09959590130425687, ""x34"": -0.17572868251108154, ""x87"": 0.02462189263243679, ""x73"": -0.06580321818999572}, {""x45"": -0.9991246508300878, ""x51"": 0.025896226551717683, ""x44"": 0.272973166328273, ""x4"": -0.06237495062385035, ""x46"": 0.110900593299402, ""x47"": 0.32948526517216237, ""x3"": -0.13311924114529192, ""x16"": -0.5948576812918407, ""x18"": 0.03976706452622499, ""x41"": 0.2419919085947536, ""x42"": 0.00027850160651975256, ""x68"": -0.20690658824118138, ""x39"": -0.15833285774390765, ""x29"": -0.4574878326699748, ""x33"": -0.11097355681586904, ""x78"": 0.0769003720197233, ""x31"": -0.14573041104490891, ""x75"": 0.08830232868489352, ""x70"": -0.06953444260695846, ""x50"": -0.039038237096691394, ""x74"": -0.08707223208187705, ""x69"": -0.00042144821206269487, ""x28"": -0.05355798550554197, ""x20"": 0.006302208303544341, ""x13"": -0.1855212819712767, ""x72"": 0.07694782801858349, ""x30"": -0.0003543570184467652, ""x63"": -0.056462577186952564, ""x90"": -0.043087423342964455, ""x1"": 0.03265545188357889, ""x79"": 0.04086251880836793, ""x11"": 0.06862789685418119, ""x71"": 0.09167981562784619, ""x21"": 0.2572240237280684, ""x121"": 0.022810411941015414, ""x91"": 0.03198064653567511, ""x38"": 0.1077605530892742, ""x34"": -0.36540850681140485, ""x87"": 0.07205955978220407, ""x73"": -0.016615877265032542}]","[-1.3252611285568865, -1.8294534001646556, -1.7314628342729224]",15,0.2965357349654984,300.63125872612,crime_beta,quantile_glm,crime_beta_K3_beta-beta-lognormal_L0.5_quantile_glm
beta+beta+lognormal,3,0.25,True,True,,1140.193531830499,-1396.9647012089567,-2024.3870636609981,1006.8051604898802,"[0.30042692041266944, 0.3540390973613003, 0.34553398222603027]",0.13846584565553677,0.09440647129396214,"[40, 40, 40]",40.0,0.0,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]]","[[""x45"", ""x51"", ""x44"", ""x4"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x42"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x20"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x44"", ""x4"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x42"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x20"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""], [""x45"", ""x51"", ""x44"", ""x4"", ""x46"", ""x47"", ""x3"", ""x16"", ""x18"", ""x41"", ""x42"", ""x68"", ""x39"", ""x29"", ""x33"", ""x78"", ""x31"", ""x75"", ""x70"", ""x50"", ""x74"", ""x69"", ""x28"", ""x20"", ""x13"", ""x72"", ""x30"", ""x63"", ""x90"", ""x1"", ""x79"", ""x11"", ""x71"", ""x21"", ""x121"", ""x91"", ""x38"", ""x34"", ""x87"", ""x73""]]","[{""x45"": -0.9254817355615519, ""x51"": 0.1798387803881233, ""x44"": 0.3665655656203613, ""x4"": -0.042999093400433785, ""x46"": -0.050474876635916, ""x47"": -0.19267658083963107, ""x3"": 0.241858506347356, ""x16"": -0.2496885958096618, ""x18"": -0.02980505323144548, ""x41"": -0.5750764609125137, ""x42"": 0.05015743889594719, ""x68"": 0.2293266400820066, ""x39"": 0.6699256675382901, ""x29"": 0.3389337742314016, ""x33"": 0.0389182905478942, ""x78"": -0.16128527384144134, ""x31"": 0.42876993957447423, ""x75"": 0.148757301507405, ""x70"": -0.0654196361434193, ""x50"": -0.06123735694600004, ""x74"": 0.1588783873499263, ""x69"": 0.5134115650290145, ""x28"": -0.07305329699493851, ""x20"": 0.039734698610630934, ""x13"": 0.07401972860138276, ""x72"": -0.06673122696670224, ""x30"": -0.31920777264507355, ""x63"": -0.14399255229370217, ""x90"": -0.09444025104727494, ""x1"": -0.3698555563225161, ""x79"": -0.24628300820167856, ""x11"": 0.801949591240606, ""x71"": -0.16954711560335012, ""x21"": 0.09746632624271279, ""x121"": -0.04559838985358683, ""x91"": 0.28850808429444325, ""x38"": 0.15160143696619524, ""x34"": 0.2976843621277784, ""x87"": 0.1150752851422289, ""x73"": -0.12370756026953846}, {""x45"": 0.0792886884466623, ""x51"": 0.3883497051053277, ""x44"": 0.07420118340471918, ""x4"": -0.10745148811072003, ""x46"": 0.002144776582385049, ""x47"": -0.01581815574598906, ""x3"": 0.07042714320947888, ""x16"": -0.18549894886319518, ""x18"": 0.08773210092863783, ""x41"": 0.21385295624325507, ""x42"": 0.14740923821013716, ""x68"": -0.01923560122110631, ""x39"": -0.03135394403342504, ""x29"": -0.1837719204895087, ""x33"": -0.11453299016150476, ""x78"": -0.08476609265650867, ""x31"": -0.2801920487028228, ""x75"": 0.08222483854879789, ""x70"": 0.1359832445464791, ""x50"": 0.010724491452065438, ""x74"": 0.025170888292054053, ""x69"": 0.32991726738423516, ""x28"": 0.07727133521607842, ""x20"": 0.2111224984872204, ""x13"": -0.09164151644510202, ""x72"": 0.10944038096766187, ""x30"": 0.1942575280486545, ""x63"": 0.0021436313427252085, ""x90"": 0.21433196626346968, ""x1"": -0.19765570154860573, ""x79"": -0.13766323656037052, ""x11"": -0.054921514669651096, ""x71"": -0.06761116416530336, ""x21"": -0.01841841290873843, ""x121"": 0.06471443753801315, ""x91"": 0.018369354875068005, ""x38"": -0.10050479265679668, ""x34"": -0.18325652623951003, ""x87"": 0.020287123109741984, ""x73"": -0.07066870873588733}, {""x45"": -1.0358175206534264, ""x51"": 0.03424074717546745, ""x44"": 0.2857406238653571, ""x4"": -0.0752379925463909, ""x46"": 0.12383583502915564, ""x47"": 0.3370880507396991, ""x3"": -0.1582938173969529, ""x16"": -0.5976379857748081, ""x18"": 0.04112335394970975, ""x41"": 0.24873566543491285, ""x42"": 0.0018521385920263185, ""x68"": -0.2227653622025753, ""x39"": -0.16520884345423695, ""x29"": -0.46855111824205375, ""x33"": -0.11802661615049075, ""x78"": 0.08942715257831892, ""x31"": -0.15547418602341492, ""x75"": 0.08914215348149987, ""x70"": -0.08165474412695121, ""x50"": -0.04187014241713625, ""x74"": -0.08290213138344815, ""x69"": -0.014280208396614627, ""x28"": -0.06246606631059582, ""x20"": 0.02026719676520991, ""x13"": -0.20056193245370432, ""x72"": 0.08167267101991002, ""x30"": -0.0014869250079849598, ""x63"": -0.05189660609228754, ""x90"": -0.050670626630984726, ""x1"": 0.038850693663131076, ""x79"": 0.040835781975928395, ""x11"": 0.07066749560289466, ""x71"": 0.09111180759768264, ""x21"": 0.25702475416356774, ""x121"": 0.020784420175288122, ""x91"": 0.03792286763947568, ""x38"": 0.10479929216966456, ""x34"": -0.37973919535965595, ""x87"": 0.07258722626219158, ""x73"": -0.019313151132761934}]","[-1.3373216156648424, -1.8156969065199775, -1.728817852639705]",14,0.30042692041266944,339.76101207733154,crime_beta,quantile_glm,crime_beta_K3_beta-beta-lognormal_L0.25_quantile_glm
