families,K,lambda,nonidentical,converged,error,loglik_train,bic,aic,test_loglik,pi,test_rmse,test_mae,active_counts,shared_active,symmetric_diff,active_sets,active_features,active_coefficients,component_intercepts,n_iter,min_pi,seconds,dataset,init,task_id
nb2+zinb,2,20.0,True,True,,-1734.036147845881,3564.780869597512,3496.072295691762,-1603.1341430440455,"[0.4812579992552708, 0.5187420007447292]",40.09490236656222,8.103614262130485,"[5, 3]",2.0,4.0,"[[1, 2, 5, 22, 24], [1, 11, 22]]","[[""x52"", ""x2"", ""x17"", ""x51"", ""x61""], [""x52"", ""x4"", ""x51""]]","[{""x52"": 0.08284281357820669, ""x2"": 0.014195040649804478, ""x17"": 0.6636090704735055, ""x51"": 0.25789903153184696, ""x61"": -1.3627820092739997}, {""x52"": 0.35580203557035406, ""x4"": 0.16377107131385682, ""x51"": 0.25663195982661324}]","[0.69147388170989, 0.2406351522003164]",17,0.4812579992552708,198.58404350280762,blog,quantile_glm,blog_K2_nb2-zinb_L20.0_quantile_glm
zip+zinb+zinb,3,20.0,True,True,,-1737.9243235217546,3593.2804867862055,3509.848647043509,-1614.8982928329972,"[0.2040790374098435, 0.22957241245094753, 0.5663485501392089]",42.64775814651959,8.566564879401875,"[0, 2, 5]",0.0,5.0,"[[], [1, 22], [1, 5, 11, 22, 24]]","[[], [""x52"", ""x51""], [""x52"", ""x17"", ""x4"", ""x51"", ""x61""]]","[{}, {""x52"": 0.2854104339257514, ""x51"": 0.16610055455037318}, {""x52"": 0.08581036942269694, ""x17"": 0.7537865007537097, ""x4"": 0.005086365347831848, ""x51"": 0.2702093325991861, ""x61"": -1.3832243798243193}]","[-0.5728848390811091, 0.9922044499456131, 0.5070065884634039]",14,0.2040790374098435,193.04846572875977,blog,quantile_glm,blog_K3_zip-zinb-zinb_L20.0_quantile_glm
nb2+zinb+zinb,3,20.0,True,True,,-1740.645545922169,3598.7229315870345,3515.291091844338,-1617.9778756572668,"[0.24973190472137502, 0.18756870572863635, 0.5626993895499887]",42.916297984346045,8.581680195393398,"[0, 2, 5]",0.0,5.0,"[[], [1, 22], [1, 5, 11, 22, 24]]","[[], [""x52"", ""x51""], [""x52"", ""x17"", ""x4"", ""x51"", ""x61""]]","[{}, {""x52"": 0.24473030831807147, ""x51"": 0.11249689350744241}, {""x52"": 0.08035578159101062, ""x17"": 0.7403504309017175, ""x4"": 0.006944768167886733, ""x51"": 0.2968360618032203, ""x61"": -1.3854338413044887}]","[-0.8581202145835208, 1.111595720284598, 0.5134062738292372]",12,0.18756870572863635,175.92796349525452,blog,quantile_glm,blog_K3_nb2-zinb-zinb_L20.0_quantile_glm
nb2+nb2+zip,3,10.0,True,True,,-1705.2544837724172,3603.9261153563343,3466.5089675448344,-1584.2557398611866,"[0.6400873166894623, 0.3460949340926797, 0.013817749217857868]",43.293657165515036,8.420888413814053,"[12, 5, 3]",1.0,14.0,"[[1, 5, 7, 8, 11, 22, 24, 25, 27, 28, 29, 31], [1, 5, 21, 22, 24], [24, 32, 37]]","[[""x52"", ""x17"", ""x16"", ""x1"", ""x4"", ""x51"", ""x61"", ""x35"", ""x36"", ""x26"", ""x30"", ""x57""], [""x52"", ""x17"", ""x23"", ""x51"", ""x61""], [""x61"", ""x55"", ""x42""]]","[{""x52"": 0.42483939507886376, ""x17"": 0.46252835225189715, ""x16"": 0.0395801203766748, ""x1"": 0.29838705971954177, ""x4"": 0.3067207348768455, ""x51"": 0.18038277958172796, ""x61"": -0.6637302691337389, ""x35"": -0.2922746002871054, ""x36"": -0.08868581097786346, ""x26"": -0.0002182723429656721, ""x30"": -0.24644362655533, ""x57"": -0.014766896776173672}, {""x52"": 0.099754518350218, ""x17"": 0.5221767313135852, ""x23"": -0.015174975247620955, ""x51"": 0.2189795068996488, ""x61"": -0.9272592419911015}, {""x61"": -0.43549750459356773, ""x55"": 0.055227203289032356, ""x42"": -0.25485045982591736}]","[-0.7619240599069301, 1.4855729288711264, 4.24746381370661]",67,0.013817749217857868,1101.8389976024628,blog,kmeans_glm,blog_K3_nb2-nb2-zip_L10.0_kmeans_glm
nb2+nb2+zinb,3,20.0,True,True,,-1731.236103611426,3600.6273128024945,3502.472207222852,-1593.2457412934514,"[0.3158004496074976, 0.058368098246948476, 0.6258314521455539]",50.363391715421436,9.368033862763133,"[5, 0, 6]",0.0,7.0,"[[1, 5, 11, 18, 22], [], [1, 5, 11, 21, 22, 24]]","[[""x52"", ""x17"", ""x4"", ""x19"", ""x51""], [], [""x52"", ""x17"", ""x4"", ""x23"", ""x51"", ""x61""]]","[{""x52"": 0.2897471707195134, ""x17"": 0.18987316816203725, ""x4"": 0.22692384363274928, ""x19"": 0.037827846512988775, ""x51"": 0.0653907551292782}, {}, {""x52"": 0.1645588492453034, ""x17"": 0.6210514996994939, ""x4"": 0.033418574181544675, ""x23"": -0.009009522245636933, ""x51"": 0.2806518586148863, ""x61"": -1.2299428302900584}]","[0.09588517621897917, 2.5697415277600593, 0.4717643266608552]",19,0.058368098246948476,235.1316864490509,blog,quantile_glm,blog_K3_nb2-nb2-zinb_L20.0_quantile_glm
poisson+poisson+nb2,3,20.0,True,True,,-1758.1418637541653,3612.9923014140804,3544.2837275083307,-1612.1565244442934,"[0.1484559270744299, 0.0023806756891920073, 0.8491633972363781]",51.09277813951036,9.328224452463912,"[2, 0, 6]",0.0,7.0,"[[15, 21], [], [1, 2, 5, 21, 22, 24]]","[[""x24"", ""x23""], [], [""x52"", ""x2"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{""x24"": 0.04105622691690442, ""x23"": -0.14738350722732455}, {}, {""x52"": 0.1969370409867304, ""x2"": 0.20524046613874494, ""x17"": 0.31847994610173125, ""x23"": -0.03940521662561307, ""x51"": 0.23492034020519237, ""x61"": -0.825417470588308}]","[-0.9551741557906573, -2.8066793976257616, 0.8892782919238055]",19,0.0023806756891920073,257.7462193965912,blog,quantile_glm,blog_K3_poisson-poisson-nb2_L20.0_quantile_glm
poisson+poisson+zinb,3,20.0,True,True,,-1756.6306014419652,3616.8775320686623,3543.2612028839303,-1610.9419968007621,"[0.15367640066198107, 0.002827428806994124, 0.8434961705310249]",51.21548469579479,9.335302509442704,"[2, 0, 6]",0.0,7.0,"[[15, 21], [], [1, 2, 5, 21, 22, 24]]","[[""x24"", ""x23""], [], [""x52"", ""x2"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{""x24"": 0.04044633044292155, ""x23"": -0.2526468110388294}, {}, {""x52"": 0.19728833212287436, ""x2"": 0.23584505215104518, ""x17"": 0.28450631492592676, ""x23"": -0.0391547514623158, ""x51"": 0.23393492263333124, ""x61"": -0.8252006834480753}]","[-0.8766954969409813, -6.545104894519, 0.8930239634731209]",20,0.002827428806994124,340.27134680747986,blog,quantile_glm,blog_K3_poisson-poisson-zinb_L20.0_quantile_glm
poisson+zinb+zinb,3,20.0,True,True,,-1737.1339383687418,3591.69971648018,3508.2678767374837,-1615.4464310601588,"[0.15488297286289468, 0.18376090983046148, 0.6613561173066438]",52.194891513518414,9.366928284147024,"[0, 2, 6]",0.0,6.0,"[[], [1, 22], [1, 5, 11, 21, 22, 24]]","[[], [""x52"", ""x51""], [""x52"", ""x17"", ""x4"", ""x23"", ""x51"", ""x61""]]","[{}, {""x52"": 0.23829804208718416, ""x51"": 0.06516983076897538}, {""x52"": 0.11181990159567518, ""x17"": 0.7295084563422669, ""x4"": 0.0327386709665353, ""x23"": -0.006394030886290299, ""x51"": 0.28154537169774724, ""x61"": -1.3239107451893597}]","[-1.6544125644746412, 1.1522336619481959, 0.441105757294871]",17,0.15488297286289468,240.8011155128479,blog,quantile_glm,blog_K3_poisson-zinb-zinb_L20.0_quantile_glm
nb2+nb2+zip,3,20.0,True,True,,-1734.4676859097287,3607.0904773991,3508.9353718194575,-1593.4890541737655,"[0.575354581221076, 0.3870661729941839, 0.037579245784740194]",52.98286300660908,9.708940487519653,"[7, 5, 0]",0.0,8.0,"[[1, 5, 7, 8, 11, 22, 24], [1, 5, 21, 22, 24], []]","[[""x52"", ""x17"", ""x16"", ""x1"", ""x4"", ""x51"", ""x61""], [""x52"", ""x17"", ""x23"", ""x51"", ""x61""], []]","[{""x52"": 0.244616502456114, ""x17"": 0.5544715316896734, ""x16"": 0.02362471024359769, ""x1"": 0.16705261793533158, ""x4"": 0.24547841950741206, ""x51"": 0.06792702072606963, ""x61"": -0.6093873196693722}, {""x52"": 0.21906974801179985, ""x17"": 0.022043976479917095, ""x23"": -0.08624055419607025, ""x51"": 0.05868583227356652, ""x61"": -0.7152836667076472}, {}]","[-0.20185631562249284, 1.5815777679407825, 1.584932346633151]",17,0.037579245784740194,255.95049262046814,blog,kmeans_glm,blog_K3_nb2-nb2-zip_L20.0_kmeans_glm
poisson+nb2,2,20.0,True,True,,-1758.7528917668694,3586.58333632356,3537.505783533739,-1611.201339840301,"[0.11598072019214661, 0.8840192798078533]",53.90728720147637,9.57080609643476,"[0, 6]",0.0,6.0,"[[], [1, 2, 5, 21, 22, 24]]","[[], [""x52"", ""x2"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{}, {""x52"": 0.2013192593976273, ""x2"": 0.2122381904055805, ""x17"": 0.3072729260367268, ""x23"": -0.04780752811847318, ""x51"": 0.24040091955894125, ""x61"": -0.8262112635968363}]","[-1.3226832011676783, 0.8596451593103542]",15,0.11598072019214661,158.10100746154785,blog,quantile_glm,blog_K2_poisson-nb2_L20.0_quantile_glm
zip+zinb,2,20.0,True,True,,-1758.7808784148328,3600.4548201774514,3541.5617568296657,-1611.8887072655798,"[0.12387783246356433, 0.8761221675364357]",55.01307718459309,9.67773013886055,"[0, 6]",0.0,6.0,"[[], [1, 2, 5, 21, 22, 24]]","[[], [""x52"", ""x2"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{}, {""x52"": 0.19415892813288627, ""x2"": 0.23193998101494692, ""x17"": 0.2906382816902836, ""x23"": -0.04944734609158669, ""x51"": 0.2577047260903242, ""x61"": -0.8413371976146434}]","[0.42905159087946326, 0.8384670889853492]",21,0.12387783246356433,264.7237377166748,blog,quantile_glm,blog_K2_zip-zinb_L20.0_quantile_glm
poisson+zinb,2,20.0,True,True,,-1756.504432092755,3609.7174380912597,3541.00886418551,-1610.2991353346015,"[0.1120492139964981, 0.887950786003502]",55.88820900968628,9.716562879076076,"[3, 6]",1.0,7.0,"[[13, 15, 21], [1, 2, 5, 21, 22, 24]]","[[""x14"", ""x24"", ""x23""], [""x52"", ""x2"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{""x14"": 0.006850506652211213, ""x24"": 0.011983462749287738, ""x23"": -0.16274217235409563}, {""x52"": 0.20339619337853854, ""x2"": 0.2700749965719843, ""x17"": 0.24937740872506445, ""x23"": -0.0462239758729736, ""x51"": 0.24375732113481835, ""x61"": -0.8282835554664555}]","[-0.42289601938778365, 0.8327639520289266]",17,0.1120492139964981,201.4978415966034,blog,quantile_glm,blog_K2_poisson-zinb_L20.0_quantile_glm
nb2+zinb,2,20.0,True,True,,-1743.9060971926988,3577.6130130121655,3513.8121943853976,-1596.4114673979338,"[0.8396363911813222, 0.16036360881867784]",58.4797414748963,10.290286462723957,"[7, 0]",0.0,7.0,"[[1, 2, 5, 11, 21, 22, 24], []]","[[""x52"", ""x2"", ""x17"", ""x4"", ""x23"", ""x51"", ""x61""], []]","[{""x52"": 0.19913641153326014, ""x2"": 0.2300481365287913, ""x17"": 0.2938002828412987, ""x4"": 0.09330928695752892, ""x23"": -0.013903717167868177, ""x51"": 0.241297016093642, ""x61"": -0.9097601365641597}, {}]","[0.6543691789971092, 1.82443496873584]",8,0.16036360881867784,155.180025100708,blog,kmeans_glm,blog_K2_nb2-zinb_L20.0_kmeans_glm
poisson+zinb+zinb,3,20.0,True,True,,-1722.459265608694,3790.306295166495,3544.918531217388,-1591.9621099437345,"[0.14660837654927728, 0.5029510188226227, 0.3504406046281]",59.61551407528296,10.375785538732929,"[29, 7, 5]",4.0,27.0,"[[1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 39], [1, 2, 5, 8, 11, 22, 24], [1, 5, 21, 22, 24]]","[[""x52"", ""x2"", ""x7"", ""x17"", ""x22"", ""x16"", ""x1"", ""x11"", ""x6"", ""x14"", ""x9"", ""x21"", ""x19"", ""x15"", ""x10"", ""x51"", ""x54"", ""x61"", ""x35"", ""x31"", ""x36"", ""x26"", ""x41"", ""x57"", ""x55"", ""x47"", ""x37"", ""x32"", ""x27""], [""x52"", ""x2"", ""x17"", ""x1"", ""x4"", ""x51"", ""x61""], [""x52"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{""x52"": 0.0517340843120115, ""x2"": -62.8889032443137, ""x7"": 50.752117195916625, ""x17"": 30.135749378086274, ""x22"": -32.29627246712418, ""x16"": -117.36388614147624, ""x1"": 146.4182729470702, ""x11"": -85.537136565861, ""x6"": 78.60520877524529, ""x14"": 7.688845631395501, ""x9"": -1.6667485770323514, ""x21"": -15.251791656403919, ""x19"": -0.7255344215680725, ""x15"": -20.43342782604534, ""x10"": 34.42304200035426, ""x51"": 0.005650091841166941, ""x54"": 0.003552691971214846, ""x61"": -1.2794896667598274, ""x35"": -11.574950157661926, ""x31"": 36.82886645406641, ""x36"": -13.015247105410282, ""x26"": -49.50517056919541, ""x41"": 18.94081882789522, ""x57"": 0.017450276147778773, ""x55"": 0.011658915717779442, ""x47"": 49.703602868560125, ""x37"": 2.438488131688475, ""x32"": -79.2389520228178, ""x27"": 29.966767841735404}, {""x52"": 0.36408039120014163, ""x2"": 0.19421173423911128, ""x17"": 0.2178501785356395, ""x1"": 0.03155292873075795, ""x4"": 0.2873597807364529, ""x51"": 0.09204420985013262, ""x61"": -0.5425286505257069}, {""x52"": 0.15265984148400788, ""x17"": 0.13192013003590125, ""x23"": -0.0025076160112851753, ""x51"": 0.026084346313378293, ""x61"": -0.6621212703379638}]","[-4.6838254703637485, 0.22745698212653775, 1.6039299620289715]",11,0.14660837654927728,229.94387364387512,blog,kmeans_glm,blog_K3_poisson-zinb-zinb_L20.0_kmeans_glm
poisson+zip+zinb,3,20.0,True,True,,-1748.4304850593608,3614.292809861418,3530.8609701187215,-1606.8688790308606,"[0.07234248233219913, 0.021461411671909833, 0.906196105995891]",60.13494067760876,9.958424779733607,"[0, 2, 7]",0.0,8.0,"[[], [21, 37], [1, 2, 5, 11, 21, 22, 24]]","[[], [""x23"", ""x42""], [""x52"", ""x2"", ""x17"", ""x4"", ""x23"", ""x51"", ""x61""]]","[{}, {""x23"": 0.11183527799051282, ""x42"": -0.07219555397231338}, {""x52"": 0.1949561566954767, ""x2"": 0.23448465898428586, ""x17"": 0.3324887683772517, ""x4"": 0.005739993861253347, ""x23"": -0.06252893306542986, ""x51"": 0.22585426403260817, ""x61"": -0.9411898712481479}]","[-1.095199586516033, 3.519345536810121, 0.6931180275659172]",38,0.021461411671909833,554.7937617301941,blog,quantile_glm,blog_K3_poisson-zip-zinb_L20.0_quantile_glm
poisson+nb2+zinb,3,20.0,True,True,,-1743.85754323849,3591.331415661712,3517.71508647698,-1597.5510420785617,"[0.07828409600461568, 0.08422239062787261, 0.8374935133675118]",71.62979613126797,11.703086836715448,"[0, 0, 7]",0.0,7.0,"[[], [], [1, 2, 5, 11, 21, 22, 24]]","[[], [], [""x52"", ""x2"", ""x17"", ""x4"", ""x23"", ""x51"", ""x61""]]","[{}, {}, {""x52"": 0.2865690901680702, ""x2"": 0.1255654638071649, ""x17"": 0.3465576111002786, ""x4"": 0.24719483703721945, ""x23"": -0.051527794609886074, ""x51"": 0.12622127599833302, ""x61"": -0.816316894492187}]","[-2.707390451544819, 3.2957088507342944, 0.30001908087024975]",30,0.07828409600461568,419.151309967041,blog,quantile_glm,blog_K3_poisson-nb2-zinb_L20.0_quantile_glm
poisson+nb2,2,20.0,True,True,,-1738.3773423621083,3580.3710139089485,3506.7546847242165,-1603.8418793210308,"[0.0043626396560381715, 0.9956373603439618]",71.6304883516463,10.799266966306414,"[6, 5]",2.0,7.0,"[[18, 21, 24, 37, 38, 39], [1, 5, 21, 22, 24]]","[[""x19"", ""x23"", ""x61"", ""x42"", ""x46"", ""x27""], [""x52"", ""x17"", ""x23"", ""x51"", ""x61""]]","[{""x19"": -0.07434311961478418, ""x23"": 0.0020993016528818333, ""x61"": -0.38638081066264096, ""x42"": -0.1563324353560373, ""x46"": -0.11720942711710591, ""x27"": -0.012326596996878766}, {""x52"": 0.24609302184211632, ""x17"": 0.5922706293313578, ""x23"": -0.06616879982071226, ""x51"": 0.2006269199783455, ""x61"": -0.8886623904727214}]","[4.165785354621331, 0.585935242604102]",75,0.0043626396560381715,644.8665716648102,blog,kmeans_glm,blog_K2_poisson-nb2_L20.0_kmeans_glm
nb2+nb2+zinb,3,20.0,True,True,,-1733.5582369322804,3619.0870900021678,3511.1164738645607,-1591.6061037713703,"[0.3868849567948653, 0.5659812100278235, 0.0471338331773112]",78.2208002124696,11.39293090622012,"[5, 8, 0]",0.0,9.0,"[[1, 5, 21, 22, 24], [1, 2, 5, 7, 8, 11, 22, 24], []]","[[""x52"", ""x17"", ""x23"", ""x51"", ""x61""], [""x52"", ""x2"", ""x17"", ""x16"", ""x1"", ""x4"", ""x51"", ""x61""], []]","[{""x52"": 0.1649747480070912, ""x17"": 0.1681541547429412, ""x23"": -0.037922745692521014, ""x51"": 0.09185649631088985, ""x61"": -0.7552779903095317}, {""x52"": 0.3371786857413728, ""x2"": 0.07706940397870377, ""x17"": 0.44937101543378094, ""x16"": 0.00294187281552836, ""x1"": 0.17757187658043969, ""x4"": 0.22653617083462582, ""x51"": 0.037681479266456194, ""x61"": -0.5567884598378077}, {}]","[1.5177563905522484, -0.1395511026514571, 1.3603906122802694]",15,0.0471338331773112,367.42070174217224,blog,kmeans_glm,blog_K3_nb2-nb2-zinb_L20.0_kmeans_glm
nb2+zip,2,20.0,True,True,,-1754.581961065574,3585.1492301999515,3531.163922131148,-1604.8755236557013,"[0.9676979542709396, 0.032302045729060355]",82.58293375211495,11.45722301276655,"[6, 0]",0.0,6.0,"[[1, 2, 5, 21, 22, 24], []]","[[""x52"", ""x2"", ""x17"", ""x23"", ""x51"", ""x61""], []]","[{""x52"": 0.22302226932298924, ""x2"": 0.5070667757704868, ""x17"": 0.002216122792204383, ""x23"": -0.07478801068159689, ""x51"": 0.25258776363463026, ""x61"": -0.8307352420342857}, {}]","[0.7598656898277507, 0.5703798892107333]",23,0.032302045729060355,133.72377038002014,blog,kmeans_glm,blog_K2_nb2-zip_L20.0_kmeans_glm
poisson+nb2+nb2,3,20.0,True,True,,-1739.853162250078,3590.23040896387,3511.706324500156,-1597.9832967171897,"[0.08329963514101006, 0.11614696732286493, 0.800553397536125]",83.43085455755386,11.968069756919947,"[0, 1, 8]",0.0,8.0,"[[], [24], [1, 2, 5, 8, 11, 21, 22, 24]]","[[], [""x61""], [""x52"", ""x2"", ""x17"", ""x1"", ""x4"", ""x23"", ""x51"", ""x61""]]","[{}, {""x61"": -0.42876187492237294}, {""x52"": 0.3231922938374631, ""x2"": 0.06775645418435995, ""x17"": 0.42087182704039316, ""x1"": 0.023440635307910726, ""x4"": 0.28773449300524884, ""x23"": -0.016241027213138762, ""x51"": 0.10956408608087588, ""x61"": -0.7597914558344431}]","[-2.4553314561280195, 2.8058019410668056, 0.08552773117567641]",27,0.08329963514101006,298.4179756641388,blog,quantile_glm,blog_K3_poisson-nb2-nb2_L20.0_quantile_glm
