dataset,families,K,lambda,nonidentical,splits_observed,bic_wins,mean_delta_bic,median_delta_bic,max_delta_bic,mean_test_loglik_per_obs,mean_test_rmse,mean_test_mae,mean_rmse_skill,mean_mae_skill,finite_prediction_rate,stable_prediction_rate,median_min_pi
bird_counts,nb2+zip,2,50.0,True,3,0,2553.3944839989467,2523.075596305891,2775.1444480234495,-2.645769257262159,1602.8550382828535,183.64373472645408,0.24694565029644822,0.22740225113164095,1.0,1.0,0.22105317695262655
bird_counts,poisson+poisson+zinb,3,0.0,True,3,0,2557.332702275111,2362.6948953506217,2972.021578525084,-2.6625342167679893,1634.2615572139264,191.82150090630037,0.23137325732597203,0.19278180821405586,1.0,1.0,0.14974616253799655
bird_counts,zip+zinb,2,2.0,True,3,0,2566.1543271809132,2540.3423553875255,2728.806410467507,-2.645208579374757,1629.723048663295,191.02173382701463,0.2335800940942754,0.19611830149357623,1.0,1.0,0.22495193793305215
bird_counts,poisson+zinb,2,0.0,True,3,0,2568.345051018359,2508.1680423611106,2808.9275837180758,-2.6737660739841598,1633.9306340917562,191.180562697966,0.23148646243182738,0.19552378508579057,1.0,1.0,0.40837101235541695
bird_counts,zip+zinb,2,5.0,True,3,0,2569.2444609576996,2546.2740283646053,2738.0217682999355,-2.6480898747054233,1616.371988440037,189.67214678370692,0.23979362433643303,0.20198523013622838,1.0,1.0,0.40463953422773863
bird_counts,poisson+nb2,2,10.0,True,3,0,2570.2148478381787,2569.193038625257,2676.750567072071,-2.647607938636043,1622.494853828505,190.16228077896514,0.23688495265717754,0.19954790251515966,1.0,1.0,0.39022435873400935
bird_counts,poisson+poisson+zinb,3,50.0,True,3,0,2572.7801187965865,2557.0594545217173,2777.312241350606,-2.6392591695305243,1603.179337573485,184.57186506475918,0.24642240674993132,0.2233661212547132,1.0,1.0,0.11803034650361703
bird_counts,poisson+zip+zinb,3,2.0,True,3,0,2573.4751641416733,2531.3412869679596,2890.4843112670205,-2.645938644074408,1625.3643812299845,191.14384178855573,0.23595029527285186,0.19575692658901664,1.0,1.0,0.16198530821402626
bird_counts,zip+zinb,2,0.0,True,3,0,2576.789707447681,2529.6979732734326,2723.885819720541,-2.671910259150747,1621.566976014409,190.71246798891005,0.2373048737523713,0.19761975866171344,1.0,1.0,0.403057291179042
bird_counts,poisson+nb2+zip,3,10.0,True,3,0,2577.2683841522376,2575.0048790875444,2691.864793189452,-2.636667263156521,1622.1359350390824,189.14992043214457,0.23666979367117516,0.20361620442156148,1.0,1.0,0.0839262336503088
bird_counts,poisson+nb2,2,0.0,True,3,0,2580.3695038178994,2676.4744631145877,2689.8772955169625,-2.6759669117518743,1631.6333324300278,190.98230294616675,0.23235618598511698,0.19617937261210305,1.0,1.0,0.40930823112354037
bird_counts,poisson+zip+zinb,3,5.0,True,3,0,2587.4051505724588,2531.309263476447,2972.9126008488893,-2.642778869626408,1615.3366194045332,188.6683067184293,0.2403413481799518,0.2059922785085553,1.0,1.0,0.1545284116585975
bird_counts,poisson+nb2+zip,3,2.0,True,3,0,2592.612699146795,2519.388454698623,2930.649527074289,-2.643375726183981,1621.1791853505094,190.1835304760273,0.2375602460782769,0.1993905666758755,1.0,1.0,0.15673753831978002
bird_counts,zip+zinb,2,25.0,True,3,0,2596.173040061983,2564.9881820214723,2760.056190277668,-2.651920816953415,1597.3242828684724,185.88571233461144,0.24868975819927067,0.21742425242841165,1.0,1.0,0.41689378439101327
bird_counts,poisson+nb2,2,2.0,True,3,0,2597.958740727971,2657.6143701543842,2697.5909386037674,-2.6500158455821174,1643.3157611948116,191.14760351451628,0.22748233698910894,0.19578909727642566,1.0,1.0,0.3999435783575014
bird_counts,poisson+poisson+nb2,3,10.0,True,3,0,2601.977072766839,2575.3932626862297,2977.706693875887,-2.6345664214271163,1609.9804470765387,188.85013249693762,0.2435023567026177,0.20549133569608224,1.0,1.0,0.17089063549418906
bird_counts,nb2+zip+zip,3,0.0,True,3,0,2604.0438227099608,2669.0838392211735,2693.8987421239435,-2.6576510590167515,1623.528938779332,190.19507352041322,0.23636097607578532,0.19904778619975186,1.0,1.0,0.1455016284452551
bird_counts,nb2+zip,2,5.0,True,3,0,2604.4521736390284,2626.345215254485,2655.7559532057785,-2.6504141027536954,1639.1233443503995,192.0192293667477,0.22882338554277773,0.19156742607903499,1.0,1.0,0.16189713392416458
bird_counts,poisson+zinb,2,25.0,True,3,0,2606.027403267273,2537.23609173391,2824.067361781912,-2.6483103428347645,1608.392279314452,187.92468141868872,0.24341889953019924,0.20869648728291537,1.0,1.0,0.3997670054625296
bird_counts,zip+zinb,2,10.0,True,3,0,2606.284415884135,2552.144992920017,2829.9118059580287,-2.650946975044832,1608.3445536954441,188.58044551929768,0.24378878104229962,0.2065923449607415,1.0,1.0,0.41327904471109056
bird_counts,poisson+nb2,2,25.0,True,3,0,2622.0743608161843,2550.844285768384,2858.3287697604537,-2.653830928390831,1608.090116746007,187.67942466029186,0.2435615605359989,0.2098053357849444,1.0,1.0,0.4107097095029011
bird_counts,nb2+nb2+zip,3,100.0,True,3,0,2623.021891946589,2604.646879103864,3009.7681697375374,-2.6421005688463564,1696.8358401145435,184.47469794922975,0.2041778613502779,0.22239332384372304,1.0,1.0,0.2663719684392723
bird_counts,poisson+nb2+zip,3,25.0,True,3,0,2623.2125228601435,2382.6434165164683,3147.07393532453,-2.6395570398144486,1606.0211680113,188.44222284896202,0.24551720941099864,0.20699697842354,1.0,1.0,0.19666644766929642
bird_counts,nb2+zip,2,2.0,True,3,0,2629.788356077496,2645.4274787212053,2720.8134855850076,-2.6538602578335824,1642.2575211846827,191.96256366412956,0.22718358290906304,0.19157651859181932,1.0,1.0,0.41626807826361273
bird_counts,nb2+zip,2,0.0,True,3,0,2634.111838417239,2617.111914481997,2769.2125899004022,-2.6789074412991987,1633.7056420314264,191.01950596943735,0.23196828824713364,0.19644342241480472,1.0,1.0,0.40916573348394314
bird_counts,poisson+poisson+nb2,3,0.0,True,3,0,2635.9732298413487,2583.635803664147,2996.7948410867684,-2.66367602119834,1628.6034614100492,191.45010657783914,0.2342124371186788,0.19409893713023238,1.0,1.0,0.15762771531700412
bird_counts,zip+zip+zinb,3,5.0,True,3,0,2640.275750839804,2576.3231638708094,2982.797203917362,-2.6445376038218598,1604.8462369008232,188.43953159733994,0.24512674591603634,0.20671258802784523,1.0,1.0,0.15445502997010926
bird_counts,zip+zip+zinb,3,10.0,True,3,0,2644.0920154169894,2592.879797823938,2949.234143852729,-2.642413449520386,1599.1704597739401,186.75309632258555,0.24781994869776536,0.2140126896359271,1.0,1.0,0.15441359545135638
bird_counts,poisson+zinb,2,50.0,True,3,0,2655.587407353288,2635.224000927221,2806.9232594028945,-2.64275148500151,1603.705373792206,183.97552328460674,0.24617868692471498,0.2259371910742185,1.0,1.0,0.25192687820376114
bird_counts,zip+zip+zinb,3,0.0,True,3,0,2677.0591902806386,2566.36357045966,3077.1980527589403,-2.6646636738370315,1606.4517666973068,189.5055356299788,0.24447867773526646,0.20207471561137538,1.0,1.0,0.1496652684356111
bird_counts,zinb+zinb+zinb,3,100.0,False,3,0,2692.633123958003,2632.271964471045,2947.004259588197,-2.633213696274012,1854.98030118873,195.16976081962437,0.13373589442285083,0.17879925540568456,1.0,1.0,0.05237648879675144
bird_counts,nb2+zip+zip,3,50.0,True,3,0,2712.235232990332,2629.307177452589,2909.4543741311063,-2.6375626703851895,1616.8124783529122,183.23286110221912,0.23918117032819808,0.22942492458390104,1.0,1.0,0.16077324605694474
bird_counts,nb2+zip+zip,3,2.0,True,3,0,2736.006598071588,2686.608537884691,2912.9406659019514,-2.637629114629452,1619.0481533385555,190.7991341409011,0.23834377655465053,0.19669734187597465,1.0,1.0,0.1310203451573009
bird_counts,zip+zip+zinb,3,50.0,True,3,0,2744.6853547630453,2513.6234659000984,3448.9626636127796,-2.645283097151234,1618.0222822442945,183.8581916803033,0.2384876347558291,0.22644182450530106,1.0,1.0,0.1273672982708815
bird_counts,poisson+zinb+zinb,3,100.0,True,3,0,2749.0731110275324,2470.264984085181,3366.067759984704,-2.651605748605459,1697.1786454159367,192.78373238023752,0.20003964738176938,0.1888022983300052,1.0,1.0,0.07337160903550174
bird_counts,zinb+zinb,2,100.0,False,3,0,2775.4121566646886,2743.538193248889,2965.0378220380953,-2.6373375470737295,1713.302589193594,188.44129860869748,0.195919490347409,0.20770658810495,1.0,1.0,0.08306825209802814
bird_counts,nb2+zinb+zinb,3,100.0,True,3,0,2780.9808949649064,2699.1035829729008,3210.1386202731155,-2.6403008772095418,1769.4064996564819,191.32777815148248,0.17288098789177472,0.19611072495319803,1.0,1.0,0.0975841816540765
bird_counts,zip+zinb+zinb,3,100.0,True,3,0,2862.685142822969,2722.42167474296,3324.149615160226,-2.6557677514163385,1598.418720417845,187.1183019592122,0.24935578343954926,0.21341484620505466,1.0,1.0,0.10246985641968079
bird_counts,nb2+nb2,2,100.0,False,3,0,2867.411043509899,2875.2308971811362,2931.760618784094,-2.642273731064936,1707.6683779350371,190.01724688903764,0.19864322727671566,0.20149857347194275,1.0,1.0,0.15508039737207774
bird_counts,nb2+zinb,2,100.0,True,3,0,2977.3487344036694,3015.5356123103556,3362.075145453826,-2.645204003636284,1712.6580341135634,191.28222012625054,0.19575225833334753,0.19515298575659368,1.0,1.0,0.09587843147291077
bird_counts,poisson+nb2+zip,3,100.0,True,3,0,3014.2101639458465,2957.4157878560145,3357.935282737817,-2.668295106357752,1607.6749456110456,185.24494028824517,0.24418810120685597,0.22082110548632894,1.0,1.0,0.1620500604493763
bird_counts,poisson+zip+zinb,3,100.0,True,3,0,3059.2508310153353,2940.9410406686366,3345.9617700403396,-2.665133055515548,1607.561450577822,183.90080956883654,0.2445194882031215,0.22653953898629045,1.0,1.0,0.15428502682258144
bird_counts,poisson+poisson+nb2,3,100.0,True,3,0,3121.537006756565,3187.679529975292,3441.916278611061,-2.674493590857267,1604.095625618572,186.87017453220292,0.2464710048460804,0.21365410431121554,1.0,1.0,0.1662799471702279
bird_counts,zip+zip+zinb,3,100.0,True,3,0,3131.722960337984,3104.543977514717,3491.167317841624,-2.6753286271009773,1594.6884917754603,183.30911430257848,0.25074185057514786,0.22819351358680087,1.0,1.0,0.13297478255760745
bird_counts,zip+zinb,2,100.0,True,3,0,3137.4900026579367,3137.1818362341,3332.684248003454,-2.678688007345016,1599.2746918742503,182.97171680800193,0.2487325706910649,0.22994461116381945,1.0,1.0,0.3853365194337364
bird_counts,nb2+nb2+zinb,3,100.0,True,3,0,3160.292471802774,3170.4995651128556,3235.849648134332,-2.6521942028207834,1712.848318216146,193.29117114512744,0.19614174625860803,0.18640486468735784,1.0,1.0,0.042142676813288524
bird_counts,poisson+nb2,2,100.0,True,3,0,3162.298224709671,3103.6025929319876,3412.2529113247583,-2.683310268767269,1597.677501754566,184.56755370572284,0.24906955813269374,0.22293853340456482,1.0,1.0,0.4154670500546771
bird_counts,nb2+zip,2,100.0,True,3,0,3221.7301505500313,3314.2603994785823,3416.529497162439,-2.6742211227557715,1627.3478195273385,182.9134434784263,0.23576539551216347,0.2302936892532442,1.0,1.0,0.1986787323565094
bird_counts,poisson+poisson+zinb,3,100.0,True,3,0,3226.782305427041,3290.666086676458,3515.2750809020363,-2.673393560506815,1654.6230038141603,184.38701466505438,0.21939518362832014,0.22366379154598381,1.0,1.0,0.07168807345147966
bird_counts,nb2,1,0.0,False,3,0,3232.0728854006907,3301.57663219962,3304.840675910593,-2.700670115488109,1656.335979187095,195.1295125714805,0.22029996196247617,0.17838232132240803,1.0,1.0,1.0
bird_counts,poisson+zinb,2,100.0,True,3,0,3235.4199844468967,3171.7022870134824,3438.511332066875,-2.6777036226789073,1610.5318228875196,182.5826380226882,0.24322594781266535,0.23177293326198858,1.0,1.0,0.3079766818668407
bird_counts,nb2,1,2.0,False,3,0,3236.08828920035,3305.24725387973,3309.423336508633,-2.6802093093699972,1651.4614264686024,194.2624602672166,0.2226627620018344,0.1820501603345459,1.0,1.0,1.0
bird_counts,zinb,1,0.0,False,3,0,3241.462131344437,3310.967957624729,3314.2290785598016,-2.700665193942981,1656.676372018747,195.220497818516,0.2201218937095233,0.17796968722067175,1.0,1.0,1.0
bird_counts,nb2,1,5.0,False,3,0,3241.715730887692,3310.552464372333,3315.540272065875,-2.678638627441657,1643.2798605315609,192.80301836032754,0.22669498491684228,0.18831846553656906,1.0,1.0,1.0
bird_counts,zinb,1,2.0,False,3,0,3244.2803484783603,3314.577915778449,3315.0477849997187,-2.6819925439142267,1650.2028612371423,194.2063144064274,0.22328987804378062,0.18232199978650274,1.0,1.0,1.0
bird_counts,zinb,1,5.0,False,3,0,3251.2076143936115,3319.842193432698,3325.2311508233543,-2.6786543482242067,1642.0896768944006,192.79338243590314,0.2272446563109527,0.18834376902779992,1.0,1.0,1.0
bird_counts,nb2,1,10.0,False,3,0,3252.4828858068627,3321.323383691808,3327.0357425190814,-2.677531547025042,1633.4268311772692,190.84722683444144,0.2315391030387894,0.19671474189601157,1.0,1.0,1.0
bird_counts,zinb,1,10.0,False,3,0,3261.7779711296657,3329.862410947113,3336.7356778946123,-2.6775500694484613,1632.5109009828227,190.7471805667195,0.23197319430780158,0.19715024065942688,1.0,1.0,1.0
bird_counts,nb2+zip+zip,3,100.0,True,3,0,3273.073554874136,3208.951055205296,3555.8375755704983,-2.6729813962947966,1607.2251970121135,182.9976496923194,0.24490916725957876,0.23049656966067159,1.0,1.0,0.15559580316415725
bird_counts,nb2,1,25.0,False,3,0,3294.090881730362,3362.978663441223,3370.8071690277793,-2.676973514976064,1615.9823439430795,186.48689747241028,0.24029286740013953,0.21540819253587995,1.0,1.0,1.0
bird_counts,zinb,1,25.0,False,3,0,3302.8969065814745,3372.979404460537,3378.297193584105,-2.6769489242366356,1616.0829963089043,186.52777586437492,0.24025088706292727,0.2152345146536412,1.0,1.0,1.0
bird_counts,nb2+nb2+nb2,3,100.0,False,3,0,3318.5579281661026,3151.3717107335397,3663.6386426866666,-2.6586438996861026,1737.5468094614062,192.5483480717426,0.18327164157844655,0.19004552231550123,1.0,1.0,0.04661232867350972
bird_counts,nb2,1,50.0,False,3,0,3394.51279840029,3469.0296302487404,3473.146725468381,-2.6789198132556553,1620.0063587127913,182.7081673321035,0.23889817433199814,0.23162014684322355,1.0,1.0,1.0
bird_counts,zinb,1,50.0,False,3,0,3402.970156740043,3474.6701614370686,3483.477035149088,-2.6788963220788644,1620.177252419644,182.750945381459,0.23882597581612727,0.2314240833950795,1.0,1.0,1.0
bird_counts,nb2,1,100.0,False,3,0,3817.397402872028,3910.7458215626684,3952.3869912439477,-2.6932340938939476,1675.5753266484724,181.13478028662988,0.21306326002090492,0.23822304856687293,1.0,1.0,1.0
bird_counts,zinb,1,100.0,False,3,0,3857.2244075999865,3915.1693491930782,4036.1157308418624,-2.6944571918360496,1674.8077677113754,181.28663696298216,0.2134523030574168,0.23752059201732748,1.0,1.0,1.0
bird_counts,poisson+nb2+zinb,3,250.0,True,3,0,4081.998304041675,4191.265445486613,4480.62781775945,-2.7077225261417337,1701.8382868365434,189.69280289656976,0.19667689383536582,0.20124527961722827,1.0,1.0,0.09077748854508184
bird_counts,zip+zinb,2,250.0,True,3,0,4351.587146305265,4470.9072677231015,4649.5717409230565,-2.7293523488795213,1624.3440194237867,185.72731375391768,0.23784888082362513,0.2185072277545703,1.0,1.0,0.45663088630286314
bird_counts,poisson+nb2,2,250.0,True,3,0,4504.231600685128,4492.10197405456,4836.715369488491,-2.7364068813239295,1614.4152466579842,189.30105633064727,0.24163640008666668,0.20266178048884312,1.0,1.0,0.4892348771892376
bird_counts,poisson+zinb,2,250.0,True,3,0,4564.816675010069,4573.7833457336965,4580.724690539515,-2.740440650097168,1638.5500280780864,189.42756904244405,0.2299372215006322,0.20228178050194723,1.0,1.0,0.4329445513493819
bird_counts,nb2+nb2+zinb,3,250.0,True,3,0,4661.3130423309485,4706.742174357714,4772.279194072093,-2.7208174963316227,1853.151262399915,194.76763207122985,0.1292786883703656,0.17972349460986636,1.0,1.0,0.09312869825502477
bird_counts,nb2+zinb,2,250.0,True,3,0,4690.0457489161345,4662.953931306591,4811.7702980050235,-2.722557978682959,1844.2997770755292,195.78795400706167,0.1334388527393712,0.17547004511397335,1.0,1.0,0.487065090875718
bird_counts,zinb+zinb,2,250.0,False,3,0,4692.418823020402,4660.622163557855,4815.793119215086,-2.7222298519852295,1845.2970379074784,196.392166522047,0.13296964523678104,0.1729962642442321,1.0,1.0,0.4927411823646903
bird_counts,nb2+zip,2,250.0,True,3,0,4768.509008307068,4396.939873463969,5601.6321677407395,-2.737637457334223,1783.3709891782644,192.1298337184982,0.16003409822693368,0.19021065619153688,1.0,1.0,0.19506678563038107
bird_counts,nb2+zinb+zinb,3,250.0,True,3,0,4851.681631002163,4933.0946770458395,4960.617336156865,-2.7294611412369165,1854.4403625319994,196.48545166791678,0.12855540866471785,0.17225832996028967,1.0,1.0,0.10257256481711678
bird_counts,zinb+zinb+zinb,3,250.0,False,3,0,4851.68841765479,4930.836715613463,4959.697079613019,-2.7284481767134086,1857.2091172156722,195.87829508603826,0.12728832246657015,0.1751094757259244,1.0,1.0,0.10498376193908673
bird_counts,nb2+nb2,2,250.0,False,3,0,4856.899525866374,4837.0809572865255,4977.995149896058,-2.7307161439050893,1846.3486753637735,201.64969538459454,0.13246405096130284,0.15098434543265013,1.0,1.0,0.46772290063898175
bird_counts,poisson+poisson+zinb,3,250.0,True,3,0,4966.991913229324,4814.539737013052,5521.077565402025,-2.7473348876350663,1717.4421773719196,196.8662156174455,0.18766836951546484,0.17081172042734238,1.0,1.0,0.09842378047509402
bird_counts,nb2+zip+zinb,3,250.0,True,3,0,4969.3375447202025,5319.9148052057135,5428.555315824618,-2.744286062744568,1851.8077522171852,198.35376129003757,0.12716523848351866,0.1621343223301562,1.0,1.0,0.2000383114449601
bird_counts,poisson+nb2+nb2,3,250.0,True,3,0,5028.927471271342,5208.798725511675,5359.709043991912,-2.7550061434773756,1724.1513412485822,193.31476926350493,0.18586175036592067,0.1852940191313678,1.0,1.0,0.12825532251324887
bird_counts,poisson+poisson+nb2,3,250.0,True,3,0,5040.210771040419,5009.381478674826,5118.645510063725,-2.757656266905798,1625.1339185066254,193.3161030721467,0.2368186770957634,0.18463641625328617,1.0,1.0,0.08436922020839198
bird_counts,poisson+zinb+zinb,3,250.0,True,3,0,5085.157364390218,5386.267514048508,5442.035988095857,-2.755361920781869,1719.2508144620704,193.0063162704602,0.18809135740891436,0.1864501518857822,1.0,1.0,0.1176388239282358
bird_counts,poisson+zip+zinb,3,250.0,True,3,0,5216.817987831503,5191.109298034149,5359.276345011211,-2.7623369227445735,1654.1729099390814,195.55567281764434,0.22306896019844044,0.17686501775396282,1.0,1.0,0.1805638810366883
bird_counts,zinb,1,250.0,False,3,0,5255.433720619699,5320.629747883591,5338.706988531267,-2.7531072610767215,1859.9822707208575,199.2447508716308,0.12602811212601997,0.16116331528054348,1.0,1.0,1.0
bird_counts,nb2,1,250.0,False,3,0,5256.270736453589,5312.261644242739,5329.054380687259,-2.7534424752678692,1857.943800941972,199.1197937764093,0.1269375563065767,0.16165667752611687,1.0,1.0,1.0
bird_counts,zip+zinb+zinb,3,250.0,True,3,0,5257.100813579445,5374.503835417345,5385.2316042811435,-2.75691725682236,1809.7631353818572,197.12983540331547,0.14694335541937417,0.16824256076310018,1.0,1.0,0.09023901747620584
bird_counts,nb2+nb2+nb2,3,250.0,False,3,0,5303.908496190129,5296.254148372871,5458.830097379701,-2.749559090730214,1876.3281329212732,201.66722766506732,0.11824715983953456,0.1500907109201345,1.0,1.0,0.11089793645544306
bird_counts,zip+zip+zinb,3,250.0,True,3,0,5334.976574048691,5207.531989336319,5879.652450020978,-2.7620141113734697,1710.0196720977813,198.14515775316772,0.1974201211498181,0.16336966897082575,1.0,1.0,0.12302111791305659
bird_counts,nb2+zip+zip,3,250.0,True,3,0,5412.479266955551,5681.166522873857,5706.280516122904,-2.7515777649985282,1768.2988595371735,196.84910286404525,0.16579711187662183,0.16927270224062516,1.0,1.0,0.07149042806632809
bird_counts,poisson+nb2+zip,3,250.0,True,3,0,5436.475790155193,5339.640146491773,5740.317167885427,-2.7624159397662633,1668.3821364185021,196.4713444118837,0.2161985014700938,0.17304866627147142,1.0,1.0,0.21109362271704327
bird_counts,nb2+nb2+zip,3,250.0,True,3,0,5949.524238708444,5576.037977220476,7064.869025441774,-2.776839874682489,1875.872451063863,213.9640040509154,0.11857071612827759,0.09448090994320757,1.0,1.0,0.08362094423143629
bird_counts,poisson+zinb+zinb,3,500.0,True,3,0,7760.897790823107,7590.751963589559,8260.90606123631,-2.878246425459586,1825.9948011130443,276.7729326204067,0.13652281713115788,-0.17114081919047788,1.0,1.0,0.1914534392658605
bird_counts,poisson+nb2+nb2,3,500.0,True,3,0,7770.827400083978,7653.397137414344,8265.225423737807,-2.8716815554797104,1805.0703240623427,274.0863100956251,0.14732049679809567,-0.15908754263704203,1.0,1.0,0.21918641428066865
bird_counts,nb2+zip,2,500.0,True,3,0,7871.405782203248,7759.094951950858,8115.647821964405,-2.877153015053184,1957.0576300905902,258.8777799036236,0.0803453937132796,-0.09231506961484308,1.0,1.0,0.45393720648169866
bird_counts,zip+zinb,2,500.0,True,3,0,7932.245233840828,8244.791200887383,8291.699020013926,-2.8719588969139394,1942.054173976323,250.52342673975696,0.09017965484732715,-0.055872312824871484,1.0,1.0,0.2179116494035188
bird_counts,poisson+zinb,2,500.0,True,3,0,7979.778182168608,7968.727856270067,8054.047224147129,-2.8829085629001594,1990.285827954119,275.4800340678005,0.0648248044585038,-0.16407489198927547,1.0,1.0,0.09668348041052542
bird_counts,poisson+nb2+zinb,3,500.0,True,3,0,8096.241778179887,8191.540165823171,8595.939765746793,-2.883759390266352,1928.6210827761952,284.23695483031946,0.08902638381866135,-0.20544858363752824,1.0,1.0,0.1784086587655299
bird_counts,poisson+nb2,2,500.0,True,3,0,8110.746375946149,8137.187997370784,8201.03604774893,-2.8844973973356978,1998.6868394202281,272.8517052128687,0.05936810899767394,-0.15350981064882516,1.0,1.0,0.0844123480162712
bird_counts,zinb,1,500.0,False,3,0,8114.886659404922,8128.855295207715,8181.994186675336,-2.8780182919961006,2014.7702342001146,261.05820149718727,0.052581402759643216,-0.10272965494703896,1.0,1.0,1.0
bird_counts,nb2+zinb,2,500.0,True,3,0,8146.865730165533,8081.445484435171,8305.523834477033,-2.8800461723271202,2009.0276772587542,262.96894133352924,0.05464553600573222,-0.1116962475024826,1.0,1.0,0.4564408498758164
bird_counts,nb2,1,500.0,False,3,0,8154.673165983598,8173.581134891763,8178.785834006107,-2.8800586836553017,2016.4072839660728,262.8859339954207,0.05186926810401268,-0.1095892563304599,1.0,1.0,1.0
bird_counts,zinb+zinb,2,500.0,False,3,0,8187.229992617465,8143.301646432999,8303.572484291493,-2.880861669257163,1999.84001853874,261.3729062483781,0.05964273007925536,-0.10368595478470859,1.0,1.0,0.45369447610679725
bird_counts,zip+zip+zinb,3,500.0,True,3,0,8291.93326976618,8339.637180732112,8436.18012021012,-2.878183340885846,2022.5660225290248,266.210003909882,0.04898426330327599,-0.12536696451463789,1.0,1.0,0.02829442713864049
bird_counts,zip+zinb+zinb,3,500.0,True,3,0,8297.67271995851,8327.963490390743,8472.638428166378,-2.891764855073081,1997.0130074859037,295.26020899973514,0.060268515201058026,-0.2465419407546232,1.0,1.0,0.19408755167376537
bird_counts,poisson+poisson+zinb,3,500.0,True,3,0,8349.629879531325,8348.54113517706,8379.480207486267,-2.880613511733951,2013.4340220933846,260.94829627650466,0.05321372895868204,-0.10131166122869113,1.0,1.0,0.0013695353639341479
bird_counts,poisson+zip+zinb,3,500.0,True,3,0,8366.535020935169,8393.24000620567,8468.986504766726,-2.8818062506389217,1992.5032813630285,264.95296840173444,0.06406779258528512,-0.11938037157008674,1.0,1.0,0.01120643217258967
bird_counts,nb2+zip+zip,3,500.0,True,3,0,8367.241634152626,8352.869171222948,8477.929824337,-2.879297947687346,2010.4958954487327,258.96391949444086,0.0545457461315522,-0.09278648613660012,1.0,1.0,0.026592264173952808
bird_counts,poisson+poisson+nb2,3,500.0,True,3,0,8391.731665557445,8350.466414708586,8520.190360201173,-2.8814839225962796,2014.0406623425267,261.5070075736049,0.052930520136885074,-0.1036641613162345,1.0,1.0,0.0034668135008781094
bird_counts,nb2+nb2,2,500.0,False,3,0,8427.225207113137,8412.561161374819,8485.74613688144,-2.8918959835225126,2070.0953258047516,313.03740183074416,0.02703999068153699,-0.32142507410912086,1.0,1.0,0.4718329725775183
bird_counts,poisson+nb2+zip,3,500.0,True,3,0,8468.550272787548,8538.661521456714,8570.500618914462,-2.881505831022723,2006.4115160570025,261.04813842551505,0.05661084242586819,-0.10220216723191473,1.0,1.0,0.008855789665225959
bird_counts,nb2+nb2+zinb,3,500.0,True,3,0,8523.47752849175,8549.883887870528,8556.59640683471,-2.893313501080652,2048.979808968646,288.993898173902,0.03650244033090174,-0.22079845943290133,1.0,1.0,0.19803474787986466
bird_counts,nb2+zip+zinb,3,500.0,True,3,0,8563.417843203608,8533.92290298664,8700.241747733307,-2.8947855844277885,2045.6065791580174,302.6864446611684,0.03837047952925717,-0.2797950046363831,1.0,1.0,0.09469797989611656
bird_counts,zinb+zinb+zinb,3,500.0,False,3,0,8588.352806808014,8601.428075209798,8610.252868552605,-2.895249925514966,2049.360803469263,295.10667621035117,0.03623255403113953,-0.24727809568639403,1.0,1.0,0.21027449618259614
bird_counts,nb2+zinb+zinb,3,500.0,True,3,0,8624.54448009991,8630.371704328558,8639.920017590412,-2.8966970682118824,2053.429000977923,292.8926807666036,0.034446392704169194,-0.23748135929803485,1.0,1.0,0.20879517200635203
bird_counts,nb2+nb2+zip,3,500.0,True,3,0,8659.516505922671,8666.645889158448,8672.255718173037,-2.89468374100729,2063.552633834844,310.04043119529865,0.02923528871942201,-0.3111588178236478,1.0,1.0,0.12383618297256613
bird_counts,nb2+nb2+nb2,3,500.0,False,3,0,8671.026544341885,8681.463183583168,8723.857143532266,-2.899760234186323,2056.2053036937064,299.87367172102745,0.033004920159135,-0.26741347569875823,1.0,1.0,0.21654892734283815
bird_counts,poisson+nb2+zinb,3,1000.0,True,3,0,8863.160843229465,8862.342341300391,8883.477459899339,-2.906871333615969,2100.307273841178,334.42938961092887,0.012113426071542532,-0.41404536679770326,1.0,1.0,0.012808023640880994
bird_counts,poisson+nb2+nb2,3,1000.0,True,3,0,8876.921579135605,8878.353412360826,8889.32746602528,-2.9067130776660317,2096.396511812391,334.484211090368,0.013895298553373495,-0.41431810772276784,1.0,1.0,0.011095387228415262
bird_counts,poisson+zinb+zinb,3,1000.0,True,3,0,8889.140057338062,8875.595918416948,8921.14138146583,-2.906993324614362,2098.678233181767,334.86243944600386,0.012797431268717685,-0.41654111215542095,1.0,1.0,0.011482081008090743
bird_counts,zip+zinb+zinb,3,1000.0,True,3,0,8895.456911673968,8886.285209366615,8914.609921075418,-2.907810963023134,2096.4962971253076,334.3508745308123,0.01388821141281075,-0.41441905017847525,1.0,1.0,0.11470272463920272
bird_counts,nb2+zip+zinb,3,1000.0,True,3,0,8899.416801907277,8887.583201697475,8939.279994798184,-2.90788146397577,2094.802390669494,333.3930258574242,0.014840010522863323,-0.4097400043931351,1.0,1.0,0.10607563694998061
bird_counts,nb2+nb2+zip,3,1000.0,True,3,0,8940.29412869233,8941.569786736713,8968.959004125863,-2.90779545040167,2100.185731293699,336.4795726092482,0.012026489618858993,-0.4234800286733491,1.0,1.0,0.11568821178737149
bird_counts,nb2+nb2+nb2,3,1000.0,False,3,0,8985.894009163278,9022.027920754917,9026.435641415403,-2.914683736149069,2098.1628430242454,333.0653908052351,0.013194573949926477,-0.40807081120603045,1.0,1.0,0.23302138082391466
