dataset,families,K,lambda,nonidentical,splits_observed,bic_wins,mean_delta_bic,median_delta_bic,max_delta_bic,mean_test_loglik_per_obs,mean_test_rmse,mean_test_mae,mean_rmse_skill,mean_mae_skill,finite_prediction_rate,stable_prediction_rate,median_min_pi
bird_counts,nb2+nb2,2,10.0,False,3,0,542.5242725075854,513.7853522115547,765.6513052009759,-2.5634243156142635,inf,3.488912746819254e+203,-inf,-1.5647652341205148e+201,1.0,0.0,0.3524405894605614
bird_counts,nb2+nb2+nb2,3,25.0,False,3,0,596.9510464803146,403.6931856539377,1131.768351157516,-2.5488207791626736,1586.570553790807,185.60697572614285,0.2538260627505925,0.21813843636691876,1.0,1.0,0.10873094038080817
bird_counts,nb2+zinb,2,10.0,True,3,0,600.3197783038364,525.7410100769412,839.3549500074296,-2.566357612753304,2.6458260403171943e+131,1.7843444588327823e+130,-1.3863521453467067e+128,-8.018433051285963e+127,1.0,0.0,0.3412248189330786
bird_counts,nb2+zinb+zinb,3,50.0,True,3,0,611.9564120795645,507.74969347282604,878.116949247793,-2.5490953121842668,1706.7018630850823,183.33137097801833,0.19883021443120344,0.22909411826225834,1.0,1.0,0.19381495248632533
bird_counts,nb2+nb2+zinb,3,0.0,True,3,0,635.1178305254167,605.537691856036,853.0512059402099,-2.5727344879674447,inf,4.271534583313078e+300,-inf,-1.7627226389638472e+298,1.0,0.0,0.1268975788641899
bird_counts,nb2+zinb+zinb,3,0.0,True,3,0,664.3435257716847,611.1363114107298,832.3377752516171,-2.5748409151865927,inf,3.961372324416626e+300,-inf,-1.6301691487998506e+298,1.0,0.0,0.1192022407242744
bird_counts,zinb+zinb+zinb,3,0.0,False,3,0,726.9777832693144,631.5494622340047,1028.1586722746288,-2.5694477051989772,inf,7.219222302551368e+300,-inf,-3.2436370859950933e+298,1.0,0.0,0.1693193623819794
bird_counts,nb2+nb2+nb2,3,0.0,False,3,0,761.7517988083855,634.9468008743934,1219.7916892327848,-2.5712437445580996,inf,1.3691987865374792e+301,-inf,-5.995386125710048e+298,1.0,0.0,0.12712575809546084
bird_counts,zinb+zinb+zinb,3,50.0,False,3,0,818.1748228251769,440.3919812403183,1690.751107686563,-2.5648671435996024,inf,2.2591407826622966e+164,-inf,-1.0152058381741527e+162,1.0,0.6666666666666666,0.19160533694447757
bird_counts,nb2+nb2,2,2.0,False,3,0,841.7430561369862,819.679091267768,1136.9860394538991,-2.577545034500877,inf,2.0733743980586693e+301,-inf,-8.54336385672751e+298,1.0,0.0,0.4017239114274197
