families,K,lambda,nonidentical,converged,error,loglik_train,bic,aic,test_loglik,pi,extras,test_rmse,test_mae,prediction_finite,prediction_max,prediction_q99,prediction_stable,baseline_mean_rmse,baseline_median_mae,rmse_skill,mae_skill,active_counts,shared_active,symmetric_diff,active_sets,active_features,active_coefficients,component_intercepts,n_iter,min_pi,seconds,dataset,init,seed,task_id,n,p
nb2+nb2+nb2,3,100.0,False,True,,-3929.8150314930595,7981.216415462912,7887.630062986119,-3929.8150314930595,"[0.881204503574422, 0.05939774821278899, 0.05939774821278899]","[{""log_alpha"": -8.092368765089505}, {""log_alpha"": 1.9863250369981318}, {""log_alpha"": 1.9863250369981318}]",3.1351911590031247,0.8830148471855828,True,0.8253129552193027,0.6881205689115764,True,3.1403712262975643,0.5373815967523681,0.0016495079470418839,-0.6431802884989504,"[6, 0, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.22209951924259735, ""child"": -0.04486371776456727, ""disea"": 0.04775501823782993, ""black"": -0.011695705188923267, ""logc"": -0.1723975442054572, ""site_3"": 0.10427013468398127}, {}, {}]","[-1.890803532453502, 1.2060722802155135, 1.2060722802155135]",12,0.05939774821278899,78.94197130203247,randhealth_notmdvis_baseline,kmeans_glm,20261190,randhealth_notmdvis_baseline_K3_nb2-nb2-nb2_L100.0_kmeans_glm,5912,51
poisson+nb2+nb2,3,50.0,True,True,,-3890.833240281654,7981.415488203753,7827.666480563308,-3890.833240281654,"[0.8405741149804484, 0.07971294250977577, 0.07971294250977577]","[{}, {""log_alpha"": 2.3646876852466328}, {""log_alpha"": 2.3646876852466328}]",3.1322563796894882,0.8780798323527912,True,1.1222884272207707,0.787677402602855,True,3.1403712262975643,0.5373815967523681,0.002584040555499323,-0.6339968425778097,"[16, 0, 0]",0.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [], []]","[{""xage"": 0.23083340553292742, ""child"": -0.10185931979821716, ""disea"": 0.06651732227058049, ""black"": -0.08424754844110727, ""fmde"": -0.07466510110144176, ""coins"": -0.036355093910520886, ""logc"": -0.16264418591998778, ""mhi"": -0.009789986374504013, ""plan_16"": -0.011050947557342426, ""site_3"": 0.1499948527323831, ""female"": 0.05809601216007017, ""site_4"": -0.055569250828260794, ""hlthp"": 0.018971169042609978, ""plan_2"": 0.04828556016535269, ""plan_17"": 0.032319550523314144, ""plan_7"": 0.0566821370548124}, {}, {}]","[-1.8974593734004752, 0.9100649483877494, 0.9100649483877494]",4,0.07971294250977577,55.840091943740845,randhealth_notmdvis_baseline,kmeans_glm,20261069,randhealth_notmdvis_baseline_K3_poisson-nb2-nb2_L50.0_kmeans_glm,5912,51
poisson+zinb+zinb,3,100.0,True,True,,-3925.6663024327563,7981.603696804933,7881.332604865513,-3925.6663024327563,"[0.8452834249481459, 0.0773582875259271, 0.0773582875259271]","[{}, {""log_alpha"": 0.5662299573349758, ""logit_theta"": 0.8156145865616649}, {""log_alpha"": 0.5662299573349758, ""logit_theta"": 0.8156145865616649}]",3.1349134285134217,0.8786822295561275,True,0.8336159953539204,0.6891777484629423,True,3.1403712262975643,0.5373815967523681,0.0017379466919194009,-0.6351178284972696,"[6, 0, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.2084891338975452, ""child"": -0.05651879393154169, ""disea"": 0.051917773508358245, ""black"": -0.018216592879050086, ""logc"": -0.1755074909713115, ""site_3"": 0.10178723647205334}, {}, {}]","[-1.805463125606229, 2.0924029804679103, 2.0924029804679103]",3,0.0773582875259271,44.27209424972534,randhealth_notmdvis_baseline,kmeans_glm,20261170,randhealth_notmdvis_baseline_K3_poisson-zinb-zinb_L100.0_kmeans_glm,5912,51
poisson+nb2+nb2,3,100.0,True,True,,-3939.4010781299803,7983.019029811497,7902.802156259961,-3939.4010781299803,"[0.8188121301832034, 0.04687106252571648, 0.13431680729107998]","[{}, {""log_alpha"": 3.1803715394123167}, {""log_alpha"": 2.006967267547204}]",3.1359437422532332,0.8850510043370414,True,0.7688441159244754,0.6695793339403633,True,3.1403712262975643,0.5373815967523681,0.0014098600850928067,-0.6469693225182842,"[5, 0, 0]",0.0,5.0,"[[1, 2, 4, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.24701958530858398, ""child"": -0.01578221964044628, ""disea"": 0.03222646782294028, ""logc"": -0.1549434464326004, ""site_3"": 0.09589848358836908}, {}, {}]","[-1.8972118082161888, 0.8017406622059889, 0.8203681995767484]",6,0.04687106252571648,37.31296396255493,randhealth_notmdvis_baseline,kmeans_glm,20261070,randhealth_notmdvis_baseline_K3_poisson-nb2-nb2_L100.0_kmeans_glm,5912,51
poisson+nb2+nb2,3,100.0,True,True,,-3939.4010781299803,7983.019029811497,7902.802156259961,-3939.4010781299803,"[0.8188121301832034, 0.04687106252571648, 0.13431680729107998]","[{}, {""log_alpha"": 3.1803715394123167}, {""log_alpha"": 2.006967267547204}]",3.1359437422532332,0.8850510043370414,True,0.7688441159244754,0.6695793339403633,True,3.1403712262975643,0.5373815967523681,0.0014098600850928067,-0.6469693225182842,"[5, 0, 0]",0.0,5.0,"[[1, 2, 4, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.24701958530858398, ""child"": -0.01578221964044628, ""disea"": 0.03222646782294028, ""logc"": -0.1549434464326004, ""site_3"": 0.09589848358836908}, {}, {}]","[-1.8972118082161888, 0.8017406622059889, 0.8203681995767484]",6,0.04687106252571648,41.406002044677734,randhealth_notmdvis_baseline,quantile_glm,20261080,randhealth_notmdvis_baseline_K3_poisson-nb2-nb2_L100.0_quantile_glm,5912,51
zip+zinb,2,100.0,True,True,,-3939.5287268488673,7983.274327249271,7903.057453697735,-3939.5287268488673,"[0.8567046550180235, 0.14329534498197657]","[{""logit_theta"": -1.531356166740455}, {""log_alpha"": 2.1903494457178163, ""logit_theta"": -18.14550480945006}]",3.135297753402356,0.8861792881737065,True,0.8050009189807177,0.6848648657511717,True,3.1403712262975643,0.5373815967523681,0.001615564699078531,-0.6490689177472309,"[6, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], []]","[{""xage"": 0.21977116508732908, ""child"": -0.03975077955465901, ""disea"": 0.0420633013838905, ""black"": -0.009924015226182498, ""logc"": -0.16493422799387428, ""site_3"": 0.09022697286031642}, {}]","[-1.6353421307547715, 1.0201838842191813]",7,0.14329534498197657,55.073089361190796,randhealth_notmdvis_baseline,kmeans_glm,20260950,randhealth_notmdvis_baseline_K2_zip-zinb_L100.0_kmeans_glm,5912,51
poisson+zinb,2,50.0,True,True,,-3891.947598717855,7983.644205076154,7829.89519743571,-3891.947598717855,"[0.8351688628604687, 0.16483113713953132]","[{}, {""log_alpha"": 2.206412940973344, ""logit_theta"": -15.318086790899999}]",3.1318077384932383,0.8720567794609153,True,1.0482442456197563,0.7781419119851943,True,3.1403712262975643,0.5373815967523681,0.002726903027455818,-0.6227886937906615,"[16, 2]",1.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [1, 3]]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [""xage"", ""physlm""]]","[{""xage"": 0.24241495553841874, ""child"": -0.09194297166219412, ""disea"": 0.06527640828952525, ""black"": -0.07344137070816159, ""fmde"": -0.04960563765595044, ""coins"": -0.029647231641414473, ""logc"": -0.18346737832302187, ""mhi"": -0.006512587088495726, ""plan_16"": -0.010560643666060075, ""site_3"": 0.1523991025678506, ""female"": 0.05631618723428668, ""site_4"": -0.05316252995813163, ""hlthp"": 0.002432307832354263, ""plan_2"": 0.03962625039535029, ""plan_17"": 0.03076724631568767, ""plan_7"": 0.0566371815896326}, {""xage"": 0.011486749482826353, ""physlm"": 0.02820393134233567}]","[-1.946084363232334, 0.8747103673761812]",6,0.16483113713953132,57.91588497161865,randhealth_notmdvis_baseline,quantile_glm,20260859,randhealth_notmdvis_baseline_K2_poisson-zinb_L50.0_quantile_glm,5912,51
zip+zinb,2,100.0,True,True,,-3939.774731953572,7983.76633745868,7903.549463907144,-3939.774731953572,"[0.8231308268880314, 0.1768691731119687]","[{""logit_theta"": -1.8779634349434473}, {""log_alpha"": 2.4158844945129534, ""logit_theta"": -16.508444283135464}]",3.135374164426485,0.8862729818889228,True,0.8009554866333068,0.6830067092722095,True,3.1403712262975643,0.5373815967523681,0.0015912328546491272,-0.6492432700432205,"[6, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], []]","[{""xage"": 0.2238256037443947, ""child"": -0.036084334490493794, ""disea"": 0.04100816114197897, ""black"": -0.008155274913489746, ""logc"": -0.1636373572475688, ""site_3"": 0.09033786213577111}, {}]","[-1.6606978084037898, 0.8139041366944474]",8,0.1768691731119687,48.77215600013733,randhealth_notmdvis_baseline,quantile_glm,20260960,randhealth_notmdvis_baseline_K2_zip-zinb_L100.0_quantile_glm,5912,51
poisson+nb2+zip,3,50.0,True,True,,-3892.333144518514,7984.415296677473,7830.666289037028,-3892.333144518514,"[0.8420813920917523, 0.09481979133065871, 0.06309881657758891]","[{}, {""log_alpha"": 1.8371378368944715}, {""logit_theta"": 2.557325219451523}]",3.1324226691961274,0.8783193101560931,True,1.0980351843500675,0.7813946573697712,True,3.1403712262975643,0.5373815967523681,0.0025310883741627155,-0.6344424808444515,"[16, 0, 0]",0.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [], []]","[{""xage"": 0.23115923313787107, ""child"": -0.09824965214273246, ""disea"": 0.06513953446001075, ""black"": -0.08235550415120793, ""fmde"": -0.07009104027479923, ""coins"": -0.034874907640267516, ""logc"": -0.16384781727663897, ""mhi"": -0.008946246503285531, ""plan_16"": -0.011133553744725957, ""site_3"": 0.14933038748490302, ""female"": 0.05825448281006336, ""site_4"": -0.0557986726953205, ""hlthp"": 0.017029904224653416, ""plan_2"": 0.04591598615910441, ""plan_17"": 0.03328455114625099, ""plan_7"": 0.05719790661833911}, {}, {}]","[-1.9016829670081885, 1.4009065742852709, 0.970755008065382]",4,0.06309881657758891,73.96121382713318,randhealth_notmdvis_baseline,kmeans_glm,20261089,randhealth_notmdvis_baseline_K3_poisson-nb2-zip_L50.0_kmeans_glm,5912,51
nb2+nb2+nb2,3,50.0,False,True,,-3888.1799438168864,7984.793634736846,7824.359887633773,-3888.1799438168864,"[0.8832150978790644, 0.05839245106046785, 0.05839245106046785]","[{""log_alpha"": -27.631021115928547}, {""log_alpha"": 1.9728267801773225}, {""log_alpha"": 1.9728267801773225}]",3.1323756847939803,0.8778344926105508,True,1.1169230930401517,0.7864355134969975,True,3.1403712262975643,0.5373815967523681,0.002546049790747351,-0.6335402959753151,"[16, 0, 0]",0.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [], []]","[{""xage"": 0.2289368859058666, ""child"": -0.1014011400506134, ""disea"": 0.06492841583185645, ""black"": -0.08346877533417683, ""fmde"": -0.03979560669044206, ""coins"": -0.03722466229189208, ""logc"": -0.19444478976712648, ""mhi"": -0.011512541451901817, ""plan_16"": -0.009077641333294756, ""site_3"": 0.15094604932927888, ""female"": 0.05744578938997697, ""site_4"": -0.0540452642889867, ""hlthp"": 0.01828438592604751, ""plan_2"": 0.04786895740161899, ""plan_17"": 0.028441425179706308, ""plan_7"": 0.05234441310430661}, {}, {}]","[-1.9420327642617308, 1.2188181068742565, 1.2188181068742565]",13,0.05839245106046785,67.50558972358704,randhealth_notmdvis_baseline,kmeans_glm,20261189,randhealth_notmdvis_baseline_K3_nb2-nb2-nb2_L50.0_kmeans_glm,5912,51
nb2+nb2+zip,3,100.0,True,True,,-3932.5461476684604,7986.678647813714,7893.092295336921,-3932.5461476684604,"[0.8639791565604967, 0.07404015801153319, 0.06198068542797019]","[{""log_alpha"": -3.2640777542539614}, {""log_alpha"": 1.3349522498267024}, {""logit_theta"": -15.667754946762187}]",3.1354749502797667,0.8836274758864849,True,0.8062189948230496,0.6812138698609649,True,3.1403712262975643,0.5373815967523681,0.0015591392434104456,-0.6443203139568456,"[6, 0, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.23291653216592323, ""child"": -0.04290931266526776, ""disea"": 0.04322141411346431, ""black"": -0.0044948167700648856, ""logc"": -0.17507314888074113, ""site_3"": 0.10470738522301903}, {}, {}]","[-1.9389154399311526, 1.6727224193324177, -1.6732400295686025]",14,0.06198068542797019,77.54023218154907,randhealth_notmdvis_baseline,kmeans_glm,20261210,randhealth_notmdvis_baseline_K3_nb2-nb2-zip_L100.0_kmeans_glm,5912,51
nb2+nb2+zip,3,50.0,True,True,,-3889.766350369213,7987.966447841499,7827.532700738426,-3889.766350369213,"[0.8731060464775118, 0.07263648752138706, 0.05425746600110108]","[{""log_alpha"": -17.563567656212516}, {""log_alpha"": 1.3131042919204343}, {""logit_theta"": -15.17275911716991}]",3.1324357711995248,0.8786055789356361,True,1.1429399662937074,0.791285802518726,True,3.1403712262975643,0.5373815967523681,0.002526916254864342,-0.6349751912708468,"[16, 0, 0]",0.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [], []]","[{""xage"": 0.23896648328800407, ""child"": -0.10709671653885164, ""disea"": 0.06799769957674207, ""black"": -0.0815406173942268, ""fmde"": -0.030435400728153816, ""coins"": -0.03562082541560539, ""logc"": -0.214578133610585, ""mhi"": -0.01002697806967623, ""plan_16"": -0.005470508222609415, ""site_3"": 0.15994079432271757, ""female"": 0.05763229211957188, ""site_4"": -0.051128784913707426, ""hlthp"": 0.020248843866488172, ""plan_2"": 0.04933260421348024, ""plan_17"": 0.023688967622094922, ""plan_7"": 0.05099459815878141}, {}, {}]","[-1.984858033149334, 1.6900318449057883, -1.8317243866232844]",15,0.05425746600110108,100.42839980125427,randhealth_notmdvis_baseline,kmeans_glm,20261209,randhealth_notmdvis_baseline_K3_nb2-nb2-zip_L50.0_kmeans_glm,5912,51
nb2+zinb,2,50.0,True,True,,-3885.7961339935473,7988.710754552795,7821.592267987095,-3885.7961339935473,"[0.8881369171892497, 0.11186308281075029]","[{""log_alpha"": -2.254287018148658}, {""log_alpha"": 0.3181846591397865, ""logit_theta"": 0.5729234011368393}]",3.131608473204769,0.8753343800763542,True,1.1993923549889514,0.800992270422628,True,3.1403712262975643,0.5373815967523681,0.0027903558087067903,-0.6288878989648745,"[18, 1]",1.0,17.0,"[[1, 2, 3, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 25, 27, 42, 43, 46], [4]]","[[""xage"", ""child"", ""physlm"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthf"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [""disea""]]","[{""xage"": 0.21660315067266464, ""child"": -0.10443415122518279, ""physlm"": 0.0038189930969625826, ""disea"": 0.06150232265443205, ""black"": -0.09300452831858382, ""fmde"": -0.041502197624439185, ""coins"": -0.04229284707524414, ""logc"": -0.1904069084592247, ""mhi"": -0.020720280628660593, ""plan_16"": -0.012601488466086951, ""site_3"": 0.14637928422844992, ""female"": 0.05487749054373843, ""site_4"": -0.052585436669971605, ""hlthf"": 0.0005672044103150128, ""hlthp"": 0.023996680041636347, ""plan_2"": 0.04842773173912419, ""plan_17"": 0.026845868858407472, ""plan_7"": 0.048115816574209824}, {""disea"": 0.004955203331519442}]","[-1.8728155380053655, 2.248652378911694]",11,0.11186308281075029,65.82052993774414,randhealth_notmdvis_baseline,kmeans_glm,20260909,randhealth_notmdvis_baseline_K2_nb2-zinb_L50.0_kmeans_glm,5912,51
nb2+nb2+zinb,3,100.0,True,True,,-3929.3777256855974,7989.026543310615,7888.755451371195,-3929.3777256855974,"[0.8880222381364751, 0.04429715129192696, 0.06768061057159787]","[{""log_alpha"": -1.3220383391825323}, {""log_alpha"": 3.0157079224293684}, {""log_alpha"": -0.15011454848143438, ""logit_theta"": 0.20787404320399266}]",3.1345673615574694,0.8827374409017656,True,0.852655552537554,0.7040592296364926,True,3.1403712262975643,0.5373815967523681,0.0018481460699592,-0.6426640700696375,"[6, 0, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.20019317874535686, ""child"": -0.06487584800106555, ""disea"": 0.048806756259724346, ""black"": -0.02882442043746715, ""logc"": -0.1797224362580986, ""site_3"": 0.10092890612377883}, {}, {}]","[-1.7938297265599972, -1.318491787730807, 2.5024318804045516]",10,0.04429715129192696,51.3818416595459,randhealth_notmdvis_baseline,kmeans_glm,20261230,randhealth_notmdvis_baseline_K3_nb2-nb2-zinb_L100.0_kmeans_glm,5912,51
poisson+nb2+zinb,3,100.0,True,True,,-3938.2134587932983,7989.328530600761,7902.426917586597,-3938.2134587932983,"[0.8183818604688442, 0.04444532341906399, 0.13717281611209187]","[{}, {""log_alpha"": 2.884675953338657}, {""log_alpha"": 2.076551837250931, ""logit_theta"": -16.48925666189079}]",3.1358888265618665,0.8841874965764058,True,0.771585146232229,0.6692843283556907,True,3.1403712262975643,0.5373815967523681,0.0014273470913763742,-0.6453624424802364,"[5, 0, 0]",0.0,5.0,"[[1, 2, 4, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.24216710724105173, ""child"": -0.02184076097856802, ""disea"": 0.03381755078018256, ""logc"": -0.15547289508513842, ""site_3"": 0.0970143414513489}, {}, {}]","[-1.8901824628339667, -1.0365126121163597, 1.0493722776909462]",6,0.04444532341906399,44.053969860076904,randhealth_notmdvis_baseline,quantile_glm,20261120,randhealth_notmdvis_baseline_K3_poisson-nb2-zinb_L100.0_quantile_glm,5912,51
poisson+nb2+nb2,3,50.0,True,True,,-3894.807562340937,7989.364132322318,7835.615124681874,-3894.807562340937,"[0.8214910869187293, 0.044956536170427344, 0.13355237691084337]","[{}, {""log_alpha"": 3.329121916307247}, {""log_alpha"": 2.070202343193699}]",3.133069228053937,0.8800168736245808,True,1.017033091286626,0.7647467366644705,True,3.1403712262975643,0.5373815967523681,0.002325202250765823,-0.6376014343306646,"[16, 0, 0]",0.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [], []]","[{""xage"": 0.24255928719865588, ""child"": -0.09181450814107106, ""disea"": 0.06543129702329387, ""black"": -0.07335167566263329, ""fmde"": -0.049361068372533845, ""coins"": -0.02946420166717667, ""logc"": -0.18388904969302414, ""mhi"": -0.006567555382423097, ""plan_16"": -0.010404908423798485, ""site_3"": 0.15209480147864096, ""female"": 0.05597470156451058, ""site_4"": -0.05291660412456421, ""hlthp"": 0.0025005528595155586, ""plan_2"": 0.04009992230734672, ""plan_17"": 0.030349371193348296, ""plan_7"": 0.056092802015046905}, {}, {}]","[-1.9300774872264586, 0.5718036129609307, 0.892220690707949]",7,0.044956536170427344,65.772456407547,randhealth_notmdvis_baseline,quantile_glm,20261079,randhealth_notmdvis_baseline_K3_poisson-nb2-nb2_L50.0_quantile_glm,5912,51
poisson+zinb+zinb,3,50.0,True,True,,-3886.24666884255,7989.611824250801,7822.4933376851,-3886.24666884255,"[0.8443270237011234, 0.07783648814943828, 0.07783648814943828]","[{}, {""log_alpha"": 0.6504089878752305, ""logit_theta"": 0.7529667711819332}, {""log_alpha"": 0.6504089878752305, ""logit_theta"": 0.7529667711819332}]",3.132214926234441,0.8750630749980206,True,1.103848089207935,0.7832390834111126,True,3.1403712262975643,0.5373815967523681,0.0025972407321854796,-0.6283830341165557,"[16, 0, 0]",0.0,16.0,"[[1, 2, 4, 9, 12, 15, 16, 17, 20, 21, 22, 23, 27, 42, 43, 46], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""hlthp"", ""plan_2"", ""plan_17"", ""plan_7""], [], []]","[{""xage"": 0.22153330816370642, ""child"": -0.10146312576815508, ""disea"": 0.06518767172562417, ""black"": -0.08619242193101623, ""fmde"": -0.07491733635370251, ""coins"": -0.03803013320465533, ""logc"": -0.15466491484326075, ""mhi"": -0.010135172485264911, ""plan_16"": -0.012562080235438474, ""site_3"": 0.14515098490591039, ""female"": 0.05729265521856995, ""site_4"": -0.05673227863406703, ""hlthp"": 0.017942144341155538, ""plan_2"": 0.04856076841464905, ""plan_17"": 0.033489757678229634, ""plan_7"": 0.05612091626793764}, {}, {}]","[-1.8650944465368489, 2.050004745731861, 2.050004745731861]",4,0.07783648814943828,51.302841663360596,randhealth_notmdvis_baseline,kmeans_glm,20261169,randhealth_notmdvis_baseline_K3_poisson-zinb-zinb_L50.0_kmeans_glm,5912,51
zinb+zinb,2,100.0,False,True,,-3939.633205461415,7992.168023936994,7905.26641092283,-3939.633205461415,"[0.7939923693086701, 0.20600763069132977]","[{""log_alpha"": -7.64098413787552, ""logit_theta"": -3.739672201255156}, {""log_alpha"": 2.468444525152764, ""logit_theta"": -16.00844397523292}]",3.135727099609106,0.8866842736593348,True,0.7803655667487541,0.6778673536393144,True,3.1403712262975643,0.5373815967523681,0.0014788464018420377,-0.6500086326326682,"[6, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], []]","[{""xage"": 0.23817266755196403, ""child"": -0.021387131329971526, ""disea"": 0.034481397754981935, ""black"": -0.0019188551359404227, ""logc"": -0.15679117712275598, ""site_3"": 0.09118116191792042}, {}]","[-1.7892843359345463, 0.6773278298689872]",8,0.20600763069132977,34.3531551361084,randhealth_notmdvis_baseline,quantile_glm,20260980,randhealth_notmdvis_baseline_K2_zinb-zinb_L100.0_quantile_glm,5912,51
poisson+poisson+nb2,3,50.0,True,True,,-3904.9471463115883,7992.273821338365,7851.894292623177,-3904.9471463115883,"[0.8087456400402684, 0.05784774649616562, 0.13340661346356603]","[{}, {}, {""log_alpha"": 1.989766708225019}]",3.1333002580793874,0.8771320978302835,True,1.0171449928104068,0.7514063766096405,True,3.1403712262975643,0.5373815967523681,0.0022516345070813237,-0.6322332270609492,"[14, 0, 1]",0.0,15.0,"[[1, 2, 4, 9, 12, 15, 16, 20, 21, 22, 23, 42, 43, 46], [], [3]]","[[""xage"", ""child"", ""disea"", ""black"", ""fmde"", ""coins"", ""logc"", ""plan_16"", ""site_3"", ""female"", ""site_4"", ""plan_2"", ""plan_17"", ""plan_7""], [], [""physlm""]]","[{""xage"": 0.27323135547591615, ""child"": -0.09447268745060755, ""disea"": 0.06429178662302537, ""black"": -0.05457552494233664, ""fmde"": -0.016530051078898156, ""coins"": -0.01575907785873132, ""logc"": -0.2330019363748346, ""plan_16"": -0.00026641574054342415, ""site_3"": 0.173329276308527, ""female"": 0.05396486560224491, ""site_4"": -0.03996523489419656, ""plan_2"": 0.022479796256943522, ""plan_17"": 0.015972225371280846, ""plan_7"": 0.05174529576794029}, {}, {""physlm"": 0.018733550889116986}]","[-2.0849252397079177, -0.9564445747517675, 1.0906269345735473]",6,0.05784774649616562,51.86793351173401,randhealth_notmdvis_baseline,quantile_glm,20261019,randhealth_notmdvis_baseline_K3_poisson-poisson-nb2_L50.0_quantile_glm,5912,51
nb2+zip+zinb,3,100.0,True,True,,-3932.3920576526925,7995.055207244805,7894.784115305385,-3932.3920576526925,"[0.8752789306644998, 0.05456658512828569, 0.07015448420721454]","[{""log_alpha"": -1.2412522791351945}, {""logit_theta"": -14.559732232693005}, {""log_alpha"": -0.04934478383208023, ""logit_theta"": 0.07419680745815013}]",3.1348911297906525,0.8835048717061478,True,0.8331450094852936,0.6951479468901202,True,3.1403712262975643,0.5373815967523681,0.0017450473565103763,-0.6440921628979368,"[6, 0, 0]",0.0,6.0,"[[1, 2, 4, 9, 16, 21], [], []]","[[""xage"", ""child"", ""disea"", ""black"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.2068789507266554, ""child"": -0.0639806512716721, ""disea"": 0.04677294877063633, ""black"": -0.021571583231589142, ""logc"": -0.1817819977827871, ""site_3"": 0.10074645890796632}, {}, {}]","[-1.8461102766628048, -1.6271276953227503, 2.425240574751521]",12,0.05456658512828569,77.34598660469055,randhealth_notmdvis_baseline,kmeans_glm,20261270,randhealth_notmdvis_baseline_K3_nb2-zip-zinb_L100.0_kmeans_glm,5912,51
poisson+poisson+nb2,3,100.0,True,True,,-3954.119170911564,7995.085736449409,7928.238341823128,-3954.119170911564,"[0.8025484440954433, 0.06411030003550662, 0.13334125586905005]","[{}, {}, {""log_alpha"": 1.9897803626627204}]",3.1369261565932476,0.8860524129878427,True,0.7013812257063143,0.6416880560973935,True,3.1403712262975643,0.5373815967523681,0.0010970262609297787,-0.6488328188807446,"[4, 0, 0]",0.0,4.0,"[[1, 4, 16, 21], [], []]","[[""xage"", ""disea"", ""logc"", ""site_3""], [], []]","[{""xage"": 0.2692960353064576, ""disea"": 0.00591667539753149, ""logc"": -0.13551682131412482, ""site_3"": 0.0840442019058506}, {}, {}]","[-2.057035052784126, -0.8394864079974343, 1.105063055036318]",6,0.06411030003550662,28.678107738494873,randhealth_notmdvis_baseline,quantile_glm,20261020,randhealth_notmdvis_baseline_K3_poisson-poisson-nb2_L100.0_quantile_glm,5912,51
