example_id,n,rank,K,families,bic,is_true_structure,is_equiv_structure
2,1500,3,2,lognormal + lognormal,3465.878926668719,False,False
2,1500,4,2,inverse_gaussian + lognormal,3474.830480512978,False,False
2,1500,5,2,lognormal + inverse_gaussian,3474.830480512978,False,False
2,1500,6,3,lognormal + lognormal + gamma,3501.7622459378313,False,False
2,1500,7,3,lognormal + lognormal + lognormal,3503.7688586799845,False,False
2,1500,8,3,lognormal + gamma + gamma,3504.701073376818,False,False
2,1500,9,3,gamma + gamma + lognormal,3504.89192164574,False,False
2,1500,10,3,gamma + lognormal + gamma,3504.8919237981836,False,False
3,500,1,2,poisson + zip,2768.1168731231687,False,False
3,500,2,2,zip + poisson,2768.1437948379366,False,False
3,500,3,2,nb2 + nb2,2769.2645275503655,False,True
3,500,4,2,zip + nb2,2773.540850940043,False,False
3,500,5,2,nb2 + zip,2773.766568761832,False,False
3,500,6,2,zip + zip,2775.808941572869,False,False
3,500,7,3,zip + poisson + nb2,2778.63332366053,False,False
3,500,8,3,poisson + nb2 + poisson,2779.5028323256356,False,False
3,500,9,3,poisson + nb2 + zip,2779.5445756903246,False,False
3,500,10,3,nb2 + poisson + zip,2779.9818115070943,False,False
3,1000,1,2,nb2 + nb2,5467.884847475141,False,True
3,1000,2,2,poisson + zip,5472.200445952042,False,False
3,1000,3,2,zip + poisson,5472.325569902938,False,False
3,1000,4,2,nb2 + zip,5477.549297926501,False,False
3,1000,5,2,zip + nb2,5477.850458015909,False,False
3,1000,6,2,zip + zip,5479.396152008145,False,False
3,1000,7,3,zip + poisson + poisson,5496.767464771536,False,False
3,1000,8,3,poisson + zip + nb2,5497.715369273315,False,False
3,1000,9,3,poisson + poisson + poisson,5497.965224871596,False,False
3,1000,10,3,poisson + poisson + zip,5500.299146783663,False,False
3,1500,1,2,nb2 + nb2,8188.373118570832,False,True
3,1500,2,2,zip + poisson,8204.194106389014,False,False
3,1500,3,2,poisson + zip,8204.46076490792,False,False
3,1500,4,2,nb2 + zip,8209.42744722013,False,False
3,1500,5,2,zip + zip,8211.516994489946,False,False
3,1500,6,2,zip + nb2,8211.966415360843,False,False
3,1500,7,3,zip + nb2 + poisson,8221.242030841508,False,False
3,1500,8,3,nb2 + poisson + nb2,8222.176362350881,False,False
3,1500,9,3,poisson + nb2 + nb2,8224.149690568724,False,False
3,1500,10,3,zip + nb2 + nb2,8226.345009164781,False,False
4,500,1,2,zip + poisson,2518.4376966207888,True,True
4,500,2,2,poisson + zip,2518.4519911581338,True,True
4,500,3,2,nb2 + zip,2524.6030330804124,False,False
4,500,4,2,zip + zip,2524.650018281004,False,True
4,500,5,2,zip + nb2,2524.693559224861,False,False
4,500,6,3,poisson + poisson + poisson,2539.2285730722983,False,False
4,500,7,2,poisson + nb2,2542.844182664411,False,False
4,500,8,3,poisson + nb2 + poisson,2543.4625923732,False,False
4,500,9,2,nb2 + nb2,2547.882556367468,False,False
4,500,10,3,poisson + poisson + nb2,2549.414338845528,False,False
4,1000,1,2,poisson + zip,4887.900515781427,True,True
4,1000,2,2,zip + poisson,4887.928044966467,True,True
4,1000,3,2,zip + nb2,4892.693904407447,False,False
4,1000,4,2,nb2 + zip,4893.085643548922,False,False
4,1000,5,2,zip + zip,4894.686872480445,False,True
4,1000,6,3,poisson + zip + poisson,4921.399320008199,False,False
4,1000,7,3,nb2 + zip + poisson,4922.450497150457,False,False
4,1000,8,3,zip + nb2 + poisson,4922.916274868223,False,False
4,1000,9,3,zip + poisson + poisson,4923.02730233444,False,False
4,1000,10,3,poisson + poisson + poisson,4923.198434910948,False,False
4,1500,1,2,poisson + zip,7317.658651750348,True,True
4,1500,2,2,zip + poisson,7318.208703269784,True,True
4,1500,3,2,nb2 + zip,7321.977730995399,False,False
4,1500,4,2,zip + zip,7324.927088028449,False,True
4,1500,5,2,zip + nb2,7325.079404774081,False,False
4,1500,6,3,poisson + poisson + poisson,7351.544524583949,False,False
4,1500,7,3,nb2 + poisson + poisson,7355.097676852812,False,False
4,1500,8,3,poisson + nb2 + poisson,7355.3311527834285,False,False
4,1500,9,3,poisson + zip + poisson,7357.299782539579,False,False
4,1500,10,3,poisson + poisson + nb2,7357.752038872307,False,False
1,500,1,2,student_t + gaussian,1947.9657533367936,True,True
1,500,2,2,student_t + skew_normal,1954.1803817042241,False,False
1,500,3,2,student_t + student_t,1954.2206660727595,False,True
1,500,4,2,gaussian + student_t,1962.2478392794667,True,True
1,500,5,2,gaussian + gaussian,1967.25925270266,False,False
1,500,6,2,skew_normal + student_t,1968.4625366003547,False,False
1,500,7,2,gaussian + skew_normal,1973.4734863700062,False,False
1,500,8,2,skew_normal + gaussian,1973.473874369942,False,False
1,500,9,2,skew_normal + skew_normal,1979.6881074674438,False,False
1,500,10,3,student_t + gaussian + student_t,1984.1983977479363,False,False
1,1000,1,2,student_t + gaussian,3747.3439476908125,True,True
1,1000,2,2,student_t + student_t,3752.446394628761,False,True
1,1000,3,2,student_t + skew_normal,3754.2505414964753,False,False
1,1000,4,2,gaussian + gaussian,3760.6024258519033,False,False
1,1000,5,2,gaussian + student_t,3764.2296111680976,True,True
1,1000,6,2,gaussian + skew_normal,3767.5098270642784,False,False
1,1000,7,2,skew_normal + gaussian,3767.5103004601747,False,False
1,1000,8,2,skew_normal + student_t,3771.1351598780534,False,False
1,1000,9,2,skew_normal + skew_normal,3774.4177026235393,False,False
1,1000,10,3,student_t + gaussian + gaussian,3785.481980206361,False,False
1,1500,1,2,student_t + gaussian,5609.647820670531,True,True
1,1500,2,2,student_t + student_t,5615.983531228312,False,True
1,1500,3,2,student_t + skew_normal,5616.961088190634,False,False
1,1500,4,2,gaussian + student_t,5622.006037693277,True,True
1,1500,5,2,skew_normal + student_t,5629.319348885085,False,False
1,1500,6,3,student_t + gaussian + gaussian,5656.98579228562,False,False
1,1500,7,3,gaussian + student_t + gaussian,5660.3825421903675,False,False
1,1500,8,3,student_t + gaussian + student_t,5662.797025098154,False,False
1,1500,9,3,student_t + student_t + gaussian,5663.183843379206,False,False
1,1500,10,3,gaussian + student_t + student_t,5664.105412539166,False,False
2,500,1,2,lognormal + gamma,953.2858572378209,True,True
2,500,2,2,gamma + lognormal,953.2858572378209,True,True
2,500,3,2,lognormal + lognormal,954.373953557177,False,False
2,500,4,2,lognormal + inverse_gaussian,960.4642250491567,False,False
2,500,5,2,gamma + gamma,966.4608639969883,False,False
2,500,6,2,inverse_gaussian + gamma,970.5263975691759,False,False
2,500,7,2,gamma + inverse_gaussian,970.5263975691759,False,False
2,500,8,2,inverse_gaussian + lognormal,978.8687590444715,False,False
2,500,9,2,inverse_gaussian + inverse_gaussian,985.1297914286649,False,False
2,500,10,3,inverse_gaussian + lognormal + gamma,986.059265902932,False,False
2,1000,1,2,lognormal + gamma,2193.122561475917,True,True
2,1000,2,2,gamma + lognormal,2193.122561475917,True,True
2,1000,3,2,lognormal + lognormal,2198.7489282361094,False,False
2,1000,4,2,inverse_gaussian + lognormal,2208.5906825280017,False,False
2,1000,5,2,gamma + inverse_gaussian,2213.804995261664,False,False
2,1000,6,2,lognormal + inverse_gaussian,2220.515707138026,False,False
2,1000,7,2,gamma + gamma,2223.2099736602827,False,False
2,1000,8,2,inverse_gaussian + inverse_gaussian,2229.460079336538,False,False
2,1000,9,2,inverse_gaussian + gamma,2232.899807372269,False,False
2,1000,10,3,lognormal + gamma + lognormal,2233.2217680475446,False,False
2,1500,1,2,lognormal + gamma,3405.9222924865107,True,True
2,1500,2,2,gamma + lognormal,3405.9222924865107,True,True
2,1500,3,2,lognormal + lognormal,3413.63869473785,False,False
2,1500,4,2,inverse_gaussian + lognormal,3422.868289570221,False,False
2,1500,5,3,lognormal + gamma + gamma,3446.870096508212,False,False
2,1500,6,3,gamma + lognormal + gamma,3447.005895140041,False,False
2,1500,7,3,gamma + gamma + inverse_gaussian,3447.7111953337903,False,False
2,1500,8,3,inverse_gaussian + gamma + gamma,3447.934884166428,False,False
2,1500,9,3,lognormal + gamma + lognormal,3448.2393480012142,False,False
2,1500,10,3,gamma + lognormal + lognormal,3448.3176012907584,False,False
3,500,1,2,nb2 + nb2,2830.618756133994,False,True
3,500,2,2,poisson + zip,2841.6634580503915,False,False
3,500,3,2,zip + poisson,2841.8255737933764,False,False
3,500,4,2,zip + nb2,2845.441564069901,False,False
3,500,5,2,nb2 + zip,2845.4823742652334,False,False
3,500,6,3,poisson + poisson + nb2,2845.8403464348435,False,False
3,500,7,3,poisson + poisson + poisson,2847.691663435738,False,False
3,500,8,2,zip + zip,2847.914408054592,False,False
3,500,9,3,nb2 + poisson + poisson,2848.713751247835,False,False
3,500,10,3,nb2 + poisson + zip,2848.750496570221,False,False
3,1000,1,2,zip + poisson,5389.031565798145,False,False
3,1000,2,2,poisson + zip,5389.247723728568,False,False
3,1000,3,2,nb2 + nb2,5389.306431410546,False,True
3,1000,4,2,nb2 + zip,5395.465821600089,False,False
3,1000,5,2,zip + zip,5395.853355138429,False,False
3,1000,6,2,zip + nb2,5397.844958326256,False,False
3,1000,7,2,poisson + poisson,5411.736611499071,False,False
3,1000,8,3,zip + poisson + poisson,5416.241106091361,False,False
3,1000,9,3,poisson + poisson + nb2,5417.43030538935,False,False
3,1000,10,2,nb2 + poisson,5418.46539746686,True,True
3,1500,1,2,nb2 + nb2,8183.071552066818,False,True
3,1500,2,3,nb2 + zip + poisson,8219.147166300801,False,False
3,1500,3,3,poisson + poisson + poisson,8220.972877038039,False,False
3,1500,4,2,poisson + zip,8220.983863402509,False,False
3,1500,5,2,zip + poisson,8221.109502126224,False,False
3,1500,6,3,nb2 + poisson + nb2,8221.359200194922,False,False
3,1500,7,3,poisson + zip + nb2,8221.61021283511,False,False
3,1500,8,3,nb2 + nb2 + poisson,8221.85004716664,False,False
3,1500,9,3,poisson + nb2 + zip,8222.106466990195,False,False
3,1500,10,3,poisson + nb2 + nb2,8222.261869140895,False,False
4,500,1,2,zip + poisson,2455.078428858685,True,True
4,500,2,2,poisson + zip,2455.253069458541,True,True
4,500,3,2,nb2 + zip,2460.125047473215,False,False
4,500,4,2,zip + zip,2461.203021032871,False,True
4,500,5,2,zip + nb2,2461.338334808076,False,False
4,500,6,3,poisson + poisson + nb2,2483.735343360353,False,False
4,500,7,3,poisson + poisson + zip,2484.4853372956327,False,False
4,500,8,3,nb2 + poisson + poisson,2487.7748565184525,False,False
4,500,9,3,poisson + nb2 + poisson,2488.604355730748,False,False
4,500,10,2,nb2 + nb2,2488.8874391344925,False,False
4,1000,1,2,zip + poisson,4903.878370021792,True,True
4,1000,2,2,poisson + zip,4903.899290195567,True,True
4,1000,3,2,zip + zip,4911.11917082999,False,True
4,1000,4,2,nb2 + nb2,4919.384548092566,False,False
4,1000,5,2,nb2 + zip,4919.639461795607,False,False
4,1000,6,2,zip + nb2,4919.851971754734,False,False
4,1000,7,3,nb2 + nb2 + poisson,4932.091747815909,False,False
4,1000,8,3,poisson + zip + poisson,4937.38608886319,False,False
4,1000,9,3,poisson + poisson + zip,4939.702010229317,False,False
4,1000,10,3,zip + poisson + poisson,4941.800080929028,False,False
4,1500,1,2,zip + poisson,7524.429054701622,True,True
4,1500,2,2,poisson + zip,7524.512014890449,True,True
4,1500,3,2,zip + nb2,7530.36157429897,False,False
4,1500,4,2,nb2 + zip,7530.641316877311,False,False
4,1500,5,2,zip + zip,7531.859015124004,False,True
4,1500,6,3,poisson + poisson + poisson,7550.271803891637,False,False
4,1500,7,3,poisson + poisson + zip,7554.518408971407,False,False
4,1500,8,3,poisson + zip + poisson,7555.550140780541,False,False
4,1500,9,3,poisson + nb2 + poisson,7557.593081680565,False,False
4,1500,10,3,zip + poisson + poisson,7560.387555066248,False,False
1,500,1,2,student_t + gaussian,1904.402806978708,True,True
1,500,2,2,student_t + student_t,1907.3745654004852,False,True
1,500,3,2,gaussian + student_t,1907.553939090859,True,True
1,500,4,2,gaussian + gaussian,1910.3895993630554,False,False
1,500,5,2,student_t + skew_normal,1910.6174670964747,False,False
1,500,6,2,skew_normal + student_t,1913.7681968602255,False,False
1,500,7,2,skew_normal + gaussian,1916.6039585776562,False,False
1,500,8,2,gaussian + skew_normal,1916.6045658642067,False,False
1,500,9,2,skew_normal + skew_normal,1922.8189252740315,False,False
1,500,10,3,gaussian + gaussian + gaussian,1942.0110033687024,False,False
1,1000,1,2,student_t + gaussian,3653.2790646403023,True,True
1,1000,2,2,student_t + skew_normal,3660.1866570636,False,False
1,1000,3,2,student_t + student_t,3660.230527673538,False,True
1,1000,4,2,gaussian + student_t,3667.950631523712,True,True
1,1000,5,2,skew_normal + student_t,3674.858414341225,False,False
1,1000,6,3,student_t + gaussian + gaussian,3698.0797540031085,False,False
1,1000,7,2,gaussian + gaussian,3703.648012740683,False,False
1,1000,8,3,student_t + gaussian + student_t,3704.3726144479565,False,False
1,1000,9,3,student_t + skew_normal + gaussian,3704.9873567704876,False,False
1,1000,10,3,student_t + gaussian + skew_normal,3704.987908772956,False,False
1,1500,1,2,student_t + gaussian,5704.0610120702195,True,True
1,1500,2,2,student_t + student_t,5709.085216961215,False,True
1,1500,3,2,student_t + skew_normal,5711.374162314767,False,False
1,1500,4,2,gaussian + student_t,5734.645513451119,True,True
1,1500,5,2,skew_normal + student_t,5741.958771319414,False,False
1,1500,6,2,gaussian + gaussian,5751.476465604996,False,False
1,1500,7,3,student_t + gaussian + gaussian,5752.5264554151645,False,False
1,1500,8,3,student_t + gaussian + student_t,5755.408693036454,False,False
1,1500,9,2,skew_normal + gaussian,5758.78892041342,False,False
1,1500,10,2,gaussian + skew_normal,5758.789435789645,False,False
2,500,1,2,inverse_gaussian + lognormal,1312.0270898457304,False,False
2,500,2,2,lognormal + gamma,1315.0208761645015,True,True
2,500,3,2,gamma + lognormal,1315.0217421165999,True,True
2,500,4,2,lognormal + lognormal,1315.0525621084125,False,False
2,500,5,2,inverse_gaussian + inverse_gaussian,1339.7470839657537,False,False
2,500,6,2,gamma + inverse_gaussian,1340.839944559678,False,False
2,500,7,2,inverse_gaussian + gamma,1341.7358874050185,False,False
2,500,8,2,lognormal + inverse_gaussian,1342.1516967811654,False,False
2,500,9,2,gamma + gamma,1346.3677525426258,False,False
2,500,10,3,lognormal + inverse_gaussian + lognormal,1348.2380168305224,False,False
2,1000,1,2,lognormal + gamma,2421.978570926619,True,True
2,1000,2,2,gamma + lognormal,2421.978570926619,True,True
2,1000,3,2,lognormal + lognormal,2426.7678381268674,False,False
2,1000,4,2,inverse_gaussian + gamma,2440.221643321444,False,False
2,1000,5,2,inverse_gaussian + lognormal,2444.344979420605,False,False
2,1000,6,2,lognormal + inverse_gaussian,2444.344979420605,False,False
2,1000,7,3,gamma + lognormal + lognormal,2461.883250116759,False,False
2,1000,8,3,lognormal + gamma + lognormal,2461.883250396494,False,False
2,1000,9,2,inverse_gaussian + inverse_gaussian,2462.993863078018,False,False
2,1000,10,3,inverse_gaussian + gamma + lognormal,2464.1015428368723,False,False
2,1500,1,2,lognormal + gamma,3251.8137707103488,True,True
2,1500,2,2,gamma + lognormal,3251.8137707103488,True,True
2,1500,3,2,lognormal + lognormal,3256.4674911710426,False,False
2,1500,4,2,lognormal + inverse_gaussian,3256.848739757225,False,False
2,1500,5,3,lognormal + gamma + lognormal,3300.7182299266055,False,False
2,1500,6,3,gamma + lognormal + lognormal,3300.8019571209566,False,False
2,1500,7,3,lognormal + lognormal + gamma,3301.0273453518334,False,False
2,1500,8,3,gamma + lognormal + inverse_gaussian,3302.7257501037643,False,False
2,1500,9,3,gamma + inverse_gaussian + lognormal,3302.8136792019536,False,False
2,1500,10,3,inverse_gaussian + lognormal + gamma,3302.9561954031938,False,False
3,500,1,2,nb2 + nb2,2737.616540408859,False,True
3,500,2,2,zip + poisson,2743.118545628162,False,False
3,500,3,2,poisson + zip,2743.1645487608857,False,False
3,500,4,2,nb2 + zip,2748.646589626381,False,False
3,500,5,2,zip + nb2,2748.906116721858,False,False
3,500,6,2,zip + zip,2749.4787685882347,False,False
3,500,7,2,poisson + poisson,2762.157762406194,False,False
3,500,8,2,poisson + nb2,2765.0339927858886,True,True
3,500,9,2,nb2 + poisson,2765.0420290819975,True,True
3,500,10,3,zip + poisson + poisson,2767.9536007033544,False,False
3,1000,1,2,nb2 + nb2,5508.2267237030765,False,True
3,1000,2,2,zip + poisson,5514.142876915862,False,False
3,1000,3,2,poisson + zip,5514.172704417112,False,False
3,1000,4,2,nb2 + zip,5516.4594891678835,False,False
3,1000,5,2,zip + nb2,5516.763493523154,False,False
3,1000,6,2,zip + zip,5521.013359012083,False,False
3,1000,7,3,poisson + zip + poisson,5526.230568680536,False,False
3,1000,8,3,zip + poisson + poisson,5528.18961548016,False,False
3,1000,9,3,nb2 + poisson + zip,5533.677977119898,False,False
3,1000,10,3,zip + poisson + nb2,5533.798744079229,False,False
3,1500,1,2,nb2 + nb2,8139.553582966412,False,True
3,1500,2,2,zip + poisson,8158.19844956695,False,False
3,1500,3,2,poisson + zip,8158.403657639558,False,False
3,1500,4,2,nb2 + zip,8162.898484117468,False,False
3,1500,5,2,zip + nb2,8163.14739345441,False,False
3,1500,6,2,zip + zip,8165.354557005718,False,False
3,1500,7,3,nb2 + nb2 + poisson,8176.837387330333,False,False
3,1500,8,3,zip + poisson + poisson,8177.294087884839,False,False
3,1500,9,3,nb2 + poisson + nb2,8177.352715207534,False,False
3,1500,10,3,nb2 + poisson + poisson,8178.102321475236,False,False
4,500,1,2,poisson + zip,2415.3882086365993,True,True
4,500,2,2,zip + poisson,2415.531992042964,True,True
4,500,3,2,nb2 + zip,2421.6298811331235,False,False
4,500,4,2,zip + zip,2421.686719948958,False,True
4,500,5,2,zip + nb2,2421.8132764697557,False,False
4,500,6,3,poisson + poisson + poisson,2435.1106302681983,False,False
4,500,7,3,poisson + poisson + nb2,2440.8503023627113,False,False
4,500,8,3,nb2 + poisson + poisson,2442.164430759685,False,False
4,500,9,3,nb2 + nb2 + poisson,2446.1553209159947,False,False
4,500,10,2,poisson + nb2,2446.1700456747576,False,False
4,1000,1,2,poisson + zip,4928.602855149721,True,True
4,1000,2,2,zip + poisson,4928.7435738968015,True,True
4,1000,3,2,zip + nb2,4935.3863148806295,False,False
4,1000,4,2,nb2 + zip,4935.441308869053,False,False
4,1000,5,2,zip + zip,4935.613177863335,False,True
4,1000,6,3,poisson + poisson + poisson,4958.594505683335,False,False
4,1000,7,3,nb2 + poisson + poisson,4961.172797949895,False,False
4,1000,8,3,poisson + poisson + nb2,4962.931828843637,False,False
4,1000,9,3,poisson + nb2 + poisson,4963.894189984652,False,False
4,1000,10,3,zip + poisson + poisson,4964.594907997425,False,False
4,1500,1,2,poisson + zip,7299.15437219935,True,True
4,1500,2,2,zip + poisson,7299.181009197113,True,True
4,1500,3,2,nb2 + zip,7306.034947563377,False,False
4,1500,4,2,zip + zip,7306.54427660237,False,True
4,1500,5,2,zip + nb2,7307.059505770504,False,False
4,1500,6,3,poisson + poisson + poisson,7331.463759371883,False,False
4,1500,7,3,poisson + nb2 + poisson,7338.2587865788155,False,False
4,1500,8,3,nb2 + poisson + poisson,7338.810631707275,False,False
4,1500,9,3,poisson + nb2 + nb2,7338.949750641,False,False
4,1500,10,3,nb2 + nb2 + poisson,7339.344431135419,False,False
1,500,1,2,student_t + gaussian,1920.3595849835633,True,True
1,500,2,2,student_t + student_t,1926.5468838146094,False,True
1,500,3,2,student_t + skew_normal,1926.5743425693909,False,False
1,500,4,2,gaussian + student_t,1930.6906138621944,True,True
1,500,5,2,skew_normal + student_t,1936.9050918576768,False,False
1,500,6,2,gaussian + gaussian,1951.2910762718727,False,False
1,500,7,2,skew_normal + gaussian,1957.505673193362,False,False
1,500,8,2,gaussian + skew_normal,1957.505757000055,False,False
1,500,9,3,gaussian + gaussian + student_t,1957.663459492232,False,False
1,500,10,3,student_t + gaussian + gaussian,1959.4745251811523,False,False
1,1000,1,2,student_t + gaussian,3771.816689802413,True,True
1,1000,2,2,student_t + student_t,3778.7164507552548,False,True
1,1000,3,2,student_t + skew_normal,3778.7234030192417,False,False
1,1000,4,3,student_t + gaussian + gaussian,3809.327000140158,False,False
1,1000,5,2,gaussian + student_t,3815.832169153637,True,True
1,1000,6,3,student_t + gaussian + student_t,3815.9309398362693,False,False
1,1000,7,3,student_t + student_t + gaussian,3815.946197813716,False,False
1,1000,8,3,student_t + gaussian + skew_normal,3816.2302113933774,False,False
1,1000,9,3,student_t + skew_normal + gaussian,3816.23411784506,False,False
1,1000,10,2,gaussian + gaussian,3817.136469177255,False,False
1,1500,1,2,student_t + gaussian,5724.586382147332,True,True
1,1500,2,2,student_t + student_t,5731.54953161732,False,True
1,1500,3,2,student_t + skew_normal,5731.899990949613,False,False
1,1500,4,2,gaussian + student_t,5750.4189636354695,True,True
1,1500,5,2,skew_normal + student_t,5757.731804265598,False,False
1,1500,6,3,gaussian + gaussian + gaussian,5762.591566543076,False,False
1,1500,7,3,gaussian + gaussian + skew_normal,5769.902317338574,False,False
1,1500,8,3,skew_normal + gaussian + gaussian,5769.906889810899,False,False
1,1500,9,3,gaussian + skew_normal + gaussian,5769.932302120991,False,False
1,1500,10,3,student_t + gaussian + gaussian,5773.201748027343,False,False
2,500,1,2,lognormal + lognormal,1342.934821698054,False,False
2,500,2,2,lognormal + gamma,1343.866165850033,True,True
2,500,3,2,inverse_gaussian + lognormal,1352.3063841515063,False,False
2,500,4,2,lognormal + inverse_gaussian,1352.3063841515063,False,False
2,500,5,2,gamma + lognormal,1362.0372831155485,True,True
2,500,6,2,gamma + gamma,1363.8880160259212,False,False
2,500,7,2,inverse_gaussian + gamma,1369.1504079857643,False,False
2,500,8,2,gamma + inverse_gaussian,1369.1504079857643,False,False
2,500,9,3,lognormal + gamma + lognormal,1380.4601899632876,False,False
2,500,10,3,gamma + lognormal + lognormal,1380.4601899632876,False,False
2,1000,1,2,lognormal + gamma,2165.297718422376,True,True
2,1000,2,2,gamma + lognormal,2165.297718422376,True,True
2,1000,3,2,lognormal + lognormal,2166.678203420297,False,False
2,1000,4,2,inverse_gaussian + lognormal,2171.340866008032,False,False
2,1000,5,2,inverse_gaussian + gamma,2202.3169875557487,False,False
2,1000,6,2,gamma + inverse_gaussian,2202.3169875557487,False,False
2,1000,7,2,lognormal + inverse_gaussian,2204.1066948005005,False,False
2,1000,8,2,inverse_gaussian + inverse_gaussian,2209.4282831402293,False,False
2,1000,9,3,lognormal + gamma + lognormal,2210.0975122598034,False,False
2,1000,10,3,lognormal + gamma + gamma,2211.1181141540173,False,False
2,1500,1,2,lognormal + gamma,3573.3986906457735,True,True
2,1500,2,2,gamma + lognormal,3573.3986906457735,True,True
2,1500,3,2,lognormal + lognormal,3576.600868737512,False,False
2,1500,4,2,inverse_gaussian + lognormal,3591.622256903385,False,False
2,1500,5,3,lognormal + inverse_gaussian + gamma,3620.7071506677225,False,False
2,1500,6,3,gamma + lognormal + lognormal,3621.8323940685927,False,False
2,1500,7,3,inverse_gaussian + lognormal + lognormal,3623.2463470092985,False,False
2,1500,8,3,gamma + gamma + lognormal,3624.1426973550383,False,False
2,1500,9,3,gamma + gamma + gamma,3624.768507596857,False,False
2,1500,10,3,lognormal + gamma + gamma,3625.1589778071293,False,False
3,500,1,2,poisson + zip,2796.852963381858,False,False
3,500,2,2,zip + poisson,2796.8577228881595,False,False
3,500,3,2,nb2 + zip,2802.6282828882822,False,False
3,500,4,2,zip + nb2,2802.629223714782,False,False
3,500,5,2,zip + zip,2802.981223628037,False,False
3,500,6,2,nb2 + nb2,2805.171259927816,False,True
3,500,7,3,poisson + poisson + nb2,2815.840610768202,False,False
3,500,8,3,poisson + nb2 + poisson,2816.1907450638614,False,False
3,500,9,3,nb2 + poisson + poisson,2816.534294153555,False,False
3,500,10,3,nb2 + nb2 + poisson,2822.1156758872903,False,False
3,1000,1,2,nb2 + nb2,5457.733265480599,False,True
3,1000,2,2,poisson + zip,5471.924094509651,False,False
3,1000,3,2,zip + poisson,5472.0089834766395,False,False
3,1000,4,2,zip + zip,5478.680826932844,False,False
3,1000,5,2,zip + nb2,5481.832703898784,False,False
3,1000,6,2,nb2 + zip,5482.3605588535565,False,False
3,1000,7,3,poisson + nb2 + poisson,5485.172813458027,False,False
3,1000,8,3,poisson + poisson + nb2,5485.707612797425,False,False
3,1000,9,3,nb2 + poisson + poisson,5485.750426255834,False,False
3,1000,10,3,poisson + zip + poisson,5487.518233329905,False,False
3,1500,1,2,nb2 + nb2,8235.610346082878,False,True
3,1500,2,2,poisson + zip,8252.234699766459,False,False
3,1500,3,2,zip + poisson,8252.289830863952,False,False
3,1500,4,2,zip + nb2,8257.75281463614,False,False
3,1500,5,2,nb2 + zip,8258.051242336238,False,False
3,1500,6,2,zip + zip,8258.921562378577,False,False
3,1500,7,3,zip + poisson + poisson,8271.821968105281,False,False
3,1500,8,3,poisson + zip + poisson,8273.076114466057,False,False
3,1500,9,3,zip + nb2 + poisson,8274.244198963683,False,False
3,1500,10,3,zip + poisson + nb2,8274.70347739268,False,False
4,500,1,2,zip + poisson,2501.4103565140053,True,True
4,500,2,2,poisson + zip,2501.5236851176905,True,True
4,500,3,2,nb2 + zip,2507.2709917420116,False,False
4,500,4,2,zip + nb2,2507.3058117909213,False,False
4,500,5,2,zip + zip,2507.544896420186,False,True
4,500,6,2,poisson + nb2,2526.230222961525,False,False
4,500,7,3,poisson + poisson + poisson,2527.5192876902806,False,False
4,500,8,3,poisson + poisson + nb2,2530.7587468207353,False,False
4,500,9,3,nb2 + poisson + poisson,2531.794797203286,False,False
4,500,10,2,nb2 + nb2,2532.0894261027697,False,False
4,1000,1,2,poisson + zip,4914.771341829896,True,True
4,1000,2,2,zip + poisson,4914.841397959868,True,True
4,1000,3,2,zip + nb2,4919.514684739139,False,False
4,1000,4,2,nb2 + zip,4919.858094238564,False,False
4,1000,5,2,zip + zip,4921.707583526008,False,True
4,1000,6,3,poisson + poisson + poisson,4946.979995526963,False,False
4,1000,7,3,nb2 + poisson + poisson,4948.842858572734,False,False
4,1000,8,3,poisson + nb2 + poisson,4949.005584049706,False,False
4,1000,9,3,poisson + poisson + nb2,4950.031076993743,False,False
4,1000,10,3,poisson + nb2 + nb2,4955.403533558543,False,False
4,1500,1,2,zip + poisson,7353.378038320757,True,True
4,1500,2,2,poisson + zip,7353.460711982924,True,True
4,1500,3,2,zip + nb2,7360.504452669554,False,False
4,1500,4,2,nb2 + zip,7360.545328542206,False,False
4,1500,5,2,zip + zip,7360.629882078376,False,True
4,1500,6,3,poisson + poisson + poisson,7388.403482289196,False,False
4,1500,7,3,nb2 + poisson + nb2,7389.745430697408,False,False
4,1500,8,3,poisson + nb2 + poisson,7390.52344196801,False,False
4,1500,9,3,poisson + zip + poisson,7391.081914816934,False,False
4,1500,10,3,nb2 + poisson + poisson,7391.364721890536,False,False
1,500,1,2,student_t + gaussian,1900.3644789599346,True,True
1,500,2,2,gaussian + gaussian,1905.9810218282885,False,False
1,500,3,2,student_t + student_t,1906.3865507597993,False,True
1,500,4,2,student_t + skew_normal,1906.5792345164296,False,False
1,500,5,2,gaussian + student_t,1907.063638245858,True,True
1,500,6,2,skew_normal + gaussian,1912.195529447287,False,False
1,500,7,2,gaussian + skew_normal,1912.195752876726,False,False
1,500,8,2,skew_normal + student_t,1913.277843716765,False,False
1,500,9,2,skew_normal + skew_normal,1918.4102603960066,False,False
1,500,10,3,student_t + gaussian + gaussian,1930.8501405938036,False,False
1,1000,1,2,gaussian + student_t,3719.171898420781,True,True
1,1000,2,2,student_t + student_t,3726.037039435151,False,True
1,1000,3,2,skew_normal + student_t,3726.079498018421,False,False
1,1000,4,2,student_t + gaussian,3731.9559861639523,True,True
1,1000,5,2,student_t + skew_normal,3738.8637696462783,False,False
1,1000,6,3,gaussian + student_t + gaussian,3756.2501427864636,False,False
