example_id,n,rank,K,families,bic,is_true_structure,is_equiv_structure
4,1500,7,3,poisson + zip + nb2,7399.771406361446,False,False
4,1500,8,3,nb2 + poisson + poisson,7402.661032906005,False,False
4,1500,9,3,poisson + poisson + nb2,7403.175108352603,False,False
4,1500,10,3,poisson + nb2 + poisson,7403.362328243189,False,False
1,500,1,2,gaussian + gaussian,1931.8992273655979,False,False
1,500,2,2,student_t + gaussian,1936.988778965094,True,True
1,500,3,2,gaussian + skew_normal,1938.113127306445,False,False
1,500,4,2,skew_normal + gaussian,1938.113783041713,False,False
1,500,5,2,gaussian + student_t,1938.1231810652557,True,True
1,500,6,2,student_t + skew_normal,1943.2027104087515,False,False
1,500,7,2,student_t + student_t,1943.2067357020946,False,True
1,500,8,2,skew_normal + skew_normal,1944.3276823677243,False,False
1,500,9,2,skew_normal + student_t,1944.3441208627619,False,False
1,500,10,3,gaussian + gaussian + gaussian,1972.8635768472693,False,False
1,1000,1,2,student_t + gaussian,3796.3593384081246,True,True
1,1000,2,2,student_t + student_t,3803.170113817344,False,True
1,1000,3,2,student_t + skew_normal,3803.267555466377,False,False
1,1000,4,2,gaussian + gaussian,3825.741467532249,False,False
1,1000,5,2,gaussian + skew_normal,3832.6490351633734,False,False
1,1000,6,2,skew_normal + gaussian,3832.649153270585,False,False
1,1000,7,2,gaussian + student_t,3832.9767233204097,True,True
1,1000,8,3,student_t + gaussian + gaussian,3837.5366397242706,False,False
1,1000,9,2,skew_normal + skew_normal,3839.5567213377535,False,False
1,1000,10,2,skew_normal + student_t,3839.8843642645734,False,False
1,1500,1,2,student_t + gaussian,5653.301110988809,True,True
1,1500,2,2,student_t + skew_normal,5660.614487696226,False,False
1,1500,3,2,student_t + student_t,5660.653762384723,False,True
1,1500,4,2,gaussian + gaussian,5668.815455996112,False,False
1,1500,5,2,gaussian + student_t,5676.019516400772,True,True
1,1500,6,2,skew_normal + gaussian,5676.128643671172,False,False
1,1500,7,2,gaussian + skew_normal,5676.129278808599,False,False
1,1500,8,2,skew_normal + student_t,5683.29232203088,False,False
1,1500,9,2,skew_normal + skew_normal,5683.44246943987,False,False
1,1500,10,3,student_t + gaussian + gaussian,5703.02791137053,False,False
2,500,1,2,lognormal + gamma,1209.062123171669,True,True
2,500,2,2,gamma + lognormal,1209.066130187545,True,True
2,500,3,2,lognormal + inverse_gaussian,1209.1070653308188,False,False
2,500,4,2,inverse_gaussian + lognormal,1209.110212246993,False,False
2,500,5,2,lognormal + lognormal,1209.7668821991213,False,False
2,500,6,2,gamma + inverse_gaussian,1231.5474970653793,False,False
2,500,7,2,inverse_gaussian + inverse_gaussian,1233.1204619800178,False,False
2,500,8,2,inverse_gaussian + gamma,1235.8033618010438,False,False
2,500,9,2,gamma + gamma,1238.0319142114101,False,False
2,500,10,3,inverse_gaussian + gamma + lognormal,1244.8392183616138,False,False
2,1000,1,2,lognormal + inverse_gaussian,2413.649677976993,False,False
2,1000,2,2,lognormal + lognormal,2415.2836773474774,False,False
2,1000,3,2,lognormal + gamma,2415.5695030575785,True,True
2,1000,4,3,inverse_gaussian + inverse_gaussian + lognormal,2452.2415294935777,False,False
2,1000,5,3,lognormal + inverse_gaussian + inverse_gaussian,2452.2415314408054,False,False
2,1000,6,3,inverse_gaussian + lognormal + lognormal,2454.7695097648616,False,False
2,1000,7,3,lognormal + inverse_gaussian + lognormal,2454.943081400167,False,False
2,1000,8,3,lognormal + gamma + inverse_gaussian,2455.121756750662,False,False
2,1000,9,3,gamma + inverse_gaussian + lognormal,2455.1286050594113,False,False
2,1000,10,3,inverse_gaussian + lognormal + gamma,2455.6795538741208,False,False
2,1500,1,2,gamma + lognormal,3487.4672099265986,True,True
2,1500,2,2,lognormal + gamma,3487.4706889606987,True,True
2,1500,3,2,lognormal + lognormal,3489.526380313437,False,False
2,1500,4,2,inverse_gaussian + lognormal,3508.333493306,False,False
2,1500,5,2,lognormal + inverse_gaussian,3508.333493306,False,False
2,1500,6,3,inverse_gaussian + lognormal + gamma,3520.0601819563713,False,False
2,1500,7,3,lognormal + inverse_gaussian + gamma,3520.0601819563713,False,False
2,1500,8,3,gamma + inverse_gaussian + lognormal,3520.060200542668,False,False
2,1500,9,3,lognormal + gamma + lognormal,3520.6635545483737,False,False
2,1500,10,3,gamma + lognormal + lognormal,3520.6689288655352,False,False
3,500,1,2,nb2 + nb2,2775.198611941092,False,True
3,500,2,2,zip + poisson,2779.517639286112,False,False
3,500,3,2,poisson + zip,2781.4368047437365,False,False
3,500,4,2,zip + zip,2785.803231209001,False,False
3,500,5,2,nb2 + zip,2786.773003229583,False,False
3,500,6,2,zip + nb2,2786.8383869966174,False,False
3,500,7,3,poisson + zip + poisson,2790.2273326201985,False,False
3,500,8,3,poisson + poisson + zip,2794.140093629059,False,False
3,500,9,3,poisson + nb2 + nb2,2796.454358672916,False,False
3,500,10,3,poisson + nb2 + poisson,2796.585649024129,False,False
3,1000,1,2,nb2 + nb2,5544.560066148521,False,True
3,1000,2,3,poisson + zip + poisson,5567.1377321337895,False,False
3,1000,3,3,poisson + poisson + poisson,5567.36743876979,False,False
3,1000,4,3,zip + poisson + poisson,5567.958267625737,False,False
3,1000,5,3,nb2 + poisson + poisson,5571.353075163596,False,False
3,1000,6,3,poisson + nb2 + poisson,5572.128452261128,False,False
3,1000,7,3,zip + nb2 + zip,5572.648646811701,False,False
3,1000,8,3,zip + zip + nb2,5572.848049563413,False,False
3,1000,9,3,nb2 + zip + zip,5573.072934292276,False,False
3,1000,10,3,nb2 + poisson + zip,5574.031593374746,False,False
3,1500,1,2,nb2 + nb2,8187.533715704154,False,True
3,1500,2,3,nb2 + poisson + nb2,8226.38875715133,False,False
3,1500,3,3,nb2 + nb2 + poisson,8226.712801479021,False,False
3,1500,4,3,poisson + nb2 + nb2,8227.749220218311,False,False
3,1500,5,3,zip + nb2 + nb2,8234.174789797878,False,False
3,1500,6,3,nb2 + nb2 + zip,8234.532848553128,False,False
3,1500,7,3,nb2 + zip + nb2,8235.287342265421,False,False
3,1500,8,3,nb2 + nb2 + nb2,8235.763878905447,False,False
3,1500,9,3,poisson + zip + nb2,8236.933047645944,False,False
3,1500,10,3,nb2 + zip + poisson,8237.015224021165,False,False
4,500,1,2,zip + poisson,2431.73476141472,True,True
4,500,2,2,poisson + zip,2431.7612886342076,True,True
4,500,3,2,zip + nb2,2437.0261851579717,False,False
4,500,4,2,nb2 + zip,2437.041903764509,False,False
4,500,5,2,zip + zip,2437.934563304736,False,True
4,500,6,3,poisson + poisson + poisson,2459.667067847932,False,False
4,500,7,2,poisson + nb2,2460.267615864374,False,False
4,500,8,3,poisson + nb2 + poisson,2463.2823357567845,False,False
4,500,9,2,nb2 + nb2,2466.4684929637706,False,False
4,500,10,3,poisson + zip + poisson,2467.0307857685325,False,False
4,1000,1,2,zip + poisson,4982.266718831549,True,True
4,1000,2,2,poisson + zip,4982.493501313491,True,True
4,1000,3,2,zip + zip,4989.347807886171,False,True
4,1000,4,2,zip + nb2,4989.45212836355,False,False
4,1000,5,2,nb2 + zip,4989.884365455829,False,False
4,1000,6,3,nb2 + poisson + poisson,5008.161117103368,False,False
4,1000,7,2,nb2 + nb2,5008.234835219338,False,False
4,1000,8,3,poisson + poisson + poisson,5014.113399997897,False,False
4,1000,9,3,poisson + nb2 + poisson,5014.320629143137,False,False
4,1000,10,3,nb2 + poisson + nb2,5014.633611061318,False,False
4,1500,1,2,zip + poisson,7463.213762023149,True,True
4,1500,2,2,poisson + zip,7463.341211661032,True,True
4,1500,3,2,zip + zip,7470.710264006034,False,True
4,1500,4,2,zip + nb2,7470.776791998032,False,False
4,1500,5,2,nb2 + zip,7470.831932739532,False,False
4,1500,6,3,poisson + nb2 + poisson,7498.6874080149455,False,False
4,1500,7,3,zip + poisson + poisson,7500.687130295581,False,False
4,1500,8,3,nb2 + poisson + poisson,7502.054744279575,False,False
4,1500,9,3,poisson + poisson + nb2,7502.259851599781,False,False
4,1500,10,3,nb2 + nb2 + poisson,7502.510223973982,False,False
1,500,1,2,gaussian + gaussian,1921.432979715335,False,False
1,500,2,2,student_t + gaussian,1924.9066379645128,True,True
1,500,3,2,gaussian + student_t,1927.5899875869816,True,True
1,500,4,2,gaussian + skew_normal,1927.6475258532294,False,False
1,500,5,2,skew_normal + gaussian,1927.6475910062925,False,False
1,500,6,2,student_t + skew_normal,1931.1212834396738,False,False
1,500,7,2,student_t + student_t,1931.1500631957479,False,True
1,500,8,2,skew_normal + student_t,1933.805101276388,False,False
1,500,9,2,skew_normal + skew_normal,1933.8621377365212,False,False
1,500,10,3,gaussian + gaussian + gaussian,1955.8323923643334,False,False
1,1000,1,2,student_t + gaussian,3853.646227568152,True,True
1,1000,2,2,student_t + skew_normal,3860.5536145159995,False,False
1,1000,3,2,student_t + student_t,3860.6129372084747,False,True
1,1000,4,2,gaussian + student_t,3865.7932983824744,True,True
1,1000,5,2,skew_normal + student_t,3872.7015000810657,False,False
1,1000,6,2,gaussian + gaussian,3876.5361363315155,False,False
1,1000,7,2,skew_normal + gaussian,3883.442596076713,False,False
1,1000,8,2,gaussian + skew_normal,3883.443142242753,False,False
1,1000,9,2,skew_normal + skew_normal,3890.3495974112034,False,False
1,1000,10,3,gaussian + gaussian + gaussian,3893.627151193542,False,False
1,1500,1,2,student_t + gaussian,5542.6484035127505,True,True
1,1500,2,2,student_t + student_t,5549.317098166928,False,True
1,1500,3,2,student_t + skew_normal,5549.961686302473,False,False
1,1500,4,2,gaussian + student_t,5567.8585262264905,True,True
1,1500,5,2,skew_normal + student_t,5575.171587497491,False,False
1,1500,6,3,student_t + gaussian + gaussian,5588.854978889482,False,False
1,1500,7,2,gaussian + gaussian,5593.055240305335,False,False
1,1500,8,3,student_t + gaussian + student_t,5595.409096489988,False,False
1,1500,9,3,student_t + student_t + gaussian,5595.955178406348,False,False
1,1500,10,3,student_t + gaussian + skew_normal,5596.168658444741,False,False
2,500,1,2,lognormal + gamma,1281.6259414668395,True,True
2,500,2,2,gamma + lognormal,1281.6259414668395,True,True
2,500,3,2,lognormal + lognormal,1284.6156377843129,False,False
2,500,4,2,lognormal + inverse_gaussian,1294.0712798308825,False,False
2,500,5,2,inverse_gaussian + gamma,1310.9486741044827,False,False
2,500,6,2,gamma + inverse_gaussian,1310.9486741044827,False,False
2,500,7,3,gamma + inverse_gaussian + gamma,1311.9109690069167,False,False
2,500,8,3,gamma + gamma + inverse_gaussian,1311.9109691059111,False,False
2,500,9,3,inverse_gaussian + gamma + gamma,1311.9109693369048,False,False
2,500,10,3,gamma + gamma + gamma,1312.7337865301229,False,False
2,1000,1,2,lognormal + lognormal,2184.38312859671,False,False
2,1000,2,2,gamma + lognormal,2184.3918305281104,True,True
2,1000,3,2,inverse_gaussian + lognormal,2196.86457647941,False,False
2,1000,4,2,lognormal + inverse_gaussian,2196.86457647941,False,False
2,1000,5,2,inverse_gaussian + gamma,2222.5858782290275,False,False
2,1000,6,2,gamma + inverse_gaussian,2222.5858782290275,False,False
2,1000,7,3,lognormal + gamma + gamma,2229.148846436252,False,False
2,1000,8,3,lognormal + gamma + lognormal,2230.998489607167,False,False
2,1000,9,2,inverse_gaussian + inverse_gaussian,2231.4185217094155,False,False
2,1000,10,3,lognormal + lognormal + lognormal,2231.6828052081937,False,False
2,1500,1,2,gamma + lognormal,3051.54263932324,True,True
2,1500,2,2,lognormal + gamma,3051.5429069378347,True,True
2,1500,3,2,lognormal + lognormal,3055.9558033531243,False,False
2,1500,4,2,lognormal + inverse_gaussian,3077.7740290937686,False,False
2,1500,5,3,gamma + inverse_gaussian + lognormal,3097.5713255106643,False,False
2,1500,6,3,inverse_gaussian + gamma + lognormal,3097.571638602594,False,False
2,1500,7,3,lognormal + inverse_gaussian + gamma,3097.8612083747025,False,False
2,1500,8,3,gamma + lognormal + inverse_gaussian,3101.287175105153,False,False
2,1500,9,3,gamma + inverse_gaussian + gamma,3103.0104674774643,False,False
2,1500,10,3,gamma + gamma + inverse_gaussian,3103.0378959026016,False,False
3,500,1,2,poisson + zip,2742.7577514079926,False,False
3,500,2,2,zip + poisson,2743.152270036012,False,False
3,500,3,2,poisson + poisson,2746.973247455161,False,False
3,500,4,2,zip + nb2,2747.542517050333,False,False
3,500,5,2,nb2 + nb2,2747.9478490737056,False,True
3,500,6,2,nb2 + zip,2748.362589852959,False,False
3,500,7,2,zip + zip,2748.986861850505,False,False
3,500,8,2,nb2 + poisson,2751.296137088755,True,True
3,500,9,2,poisson + nb2,2752.557098605325,True,True
3,500,10,3,poisson + poisson + nb2,2767.9254874536014,False,False
3,1000,1,2,nb2 + nb2,5476.157092814338,False,True
3,1000,2,2,zip + poisson,5484.081326854733,False,False
3,1000,3,2,poisson + zip,5484.44514849648,False,False
3,1000,4,2,zip + nb2,5489.2592014746415,False,False
3,1000,5,2,nb2 + zip,5489.347850590945,False,False
3,1000,6,2,zip + zip,5490.971261727097,False,False
3,1000,7,3,poisson + poisson + poisson,5502.553499655042,False,False
3,1000,8,3,poisson + poisson + zip,5504.841594664318,False,False
3,1000,9,3,nb2 + nb2 + poisson,5509.341729589886,False,False
3,1000,10,3,poisson + nb2 + zip,5510.154204070574,False,False
3,1500,1,2,nb2 + nb2,8162.658827205789,False,True
3,1500,2,2,zip + poisson,8193.854628337194,False,False
3,1500,3,2,poisson + zip,8193.93326224599,False,False
3,1500,4,2,zip + nb2,8198.243305383003,False,False
3,1500,5,2,nb2 + zip,8199.268054141136,False,False
3,1500,6,3,poisson + zip + poisson,8199.32237431819,False,False
3,1500,7,3,poisson + poisson + zip,8199.858135546172,False,False
3,1500,8,2,zip + zip,8200.902783372645,False,False
3,1500,9,3,poisson + nb2 + nb2,8202.1867936101,False,False
3,1500,10,3,nb2 + nb2 + poisson,8203.18512833543,False,False
4,500,1,2,poisson + zip,2536.9105730953356,True,True
4,500,2,2,zip + poisson,2536.925886559279,True,True
4,500,3,2,zip + nb2,2542.1167249758664,False,False
4,500,4,2,nb2 + zip,2542.2247513218463,False,False
4,500,5,2,zip + zip,2543.048632973876,False,True
4,500,6,3,nb2 + poisson + poisson,2562.156046491094,False,False
4,500,7,3,poisson + poisson + nb2,2564.18598880043,False,False
4,500,8,2,nb2 + nb2,2564.210858579635,False,False
4,500,9,3,poisson + poisson + poisson,2564.7741866766582,False,False
4,500,10,3,poisson + nb2 + poisson,2567.0824527083773,False,False
4,1000,1,2,zip + poisson,4923.969010934011,True,True
4,1000,2,2,poisson + zip,4924.507379621426,True,True
4,1000,3,2,zip + nb2,4930.6050551409835,False,False
4,1000,4,2,nb2 + zip,4930.61003209575,False,False
4,1000,5,2,zip + zip,4930.780845587836,False,True
4,1000,6,3,poisson + poisson + nb2,4955.115474487398,False,False
4,1000,7,3,poisson + zip + poisson,4955.344806959538,False,False
4,1000,8,3,poisson + poisson + zip,4956.020405035079,False,False
4,1000,9,3,poisson + nb2 + poisson,4956.542880756024,False,False
4,1000,10,3,zip + poisson + poisson,4956.694187489851,False,False
4,1500,1,2,zip + poisson,7427.495930307572,True,True
4,1500,2,2,poisson + zip,7427.542468950979,True,True
4,1500,3,2,zip + nb2,7431.461724654657,False,False
4,1500,4,2,nb2 + zip,7432.525665620994,False,False
4,1500,5,2,zip + zip,7434.804644589256,False,True
4,1500,6,3,poisson + nb2 + poisson,7467.712681367629,False,False
4,1500,7,3,poisson + poisson + poisson,7468.098161641293,False,False
4,1500,8,3,nb2 + nb2 + poisson,7469.50284258965,False,False
4,1500,9,3,poisson + zip + poisson,7469.785467625947,False,False
4,1500,10,3,zip + poisson + poisson,7471.182722976934,False,False
1,500,1,2,student_t + gaussian,2021.4732665767226,True,True
1,500,2,2,student_t + student_t,2026.3902084913616,False,True
1,500,3,2,student_t + skew_normal,2027.6878531402974,False,False
1,500,4,2,gaussian + student_t,2033.9308839975622,True,True
1,500,5,2,gaussian + gaussian,2035.992481729951,False,False
1,500,6,2,skew_normal + student_t,2040.1458738967663,False,False
1,500,7,2,gaussian + skew_normal,2042.205928627279,False,False
1,500,8,2,skew_normal + gaussian,2042.207083425307,False,False
1,500,9,3,student_t + gaussian + gaussian,2046.426650898702,False,False
1,500,10,2,skew_normal + skew_normal,2048.420528348742,False,False
1,1000,1,2,gaussian + gaussian,3767.5641637727867,False,False
1,1000,2,2,student_t + gaussian,3770.230154033687,True,True
1,1000,3,2,gaussian + student_t,3771.6798241144234,True,True
1,1000,4,2,skew_normal + gaussian,3774.4719124027692,False,False
1,1000,5,2,gaussian + skew_normal,3774.472316851779,False,False
1,1000,6,2,student_t + student_t,3775.343855394255,False,True
1,1000,7,2,student_t + skew_normal,3777.137466984255,False,False
1,1000,8,2,skew_normal + student_t,3778.587550083154,False,False
1,1000,9,2,skew_normal + skew_normal,3781.3800643265336,False,False
1,1000,10,3,gaussian + gaussian + gaussian,3793.630328559279,False,False
1,1500,1,2,student_t + gaussian,5672.62214165075,True,True
1,1500,2,2,student_t + student_t,5679.860491810138,False,True
1,1500,3,2,student_t + skew_normal,5679.935326271077,False,False
1,1500,4,2,gaussian + gaussian,5707.9844569925735,False,False
1,1500,5,2,gaussian + student_t,5713.840562961327,True,True
1,1500,6,2,skew_normal + gaussian,5715.296606360783,False,False
1,1500,7,2,gaussian + skew_normal,5715.297724975794,False,False
1,1500,8,3,student_t + gaussian + gaussian,5718.515607867987,False,False
1,1500,9,2,skew_normal + student_t,5721.1511243173245,False,False
1,1500,10,2,skew_normal + skew_normal,5722.609898775927,False,False
2,500,1,2,lognormal + gamma,1191.2942826829124,True,True
2,500,2,2,lognormal + lognormal,1192.1703350695618,False,False
2,500,3,2,inverse_gaussian + lognormal,1199.3424417037018,False,False
2,500,4,2,lognormal + inverse_gaussian,1199.3424417037018,False,False
2,500,5,2,gamma + lognormal,1211.146139268027,True,True
2,500,6,2,gamma + gamma,1212.383255347131,False,False
2,500,7,2,inverse_gaussian + gamma,1215.738752953631,False,False
2,500,8,2,gamma + inverse_gaussian,1215.738752953631,False,False
2,500,9,3,lognormal + lognormal + inverse_gaussian,1219.5607467315463,False,False
2,500,10,3,inverse_gaussian + lognormal + lognormal,1219.5869668734385,False,False
2,1000,1,2,lognormal + lognormal,2254.408673206205,False,False
2,1000,2,2,lognormal + gamma,2254.913994641915,True,True
2,1000,3,2,gamma + lognormal,2254.913994641915,True,True
2,1000,4,2,lognormal + inverse_gaussian,2266.617036253798,False,False
2,1000,5,2,inverse_gaussian + gamma,2293.5059707924374,False,False
2,1000,6,2,gamma + inverse_gaussian,2293.5059707924374,False,False
2,1000,7,2,inverse_gaussian + lognormal,2295.1362976790083,False,False
2,1000,8,3,lognormal + inverse_gaussian + gamma,2296.3126461470183,False,False
2,1000,9,3,gamma + inverse_gaussian + lognormal,2296.3126465305304,False,False
2,1000,10,3,lognormal + gamma + inverse_gaussian,2296.3126493757463,False,False
2,1500,1,2,gamma + lognormal,3734.127050331094,True,True
2,1500,2,2,lognormal + lognormal,3741.618920878193,False,False
2,1500,3,2,inverse_gaussian + lognormal,3766.4166262410886,False,False
2,1500,4,3,gamma + lognormal + inverse_gaussian,3782.0310722725617,False,False
2,1500,5,3,lognormal + gamma + inverse_gaussian,3782.0310722725617,False,False
2,1500,6,3,gamma + inverse_gaussian + lognormal,3783.069209149087,False,False
2,1500,7,3,gamma + gamma + lognormal,3784.1730297799318,False,False
2,1500,8,3,gamma + lognormal + gamma,3784.1730311559927,False,False
2,1500,9,3,gamma + gamma + gamma,3786.616193501411,False,False
2,1500,10,3,gamma + inverse_gaussian + gamma,3787.1624617820403,False,False
3,500,1,2,nb2 + nb2,2839.114399199635,False,True
3,500,2,2,poisson + zip,2850.7059011960146,False,False
3,500,3,2,zip + poisson,2855.887656221207,False,False
3,500,4,2,nb2 + zip,2856.7295066767238,False,False
3,500,5,2,zip + nb2,2856.7597021341408,False,False
3,500,6,3,poisson + poisson + poisson,2860.1166261709955,False,False
3,500,7,2,zip + zip,2861.953171203946,False,False
3,500,8,3,zip + poisson + nb2,2864.9403243061306,False,False
3,500,9,3,poisson + zip + zip,2865.1884434330354,False,False
3,500,10,3,nb2 + zip + poisson,2866.130195866637,False,False
3,1000,1,2,nb2 + nb2,5466.307695243506,False,True
3,1000,2,3,poisson + poisson + poisson,5484.926741829951,False,False
3,1000,3,3,poisson + poisson + nb2,5489.931067023612,False,False
3,1000,4,3,poisson + nb2 + nb2,5496.25980399689,False,False
3,1000,5,3,poisson + poisson + zip,5497.731641256452,False,False
3,1000,6,3,poisson + zip + poisson,5498.620374221264,False,False
3,1000,7,2,zip + poisson,5499.303985933155,False,False
3,1000,8,3,poisson + zip + zip,5501.330663046335,False,False
3,1000,9,3,nb2 + nb2 + poisson,5502.0861407108405,False,False
3,1000,10,3,nb2 + poisson + nb2,5502.461005856161,False,False
3,1500,1,2,nb2 + nb2,8248.14188518189,False,True
3,1500,2,2,poisson + zip,8267.55967270021,False,False
3,1500,3,2,zip + poisson,8267.907346296692,False,False
3,1500,4,2,zip + nb2,8272.258995872886,False,False
3,1500,5,2,nb2 + zip,8273.550823453541,False,False
3,1500,6,2,zip + zip,8274.6110288906,False,False
3,1500,7,3,poisson + poisson + poisson,8280.061046717627,False,False
3,1500,8,3,poisson + zip + poisson,8284.08109977799,False,False
3,1500,9,3,poisson + poisson + zip,8285.820894493218,False,False
3,1500,10,3,nb2 + nb2 + poisson,8285.88864778355,False,False
4,500,1,2,poisson + zip,2484.6478184865937,True,True
4,500,2,2,zip + poisson,2484.651145652466,True,True
4,500,3,2,nb2 + zip,2489.948020330371,False,False
4,500,4,2,zip + nb2,2490.8432756941766,False,False
4,500,5,2,zip + zip,2490.8964159518155,False,True
4,500,6,2,nb2 + nb2,2506.6489834156137,False,False
4,500,7,3,poisson + poisson + poisson,2509.7401951989054,False,False
4,500,8,3,zip + poisson + poisson,2514.5515204115504,False,False
4,500,9,3,nb2 + poisson + poisson,2514.8477307904245,False,False
4,500,10,3,poisson + poisson + zip,2514.874331470641,False,False
4,1000,1,2,poisson + zip,5007.428632875842,True,True
4,1000,2,2,zip + poisson,5007.489608663872,True,True
4,1000,3,2,zip + nb2,5009.651962236913,False,False
4,1000,4,2,nb2 + zip,5009.872083621881,False,False
4,1000,5,2,zip + zip,5014.274012898147,False,True
4,1000,6,3,poisson + poisson + nb2,5032.338651292528,False,False
4,1000,7,2,nb2 + nb2,5034.156282296957,False,False
4,1000,8,3,nb2 + poisson + poisson,5037.650914960785,False,False
4,1000,9,3,poisson + nb2 + zip,5039.625322998166,False,False
4,1000,10,3,poisson + poisson + poisson,5039.684791220863,False,False
4,1500,1,2,poisson + zip,7349.089437575546,True,True
4,1500,2,2,zip + poisson,7349.115318400858,True,True
4,1500,3,2,nb2 + zip,7353.243368348395,False,False
4,1500,4,2,zip + nb2,7353.953508417217,False,False
4,1500,5,2,zip + zip,7356.523598796466,False,True
4,1500,6,3,poisson + poisson + poisson,7378.944506517774,False,False
4,1500,7,3,poisson + poisson + nb2,7381.319202601495,False,False
4,1500,8,3,poisson + nb2 + nb2,7385.950537141215,False,False
4,1500,9,3,nb2 + poisson + poisson,7386.211481903033,False,False
4,1500,10,3,nb2 + nb2 + poisson,7386.486649695219,False,False
1,500,1,2,student_t + gaussian,1889.3974693265743,True,True
1,500,2,2,student_t + skew_normal,1895.6121011005562,False,False
1,500,3,2,student_t + student_t,1895.617260791808,False,True
1,500,4,2,gaussian + student_t,1901.9859458674343,True,True
1,500,5,2,skew_normal + student_t,1908.2004863942784,False,False
1,500,6,2,gaussian + gaussian,1918.1663558225512,False,False
1,500,7,2,skew_normal + gaussian,1924.380931459408,False,False
1,500,8,2,gaussian + skew_normal,1924.3809539360877,False,False
1,500,9,3,student_t + gaussian + gaussian,1926.5706203588093,False,False
1,500,10,3,student_t + gaussian + student_t,1926.990850040885,False,False
1,1000,1,2,student_t + gaussian,3736.4220526816794,True,True
1,1000,2,2,student_t + student_t,3738.968336448233,False,True
1,1000,3,2,gaussian + student_t,3743.170224331379,True,True
1,1000,4,2,student_t + skew_normal,3743.338602275407,False,False
1,1000,5,2,skew_normal + student_t,3750.0781401376253,False,False
1,1000,6,2,gaussian + gaussian,3752.198794089628,False,False
1,1000,7,2,gaussian + skew_normal,3759.106505244967,False,False
1,1000,8,2,skew_normal + gaussian,3759.1066650112393,False,False
1,1000,9,2,skew_normal + skew_normal,3766.0143754178366,False,False
1,1000,10,3,student_t + student_t + gaussian,3778.9849605755617,False,False
1,1500,1,2,student_t + gaussian,5698.9745965038055,True,True
1,1500,2,2,student_t + student_t,5703.418343044895,False,True
1,1500,3,2,student_t + skew_normal,5706.287713536372,False,False
1,1500,4,2,gaussian + student_t,5712.83363673175,True,True
1,1500,5,2,skew_normal + student_t,5720.147177337887,False,False
1,1500,6,3,student_t + student_t + gaussian,5744.263028472709,False,False
1,1500,7,2,gaussian + gaussian,5746.249189511216,False,False
1,1500,8,3,student_t + gaussian + gaussian,5746.872703562067,False,False
1,1500,9,3,gaussian + student_t + gaussian,5748.506336905384,False,False
1,1500,10,3,student_t + gaussian + student_t,5750.708519000424,False,False
2,500,1,2,lognormal + lognormal,1200.4774775908684,False,False
2,500,2,2,gamma + lognormal,1201.5400431080354,True,True
2,500,3,2,lognormal + inverse_gaussian,1210.511880046326,False,False
2,500,4,2,inverse_gaussian + gamma,1221.1969224049003,False,False
2,500,5,2,gamma + inverse_gaussian,1221.1969224049003,False,False
2,500,6,2,inverse_gaussian + lognormal,1221.9482865447349,False,False
2,500,7,2,inverse_gaussian + inverse_gaussian,1229.538477021837,False,False
2,500,8,3,inverse_gaussian + gamma + gamma,1237.4755936274862,False,False
2,500,9,3,gamma + gamma + inverse_gaussian,1237.4755939371448,False,False
2,500,10,3,lognormal + lognormal + inverse_gaussian,1238.4277117490988,False,False
2,1000,1,2,lognormal + gamma,2382.336416598222,True,True
2,1000,2,2,lognormal + lognormal,2384.200022865977,False,False
2,1000,3,2,inverse_gaussian + lognormal,2398.2924447509354,False,False
2,1000,4,2,lognormal + inverse_gaussian,2398.2924447509354,False,False
2,1000,5,2,inverse_gaussian + gamma,2427.5391922202866,False,False
2,1000,6,3,lognormal + gamma + lognormal,2428.5813668646742,False,False
2,1000,7,3,lognormal + lognormal + gamma,2428.621748546437,False,False
2,1000,8,3,gamma + gamma + lognormal,2428.9723364463184,False,False
2,1000,9,3,gamma + lognormal + gamma,2429.0949121429785,False,False
2,1000,10,3,lognormal + gamma + gamma,2429.105306243655,False,False
2,1500,1,2,lognormal + gamma,3393.4161718331047,True,True
2,1500,2,2,gamma + lognormal,3393.4161718331047,True,True
2,1500,3,2,lognormal + lognormal,3396.6967075178536,False,False
2,1500,4,2,inverse_gaussian + lognormal,3413.3152136286594,False,False
2,1500,5,2,lognormal + inverse_gaussian,3413.3152136286594,False,False
2,1500,6,3,lognormal + inverse_gaussian + gamma,3423.7635560138556,False,False
2,1500,7,3,lognormal + gamma + inverse_gaussian,3423.7635591666935,False,False
2,1500,8,3,gamma + gamma + lognormal,3424.1686685630134,False,False
2,1500,9,3,gamma + gamma + inverse_gaussian,3426.1116812029036,False,False
2,1500,10,3,inverse_gaussian + lognormal + lognormal,3426.9332788009983,False,False
3,500,1,2,nb2 + nb2,2774.4716034232297,False,True
3,500,2,2,poisson + zip,2791.7033014592544,False,False
3,500,3,2,zip + poisson,2791.796465520163,False,False
3,500,4,3,poisson + poisson + poisson,2793.305035373384,False,False
3,500,5,2,zip + nb2,2793.7367850190094,False,False
3,500,6,2,nb2 + zip,2793.7501734698226,False,False
3,500,7,2,zip + zip,2798.019184267875,False,False
3,500,8,3,nb2 + nb2 + poisson,2799.3400941104605,False,False
3,500,9,3,nb2 + poisson + zip,2800.178686019777,False,False
3,500,10,3,poisson + poisson + zip,2800.4821280744686,False,False
