scenario,example_id,seed,penalty,lambda,l1_ratio,bic,test_ll,time,tpr,fpr,fdr,fnr,mse,selected_size,active_size,tp,fp,fn,tn
B,2,4002,enet,2.0,0.5,2401.095233881973,-1.0889430926468804,1.171276330947876,1.0,1.0,0.75,0.0,0.00138560419665868,40,10,10,30,0,0
B,2,4002,enet,5.0,0.5,2394.5568645287153,-1.0873401059346097,1.2146925926208496,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0012080146172978984,39,10,10,29,0,1
B,2,4002,enet,10.0,0.5,2375.009329127362,-1.0847564319477982,1.2031288146972656,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0009508616918635391,36,10,10,26,0,4
B,2,4002,enet,20.0,0.5,2365.0876505443734,-1.0807828434665618,1.2212092876434326,1.0,0.8,0.7058823529411765,0.0,0.0006094740278066333,34,10,10,24,0,6
B,2,4002,enet,50.0,0.5,2316.3301169001015,-1.077110883746371,1.2485599517822266,1.0,0.4666666666666667,0.5833333333333334,0.0,0.0005610568244613699,24,10,10,14,0,16
B,2,4002,enet,100.0,0.5,2316.6940885378417,-1.087338134870939,1.4632818698883057,1.0,0.26666666666666666,0.4444444444444444,0.0,0.0028979569916778368,18,10,10,8,0,22
B,2,4002,enet,200.0,0.5,2318.5346770199194,-1.1107435303101756,1.6771597862243652,0.6,0.1,0.3333333333333333,0.4,0.007917360806575265,9,10,6,3,4,27
B,4,4004,none,0.0,,5128.920146195989,-2.452487133503824,5.937929153442383,1.0,1.0,0.75,0.0,0.005800219778219485,40,10,10,30,0,0
B,4,4004,lasso,1.0,,5129.197939741625,-2.450202172107436,5.934546947479248,1.0,1.0,0.75,0.0,0.005470319495447349,40,10,10,30,0,0
B,4,4004,lasso,2.0,,5129.512089471692,-2.4466164241959247,6.022408962249756,1.0,1.0,0.75,0.0,0.004957462886957719,40,10,10,30,0,0
B,4,4004,lasso,5.0,,5125.011259022357,-2.4386940442951297,5.6384031772613525,1.0,0.9666666666666667,0.7435897435897436,0.0,0.003943368682967281,39,10,10,29,0,1
B,4,4004,lasso,10.0,,5103.178210849549,-2.4287264433331113,5.934176445007324,1.0,0.8333333333333333,0.7142857142857143,0.0,0.002768825906767766,35,10,10,25,0,5
B,4,4004,lasso,20.0,,5066.787324824955,-2.4255273950554272,5.121535539627075,1.0,0.6,0.6428571428571429,0.0,0.002974531622734,28,10,10,18,0,12
B,4,4004,lasso,50.0,,5020.275220920175,-2.441749250872651,4.460210800170898,1.0,0.16666666666666666,0.3333333333333333,0.0,0.008058036146180008,15,10,10,5,0,25
B,4,4004,lasso,100.0,,5113.940485730343,-2.4984717582497944,4.246500253677368,0.9,0.1,0.25,0.1,0.020234630671465685,12,10,9,3,1,27
B,4,4004,lasso,200.0,,5238.902464131248,-2.5681728774620267,3.6512246131896973,0.6,0.0,0.0,0.4,0.029974111987713218,6,10,6,0,4,30
B,4,4004,enet,1.0,0.5,5129.142405666275,-2.4507472946555864,5.813030958175659,1.0,1.0,0.75,0.0,0.005609589461057003,40,10,10,30,0,0
B,4,4004,enet,2.0,0.5,5129.259623825823,-2.4490549568073994,5.996382474899292,1.0,1.0,0.75,0.0,0.00534604329286009,40,10,10,30,0,0
B,4,4004,enet,5.0,0.5,5130.327366133884,-2.4441748863744555,5.743305921554565,1.0,1.0,0.75,0.0,0.004701905888221887,40,10,10,30,0,0
B,4,4004,enet,10.0,0.5,5125.952078862085,-2.4372013016030323,5.640404939651489,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0038168180318128627,39,10,10,29,0,1
B,4,4004,enet,20.0,0.5,5112.460422591828,-2.428866884790621,5.73123574256897,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0030083513056561543,36,10,10,26,0,4
B,4,4004,enet,50.0,0.5,5074.697993679384,-2.431651514265828,4.7404093742370605,1.0,0.5666666666666667,0.6296296296296297,0.0,0.004973545791800285,27,10,10,17,0,13
B,4,4004,enet,100.0,0.5,5039.688961267329,-2.4520772345955395,4.24909520149231,1.0,0.16666666666666666,0.3333333333333333,0.0,0.010486263542825999,15,10,10,5,0,25
B,4,4004,enet,200.0,0.5,5145.831430947706,-2.512506768667794,4.186025142669678,0.9,0.1,0.25,0.1,0.0220217565208732,12,10,9,3,1,27
B,1,4101,none,0.0,,4094.9993916036456,-1.9165264513548896,0.6894044876098633,1.0,1.0,0.75,0.0,0.005057306965701376,40,10,10,30,0,0
B,1,4101,lasso,1.0,,4095.248961331495,-1.9142052218694448,0.6573657989501953,1.0,1.0,0.75,0.0,0.004470749492762481,40,10,10,30,0,0
B,1,4101,lasso,2.0,,4082.11929268258,-1.9122600749129608,0.6592433452606201,1.0,0.9333333333333333,0.7368421052631579,0.0,0.003984397626559765,38,10,10,28,0,2
B,1,4101,lasso,5.0,,4051.5110543270644,-1.9082095643160326,0.6616947650909424,1.0,0.7333333333333334,0.6875,0.0,0.0030307282113697124,32,10,10,22,0,8
B,1,4101,lasso,10.0,,4007.081780453607,-1.905174923705048,0.6951663494110107,1.0,0.5,0.6,0.0,0.0028007826562190274,25,10,10,15,0,15
B,1,4101,lasso,20.0,,3970.6235538951305,-1.9110910486208685,0.7877388000488281,1.0,0.16666666666666666,0.3333333333333333,0.0,0.006585309018778831,15,10,10,5,0,25
B,1,4101,lasso,50.0,,4250.227846616867,-2.093760007167889,0.7999739646911621,0.6,0.0,0.0,0.4,0.11329619414753356,6,10,6,0,4,30
B,1,4101,lasso,100.0,,4405.396097977907,-2.191616971189873,0.8853602409362793,0.2,0.0,0.0,0.8,0.1625128076228859,2,10,2,0,8,30
B,1,4101,lasso,200.0,,4405.500966173102,-2.191605952221117,0.885507345199585,0.2,0.0,0.0,0.8,0.1626112901459288,2,10,2,0,8,30
B,1,4101,enet,1.0,0.5,4095.1293673807913,-1.9153171955706743,0.6732220649719238,1.0,1.0,0.75,0.0,0.0047431721756667706,40,10,10,30,0,0
B,1,4101,enet,2.0,0.5,4095.4493857034754,-1.914231831793089,0.6753017902374268,1.0,1.0,0.75,0.0,0.004466019746299504,40,10,10,30,0,0
B,1,4101,enet,5.0,0.5,4069.7534528905344,-1.9118477368861864,0.6713094711303711,1.0,0.8666666666666667,0.7222222222222222,0.0,0.003879993443437855,36,10,10,26,0,4
B,1,4101,enet,10.0,0.5,4048.2246149839652,-1.9100455482538914,0.6788983345031738,1.0,0.7333333333333334,0.6875,0.0,0.003546863964206297,32,10,10,22,0,8
B,1,4101,enet,20.0,0.5,4021.341266786327,-1.9128748803418993,0.7477202415466309,1.0,0.5,0.6,0.0,0.005382824867144169,25,10,10,15,0,15
B,1,4101,enet,50.0,0.5,4076.5263920080865,-1.981530766965218,0.8740239143371582,1.0,0.06666666666666667,0.16666666666666666,0.0,0.041561094516606265,12,10,10,2,0,28
B,1,4101,enet,100.0,0.5,4348.811315301328,-2.149651739292818,0.5363588333129883,0.5,0.0,0.0,0.5,0.14002779567492196,5,10,5,0,5,30
B,1,4101,enet,200.0,0.5,4405.703221981613,-2.191664351988632,0.7942595481872559,0.2,0.0,0.0,0.8,0.16274015552766674,2,10,2,0,8,30
B,2,4102,none,0.0,,2433.1196017295006,-1.080737848418372,1.4629192352294922,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0020315617657164276,39,10,10,29,0,1
B,2,4102,lasso,1.0,,2426.2826885029185,-1.0801723474224638,1.623558521270752,1.0,0.9666666666666667,0.7435897435897436,0.0,0.001927361920801484,39,10,10,29,0,1
B,2,4102,lasso,2.0,,2419.5631547474527,-1.0797577813954335,1.6115188598632812,1.0,0.9333333333333333,0.7368421052631579,0.0,0.001837082977934605,38,10,10,28,0,2
B,2,4102,lasso,5.0,,2406.9096669438177,-1.0786707676974763,1.6754519939422607,1.0,0.8666666666666667,0.7222222222222222,0.0,0.001610171324619744,36,10,10,26,0,4
B,2,4102,lasso,10.0,,2404.110759693517,-1.0776951048824892,1.5195350646972656,1.0,0.8333333333333333,0.7142857142857143,0.0,0.0013882556149476411,35,10,10,25,0,5
B,2,4102,lasso,20.0,,2370.2754664070617,-1.08007700905771,1.5333733558654785,1.0,0.6,0.6428571428571429,0.0,0.0017702334021259655,28,10,10,18,0,12
B,2,4102,lasso,50.0,,2341.151297530997,-1.101096885708998,1.5974063873291016,0.8,0.26666666666666666,0.5,0.2,0.006569027699847689,16,10,8,8,2,22
B,2,4102,lasso,100.0,,2316.887923479303,-1.1071565917855941,1.6637451648712158,0.6,0.16666666666666666,0.45454545454545453,0.4,0.00790711622737793,11,10,6,5,4,25
B,2,4102,lasso,200.0,,2300.898953621408,-1.112862822173829,1.873091697692871,0.6,0.0,0.0,0.4,0.007944684982922676,6,10,6,0,4,30
B,2,4102,enet,1.0,0.5,2433.1432239470755,-1.080408453276969,1.488614559173584,1.0,0.9666666666666667,0.7435897435897436,0.0,0.001974330573879328,39,10,10,29,0,1
B,2,4102,enet,2.0,0.5,2426.2961892914946,-1.0802220267860294,1.5832507610321045,1.0,0.9666666666666667,0.7435897435897436,0.0,0.001925407088311092,39,10,10,29,0,1
B,2,4102,enet,5.0,0.5,2419.773564455486,-1.079614258729085,1.60329270362854,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0017914828718251193,38,10,10,28,0,2
B,2,4102,enet,10.0,0.5,2407.2114285783805,-1.0787909313506499,1.6743972301483154,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0016167766342605379,36,10,10,26,0,4
B,2,4102,enet,20.0,0.5,2405.1479557208118,-1.0782881805375173,1.502744436264038,1.0,0.8333333333333333,0.7142857142857143,0.0,0.001462589747979469,35,10,10,25,0,5
B,2,4102,enet,50.0,0.5,2367.0607662248462,-1.0850835090956052,1.6261656284332275,1.0,0.5333333333333333,0.6153846153846154,0.0,0.0027323096992643153,26,10,10,16,0,14
B,2,4102,enet,100.0,0.5,2335.9420269302154,-1.102183684531515,1.7101624011993408,0.7,0.3,0.5625,0.3,0.006755197853778038,16,10,7,9,3,21
B,2,4102,enet,200.0,0.5,2318.005629927947,-1.107773369800248,1.6388587951660156,0.6,0.16666666666666666,0.45454545454545453,0.4,0.007911885851100729,11,10,6,5,4,25
B,4,4104,none,0.0,,5136.087624253556,-2.5599374639707975,7.161781549453735,1.0,1.0,0.75,0.0,0.012041784979118687,40,10,10,30,0,0
B,4,4104,lasso,1.0,,5129.646335284839,-2.557948323040757,6.953417778015137,1.0,0.9666666666666667,0.7435897435897436,0.0,0.011097715512839158,39,10,10,29,0,1
B,4,4104,lasso,2.0,,5130.498135354843,-2.5569166787510387,6.955239295959473,1.0,0.9666666666666667,0.7435897435897436,0.0,0.01029288839696873,39,10,10,29,0,1
B,4,4104,lasso,5.0,,5093.086588888718,-2.5568186819914316,6.577620506286621,1.0,0.7666666666666666,0.696969696969697,0.0,0.008611323031974986,33,10,10,23,0,7
B,4,4104,lasso,10.0,,5078.999522013522,-2.5609170266369636,6.5068278312683105,1.0,0.6666666666666667,0.6666666666666666,0.0,0.007497137851843397,30,10,10,20,0,10
B,4,4104,lasso,20.0,,5059.608068982435,-2.5965817368829764,5.614222049713135,1.0,0.4666666666666667,0.5833333333333334,0.0,0.00938187422623677,24,10,10,14,0,16
B,4,4104,lasso,50.0,,5007.423077773315,-2.647860215299459,4.3109190464019775,0.7,0.1,0.3,0.3,0.015518368162708822,10,10,7,3,3,27
B,4,4104,lasso,100.0,,5036.337629662512,-2.678836602739145,3.5482852458953857,0.7,0.0,0.0,0.3,0.01899417457944139,7,10,7,0,3,30
B,4,4104,lasso,200.0,,5139.462282959135,-2.744096063850561,4.176569700241089,0.6,0.0,0.0,0.4,0.02611691274901099,6,10,6,0,4,30
B,4,4104,enet,1.0,0.5,5136.435979760941,-2.5572407186515065,7.0555408000946045,1.0,1.0,0.75,0.0,0.011347739337239284,40,10,10,30,0,0
B,4,4104,enet,2.0,0.5,5129.740471780222,-2.558181741227196,6.92226505279541,1.0,0.9666666666666667,0.7435897435897436,0.0,0.010969356730898881,39,10,10,29,0,1
B,4,4104,enet,5.0,0.5,5117.7670914482605,-2.5557647086137076,6.695388317108154,1.0,0.9,0.7297297297297297,0.0,0.009554412377282651,37,10,10,27,0,3
B,4,4104,enet,10.0,0.5,5094.055535134773,-2.5600116240064965,6.47381854057312,1.0,0.7666666666666666,0.696969696969697,0.0,0.008498180678068573,33,10,10,23,0,7
B,4,4104,enet,20.0,0.5,5081.944025805653,-2.571702489164185,6.159666538238525,1.0,0.6666666666666667,0.6666666666666666,0.0,0.008106441905562915,30,10,10,20,0,10
B,4,4104,enet,50.0,0.5,5053.048656534331,-2.6290772055341836,4.974220037460327,0.9,0.3666666666666667,0.55,0.1,0.012784643780986538,20,10,9,11,1,19
B,4,4104,enet,100.0,0.5,5026.081831822084,-2.6550897054825455,4.1515421867370605,0.8,0.1,0.2727272727272727,0.2,0.016307134045685363,11,10,8,3,2,27
B,4,4104,enet,200.0,0.5,5067.940051264693,-2.7008418171997746,3.832292318344116,0.7,0.0,0.0,0.3,0.020988292325617833,7,10,7,0,3,30
B,1,4201,none,0.0,,4041.0167832697834,-1.9003820512526055,0.6574397087097168,1.0,1.0,0.75,0.0,0.004421526362540018,40,10,10,30,0,0
B,1,4201,lasso,1.0,,4041.376023108415,-1.897902208038846,0.654435396194458,1.0,1.0,0.75,0.0,0.0036875693312967465,40,10,10,30,0,0
B,1,4201,lasso,2.0,,4028.1267273091285,-1.895517482703386,0.7226612567901611,1.0,0.9333333333333333,0.7368421052631579,0.0,0.003081627153350988,38,10,10,28,0,2
B,1,4201,lasso,5.0,,3994.426127920515,-1.889598419427665,1.1110835075378418,1.0,0.7666666666666666,0.696969696969697,0.0,0.0020151587482358712,33,10,10,23,0,7
B,1,4201,lasso,10.0,,3959.5013840056586,-1.8900614669813958,0.979424238204956,1.0,0.5333333333333333,0.6153846153846154,0.0,0.001909881695312312,26,10,10,16,0,14
B,1,4201,lasso,20.0,,3913.65548983316,-1.910857651960055,0.7304997444152832,1.0,0.13333333333333333,0.2857142857142857,0.0,0.007216564307934418,14,10,10,4,0,26
B,1,4201,lasso,50.0,,4161.902618118378,-2.09259602033421,0.6868991851806641,0.6,0.0,0.0,0.4,0.11422634774075885,6,10,6,0,4,30
B,1,4201,lasso,100.0,,4322.9381993378,-2.1769099082045367,0.2087080478668213,0.2,0.0,0.0,0.8,0.16493667142553436,2,10,2,0,8,30
B,1,4201,lasso,200.0,,4322.944814809881,-2.176892058049486,0.9004898071289062,0.2,0.0,0.0,0.8,0.16507071297773834,2,10,2,0,8,30
B,1,4201,enet,1.0,0.5,4041.2287545165736,-1.8990211902334821,0.6559016704559326,1.0,1.0,0.75,0.0,0.0039711414909948,40,10,10,30,0,0
B,1,4201,enet,2.0,0.5,4041.666862140158,-1.8977726551382808,0.6575171947479248,1.0,1.0,0.75,0.0,0.003571649446041915,40,10,10,30,0,0
B,1,4201,enet,5.0,0.5,4016.096279717817,-1.8948083875280304,0.7100405693054199,1.0,0.8666666666666667,0.7222222222222222,0.0,0.002710427017083416,36,10,10,26,0,4
B,1,4201,enet,10.0,0.5,3991.302831496833,-1.8918838623075167,1.1589882373809814,1.0,0.7333333333333333,0.6875,0.0,0.002341008949396723,32,10,10,22,0,8
B,1,4201,enet,20.0,0.5,3972.207535132266,-1.9036045249448532,0.7626562118530273,1.0,0.5,0.6,0.0,0.005163121811599405,25,10,10,15,0,15
B,1,4201,enet,50.0,0.5,4029.4497295360634,-2.002193912445653,0.817946195602417,0.9,0.06666666666666667,0.18181818181818182,0.1,0.05088985402505876,11,10,9,2,1,28
B,1,4201,enet,100.0,0.5,4246.133973249603,-2.1343109668231137,0.6630170345306396,0.5,0.0,0.0,0.5,0.1382170690398808,5,10,5,0,5,30
B,1,4201,enet,200.0,0.5,4323.018093244352,-2.1770776310355386,0.1953742504119873,0.2,0.0,0.0,0.8,0.16510630405760263,2,10,2,0,8,30
B,2,4202,none,0.0,,2303.1112909187277,-1.2026559682833644,1.2110211849212646,1.0,1.0,0.75,0.0,0.0007770282445199911,40,10,10,30,0,0
B,2,4202,lasso,1.0,,2296.285494021724,-1.2022309339718877,1.2290370464324951,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0006908261363272538,39,10,10,29,0,1
B,2,4202,lasso,2.0,,2296.4963093426372,-1.2018214333983266,1.2402005195617676,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0006174732651643296,39,10,10,29,0,1
B,2,4202,lasso,5.0,,2277.0347521119847,-1.2008945792298156,1.260241985321045,1.0,0.8666666666666667,0.7222222222222222,0.0,0.00046646019559122977,36,10,10,26,0,4
B,2,4202,lasso,10.0,,2224.5056391457474,-1.1995512867531275,1.2914245128631592,1.0,0.6,0.6428571428571429,0.0,0.00039466344585547386,28,10,10,18,0,12
B,2,4202,lasso,20.0,,2197.261499550437,-1.1990371733421548,1.2950141429901123,1.0,0.43333333333333335,0.5652173913043478,0.0,0.0006568227707472096,23,10,10,13,0,17
B,2,4202,lasso,50.0,,2189.0329249126926,-1.2068950602418735,1.4859278202056885,0.9,0.26666666666666666,0.47058823529411764,0.1,0.0032218811722844265,17,10,9,8,1,22
B,2,4202,lasso,100.0,,2208.3919574349597,-1.223142060852801,1.84846830368042,0.6,0.16666666666666666,0.45454545454545453,0.4,0.007912668754937888,11,10,6,5,4,25
B,2,4202,lasso,200.0,,2222.1021416443245,-1.2207687348773135,1.9649131298065186,0.6,0.13333333333333333,0.4,0.4,0.007909536681391535,10,10,6,4,4,26
B,2,4202,enet,1.0,0.5,2296.2313485870986,-1.2024231793861182,1.2196924686431885,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0007301173296204985,39,10,10,29,0,1
B,2,4202,enet,2.0,0.5,2296.2968013430645,-1.2021815039336525,1.2179105281829834,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0006868815569231808,39,10,10,29,0,1
B,2,4202,enet,5.0,0.5,2296.7151354074103,-1.2015481386798268,1.2458877563476562,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0005798378510578333,39,10,10,29,0,1
B,2,4202,enet,10.0,0.5,2277.2558499241577,-1.200773852906188,1.3018879890441895,1.0,0.8666666666666667,0.7222222222222222,0.0,0.00046756061797728545,36,10,10,26,0,4
B,2,4202,enet,20.0,0.5,2232.167913673812,-1.199518362885407,1.2721402645111084,1.0,0.6,0.6428571428571429,0.0,0.000429115810410569,28,10,10,18,0,12
B,2,4202,enet,50.0,0.5,2197.9268791198797,-1.2005895459607123,1.4598066806793213,1.0,0.36666666666666664,0.5238095238095238,0.0,0.0011789885737989259,21,10,10,11,0,19
B,2,4202,enet,100.0,0.5,2210.72651384982,-1.2088881402272789,1.4963035583496094,0.9,0.26666666666666666,0.47058823529411764,0.1,0.003785332825671396,17,10,9,8,1,22
B,2,4202,enet,200.0,0.5,2209.7009171817444,-1.2230762843554457,1.7232577800750732,0.6,0.16666666666666666,0.45454545454545453,0.4,0.007912299118656036,11,10,6,5,4,25
B,4,4204,none,0.0,,5121.08588869088,-2.4680849548238095,7.570170640945435,1.0,1.0,0.75,0.0,0.002802812617404204,40,10,10,30,0,0
B,4,4204,lasso,1.0,,5121.235851490693,-2.466160941555505,9.311668872833252,1.0,0.9666666666666667,0.7435897435897436,0.0,0.00238275977809993,39,10,10,29,0,1
B,4,4204,lasso,2.0,,5114.539339777742,-2.4639713526150353,8.380613088607788,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0019639029337156274,39,10,10,29,0,1
B,4,4204,lasso,5.0,,5095.367313027666,-2.458940049992859,8.101654052734375,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0011719497502243965,36,10,10,26,0,4
B,4,4204,lasso,10.0,,5050.530728982675,-2.453126460771202,4.670663595199585,1.0,0.6333333333333333,0.6551724137931034,0.0,0.00040800813024053425,29,10,10,19,0,11
B,4,4204,lasso,20.0,,5022.93194445354,-2.452046622454517,6.925859451293945,1.0,0.4666666666666667,0.5833333333333334,0.0,0.00030873914453638935,24,10,10,14,0,16
B,4,4204,lasso,50.0,,5026.03586359457,-2.4594264112850497,5.2727580070495605,1.0,0.3,0.47368421052631576,0.0,0.0027587669323901414,19,10,10,9,0,21
B,4,4204,lasso,100.0,,5118.1331365060305,-2.5054819200121696,5.513009071350098,1.0,0.13333333333333333,0.2857142857142857,0.0,0.015243226689617789,14,10,10,4,0,26
B,4,4204,lasso,200.0,,5290.538350168403,-2.6358303521982935,5.51997709274292,0.6,0.0,0.0,0.4,0.02730138156226091,6,10,6,0,4,30
B,4,4204,enet,1.0,0.5,5121.045158005345,-2.4668127568898788,7.41613507270813,1.0,1.0,0.75,0.0,0.002536723698808052,40,10,10,30,0,0
B,4,4204,enet,2.0,0.5,5121.256242042822,-2.4660248295600393,8.543267965316772,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0023439268992856226,39,10,10,29,0,1
B,4,4204,enet,5.0,0.5,5101.253747890522,-2.4633785573696114,8.001513004302979,1.0,0.9,0.7297297297297297,0.0,0.0018406660999804535,37,10,10,27,0,3
B,4,4204,enet,10.0,0.5,5102.838629972973,-2.459069238163672,8.267492055892944,1.0,0.9,0.7297297297297297,0.0,0.0011760377056582202,37,10,10,27,0,3
B,4,4204,enet,20.0,0.5,5072.8962889545155,-2.453710701564859,8.082831621170044,1.0,0.7333333333333334,0.6875,0.0,0.000422266945847974,32,10,10,22,0,8
B,4,4204,enet,50.0,0.5,5036.071178898734,-2.4554913522845663,6.282357454299927,1.0,0.4666666666666667,0.5833333333333334,0.0,0.0010806718173973745,24,10,10,14,0,16
B,4,4204,enet,100.0,0.5,5051.38057056821,-2.470351927466478,5.553274154663086,1.0,0.3,0.47368421052631576,0.0,0.005181642743367772,19,10,10,9,0,21
B,4,4204,enet,200.0,0.5,5165.957780662615,-2.5291977447800784,5.1010682582855225,1.0,0.13333333333333333,0.2857142857142857,0.0,0.01875877356453463,14,10,10,4,0,26
B,1,4301,none,0.0,,4001.2181018595847,-1.9036956077382339,0.6624531745910645,1.0,1.0,0.75,0.0,0.003591238195554403,40,10,10,30,0,0
B,1,4301,lasso,1.0,,3994.5236253610133,-1.9018253717376699,0.6395447254180908,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0032547783362918614,39,10,10,29,0,1
B,1,4301,lasso,2.0,,3981.1371674752236,-1.9002240758359294,0.7314553260803223,1.0,0.9,0.7297297297297297,0.0,0.0029732844889144793,37,10,10,27,0,3
B,1,4301,lasso,5.0,,3956.611013229591,-1.8963587954609904,0.7741572856903076,1.0,0.7666666666666666,0.696969696969697,0.0,0.0023732855714892415,33,10,10,23,0,7
B,1,4301,lasso,10.0,,3916.8892044134,-1.893510412802012,0.7608950138092041,1.0,0.5333333333333333,0.6153846153846154,0.0,0.0021877782192953896,26,10,10,16,0,14
B,1,4301,lasso,20.0,,3897.2474211542158,-1.8951904915104418,0.8139834403991699,1.0,0.3333333333333333,0.5,0.0,0.003491545980513414,20,10,10,10,0,20
B,1,4301,lasso,50.0,,4237.779379861092,-2.099830730613561,0.5937035083770752,0.6,0.0,0.0,0.4,0.12682956379836222,6,10,6,0,4,30
B,1,4301,lasso,100.0,,4358.016958702996,-2.1550535611881285,0.25418829917907715,0.2,0.0,0.0,0.8,0.16700955378520113,2,10,2,0,8,30
B,1,4301,lasso,200.0,,4357.986235600824,-2.1548503006560624,0.4253237247467041,0.2,0.0,0.0,0.8,0.16674838001090353,2,10,2,0,8,30
B,1,4301,enet,1.0,0.5,4001.3450265360025,-1.9026045834194114,0.6989555358886719,1.0,1.0,0.75,0.0,0.0034069044021800103,40,10,10,30,0,0
B,1,4301,enet,2.0,0.5,3994.6199245140656,-1.9016904029979222,0.7087864875793457,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0032489709541037365,39,10,10,29,0,1
B,1,4301,enet,5.0,0.5,3982.262700624552,-1.8992391209513746,0.7710425853729248,1.0,0.9,0.7297297297297297,0.0,0.0028930058687913268,37,10,10,27,0,3
B,1,4301,enet,10.0,0.5,3966.3985723150877,-1.8965212948026167,0.7302839756011963,1.0,0.8,0.7058823529411765,0.0,0.0026889358729712456,34,10,10,24,0,6
B,1,4301,enet,20.0,0.5,3913.5309302984156,-1.8964574502837872,0.7110812664031982,1.0,0.4666666666666667,0.5833333333333334,0.0,0.0036499868388947,24,10,10,14,0,16
B,1,4301,enet,50.0,0.5,3936.0121479175446,-1.9279069141248826,1.0218873023986816,1.0,0.1,0.23076923076923078,0.0,0.017506701338362372,13,10,10,3,0,27
B,1,4301,enet,100.0,0.5,4278.319349876853,-2.1183970811764885,0.4807093143463135,0.5,0.0,0.0,0.5,0.14073440013965322,5,10,5,0,5,30
B,1,4301,enet,200.0,0.5,4357.995040352618,-2.1549557089844247,0.5668063163757324,0.2,0.0,0.0,0.8,0.16688232128366798,2,10,2,0,8,30
B,2,4302,none,0.0,,2394.746892265235,-1.0619362830573236,1.244422197341919,1.0,1.0,0.75,0.0,0.001565750846516741,40,10,10,30,0,0
B,2,4302,lasso,1.0,,2394.8103290199037,-1.061245062880519,1.256084680557251,1.0,1.0,0.75,0.0,0.0014822439176332084,40,10,10,30,0,0
B,2,4302,lasso,2.0,,2388.0822130274255,-1.0606245824204434,1.246645212173462,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0014068787801950393,39,10,10,29,0,1
B,2,4302,lasso,5.0,,2368.413654026242,-1.0590008913912416,1.41599702835083,1.0,0.8666666666666667,0.7222222222222222,0.0,0.001241685270534956,36,10,10,26,0,4
B,2,4302,lasso,10.0,,2343.6563986940787,-1.056901140725527,1.4257619380950928,1.0,0.7333333333333334,0.6875,0.0,0.00113213207711371,32,10,10,22,0,8
B,2,4302,lasso,20.0,,2331.5064708476993,-1.0549559584575585,1.627389669418335,1.0,0.6,0.6428571428571429,0.0,0.0012561409699502596,28,10,10,18,0,12
B,2,4302,lasso,50.0,,2325.577918716479,-1.0689954337290746,1.5648736953735352,0.9,0.36666666666666664,0.55,0.1,0.005507040331577775,20,10,9,11,1,19
B,2,4302,lasso,100.0,,2293.748306083778,-1.078163569544472,2.1005187034606934,0.6,0.16666666666666666,0.45454545454545453,0.4,0.008023098571429126,11,10,6,5,4,25
B,2,4302,lasso,200.0,,2283.8196491956037,-1.0780482954278974,1.7735819816589355,0.6,0.03333333333333333,0.14285714285714285,0.4,0.00804301043994716,7,10,6,1,4,29
B,2,4302,enet,1.0,0.5,2394.7673232997467,-1.061543769087773,1.2246196269989014,1.0,1.0,0.75,0.0,0.0015202743920143286,40,10,10,30,0,0
B,2,4302,enet,2.0,0.5,2394.8235102661642,-1.061181828270584,1.2725608348846436,1.0,1.0,0.75,0.0,0.0014786510485834113,40,10,10,30,0,0
B,2,4302,enet,5.0,0.5,2381.3702161434885,-1.0602011974259076,1.2177379131317139,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0013681932259763192,38,10,10,28,0,2
B,2,4302,enet,10.0,0.5,2368.680377330907,-1.0588089015093418,1.2945785522460938,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0012452668279415559,36,10,10,26,0,4
B,2,4302,enet,20.0,0.5,2344.5595564514188,-1.0568107229740868,1.3632967472076416,1.0,0.7333333333333334,0.6875,0.0,0.0011804050595566333,32,10,10,22,0,8
B,2,4302,enet,50.0,0.5,2328.7859123784647,-1.0562996031945013,1.4300191402435303,1.0,0.5666666666666667,0.6296296296296297,0.0,0.0018557957038349562,27,10,10,17,0,13
B,2,4302,enet,100.0,0.5,2330.0201083225156,-1.070366662763528,1.5009281635284424,0.9,0.36666666666666664,0.55,0.1,0.005923554829649792,20,10,9,11,1,19
B,2,4302,enet,200.0,0.5,2294.8853866660043,-1.0779649645485552,2.0627048015594482,0.6,0.16666666666666666,0.45454545454545453,0.4,0.008025267232208626,11,10,6,5,4,25
